time,ax,ay,az
2019-04-17 15:39:37.4840,-0.01,0.0,-0.04
2019-04-17 15:39:37.5340,0.03,0.01,0.0
2019-04-17 15:39:37.6250,-0.0,-0.02,0.0
2019-04-17 15:39:37.7240,0.01,-0.03,-0.0
2019-04-17 15:39:37.8060,-0.01,-0.0,0.01
2019-04-17 15:39:37.9040,-0.01,0.04,0.0
2019-04-17 15:39:37.9870,-0.0,0.04,0.0
2019-04-17 15:39:38.0780,0.03,0.03,-0.01
2019-04-17 15:39:38.1690,0.01,0.02,0.01
2019-04-17 15:39:38.2590,0.02,0.02,0.01
2019-04-17 15:39:38.3500,0.06,0.01,-0.02
2019-04-17 15:39:38.4400,-0.02,-0.0,-0.0
2019-04-17 15:39:38.5330,-0.06,0.02,0.03
2019-04-17 15:39:38.6350,-0.04,0.0,-0.0
2019-04-17 15:39:38.7120,0.01,-0.01,0.01
2019-04-17 15:39:38.8090,0.0,-0.01,0.01
2019-04-17 15:39:38.8930,0.01,0.04,0.02
2019-04-17 15:39:38.9840,0.03,0.04,0.02
2019-04-17 15:39:39.0760,0.0,-0.03,0.01
2019-04-17 15:39:39.1650,0.02,0.04,0.01
2019-04-17 15:39:39.2550,-0.0,-0.04,0.01
2019-04-17 15:39:39.3460,0.0,-0.18,0.01
2019-04-17 15:39:39.4390,0.0,-0.18,0.01
2019-04-17 15:39:39.5370,-0.0,-0.14,0.09
2019-04-17 15:39:39.6170,-0.05,-0.1,0.03
2019-04-17 15:39:39.7150,0.01,-0.14,0.07
2019-04-17 15:39:39.7990,-0.08,-0.27,-0.14
2019-04-17 15:39:39.8890,0.11,-0.11,-0.28
2019-04-17 15:39:39.9820,-0.16,-0.21,-0.05
2019-04-17 15:39:40.0700,0.18,-0.27,0.06
2019-04-17 15:39:40.1610,-0.26,-0.08,-0.41
2019-04-17 15:39:40.2510,0.48,0.13,-0.16
2019-04-17 15:39:40.3420,-0.05,-0.1,-0.29
2019-04-17 15:39:40.4440,-0.08,-0.07,0.77
2019-04-17 15:39:40.5230,-0.26,-0.07,0.33
2019-04-17 15:39:40.6210,-0.2,0.03,0.03
2019-04-17 15:39:40.7040,0.13,-0.03,0.21
2019-04-17 15:39:40.7950,0.06,0.01,-0.13
2019-04-17 15:39:40.8860,0.55,-0.13,-0.59
2019-04-17 15:39:40.9760,-0.45,0.06,-0.01
2019-04-17 15:39:41.0660,0.08,0.13,-0.07
2019-04-17 15:39:41.1570,-0.13,-0.13,0.53
2019-04-17 15:39:41.2520,0.41,0.15,-0.27
2019-04-17 15:39:41.3500,0.39,-0.12,-0.02
2019-04-17 15:39:41.4290,-0.4,0.07,-0.07
2019-04-17 15:39:41.5270,0.01,0.05,-0.19
2019-04-17 15:39:41.6100,0.11,-0.06,-0.14
2019-04-17 15:39:41.7010,0.17,0.03,-0.5
2019-04-17 15:39:41.7910,-0.06,-0.06,-0.2
2019-04-17 15:39:41.8820,-0.16,-0.1,-0.14
2019-04-17 15:39:41.9720,0.13,0.07,-0.08
2019-04-17 15:39:42.0630,0.05,-0.06,0.25
2019-04-17 15:39:42.1540,-0.07,-0.01,0.11
2019-04-17 15:39:42.2580,0.01,-0.11,-0.03
2019-04-17 15:39:42.3340,-0.18,0.04,-0.45
2019-04-17 15:39:42.4310,-0.07,0.03,-0.2
2019-04-17 15:39:42.5160,-0.05,-0.02,0.2
2019-04-17 15:39:42.6060,-0.21,-0.18,0.01
2019-04-17 15:39:42.6970,0.16,-0.07,-0.31
2019-04-17 15:39:42.7870,0.08,0.06,-0.11
2019-04-17 15:39:42.8780,0.04,-0.13,-0.46
2019-04-17 15:39:42.9680,-0.05,-0.05,0.23
2019-04-17 15:39:43.0610,0.03,0.01,0.38
2019-04-17 15:39:43.1580,0.1,-0.03,-0.51
2019-04-17 15:39:43.2400,-0.1,0.05,0.26
2019-04-17 15:39:43.3380,0.07,0.06,-0.46
2019-04-17 15:39:43.4210,0.04,0.15,0.44
2019-04-17 15:39:43.5120,-0.02,-0.09,-0.07
2019-04-17 15:39:43.6030,0.09,-0.04,0.14
2019-04-17 15:39:43.6930,0.1,-0.11,-0.09
2019-04-17 15:39:43.7830,-0.16,-0.09,0.01
2019-04-17 15:39:43.8740,0.03,-0.01,-0.23
2019-04-17 15:39:43.9670,-0.09,-0.09,0.1
2019-04-17 15:39:44.0670,0.19,-0.11,-0.46
2019-04-17 15:39:44.1460,-0.14,0.09,-0.44
2019-04-17 15:39:44.2420,-0.14,-0.04,0.28
2019-04-17 15:39:44.3270,-0.04,-0.05,-0.03
2019-04-17 15:39:44.4170,0.16,-0.08,-0.07
2019-04-17 15:39:44.5100,0.01,0.13,-0.41
2019-04-17 15:39:44.5990,-0.11,-0.1,-0.72
2019-04-17 15:39:44.6890,-0.1,-0.06,0.23
2019-04-17 15:39:44.7800,-0.15,-0.04,0.08
2019-04-17 15:39:44.8740,-0.04,-0.08,0.29
2019-04-17 15:39:44.9740,0.2,-0.05,0.08
2019-04-17 15:39:45.0510,0.09,-0.11,0.18
2019-04-17 15:39:45.1480,0.09,0.04,0.55
2019-04-17 15:39:45.2330,-0.09,-0.04,-0.09
2019-04-17 15:39:45.3230,0.07,-0.14,-0.06
2019-04-17 15:39:45.4140,-0.16,0.0,-0.47
2019-04-17 15:39:45.5040,-0.09,-0.12,0.34
2019-04-17 15:39:45.5950,-0.08,-0.21,0.19
2019-04-17 15:39:45.6850,-0.02,-0.21,-0.02
2019-04-17 15:39:45.7780,0.23,0.38,-1.19
2019-04-17 15:39:45.8800,0.25,0.02,0.16
2019-04-17 15:39:45.9570,0.28,-0.32,-0.44
2019-04-17 15:39:46.0560,-0.01,-0.23,0.41
2019-04-17 15:39:46.1380,-0.12,-0.11,-0.33
2019-04-17 15:39:46.2290,-0.23,-0.18,-0.3
2019-04-17 15:39:46.3200,0.09,0.16,-0.01
2019-04-17 15:39:46.4100,-0.07,0.07,1.4
2019-04-17 15:39:46.5000,-0.05,-0.13,-1.1
2019-04-17 15:39:46.5910,0.04,0.09,-0.23
2019-04-17 15:39:46.6850,-0.09,-0.03,0.78
2019-04-17 15:39:46.7850,0.16,-0.09,-0.37
2019-04-17 15:39:46.8630,-0.04,0.02,-0.69
2019-04-17 15:39:46.9590,-0.29,0.02,-0.85
2019-04-17 15:39:47.0440,-0.13,0.17,-0.48
2019-04-17 15:39:47.1340,0.09,-0.14,0.46
2019-04-17 15:39:47.2250,-0.01,-0.03,-0.66
2019-04-17 15:39:47.3160,0.2,-0.5,-1.04
2019-04-17 15:39:47.4060,-0.12,-0.01,-0.26
2019-04-17 15:39:47.4970,-0.05,0.14,1.33
2019-04-17 15:39:47.5900,-0.0,0.01,0.05
2019-04-17 15:39:47.6900,-0.09,-0.25,-0.38
2019-04-17 15:39:47.7690,-0.11,0.03,0.55
2019-04-17 15:39:47.8650,0.03,0.05,1.06
2019-04-17 15:39:47.9490,-0.06,-0.25,-0.18
2019-04-17 15:39:48.0400,0.03,-0.05,-0.06
2019-04-17 15:39:48.1330,0.0,0.08,-0.72
2019-04-17 15:39:48.2210,-0.08,0.1,0.07
2019-04-17 15:39:48.3120,-0.04,0.04,0.61
2019-04-17 15:39:48.4020,0.17,-0.22,-0.39
2019-04-17 15:39:48.4940,-0.01,-0.02,0.02
2019-04-17 15:39:48.5970,-0.05,-0.06,-0.15
2019-04-17 15:39:48.6740,-0.11,-0.15,0.31
2019-04-17 15:39:48.7710,0.1,-0.19,-0.09
2019-04-17 15:39:48.8550,0.14,-0.01,-0.03
2019-04-17 15:39:48.9460,-0.06,-0.04,-0.44
2019-04-17 15:39:49.0370,-0.08,-0.0,0.7
2019-04-17 15:39:49.1270,0.07,0.11,0.08
2019-04-17 15:39:49.2170,0.29,0.08,-0.14
2019-04-17 15:39:49.3080,-0.26,-0.19,0.09
2019-04-17 15:39:49.4040,-0.02,0.03,0.56
2019-04-17 15:39:49.5020,-0.14,-0.06,0.13
2019-04-17 15:39:49.5800,0.04,-0.22,0.02
2019-04-17 15:39:49.6780,-0.11,0.01,0.16
2019-04-17 15:39:49.7610,-0.02,-0.04,0.74
2019-04-17 15:39:49.8510,0.04,0.16,-0.09
2019-04-17 15:39:49.9420,0.07,0.01,0.52
2019-04-17 15:39:50.0320,-0.04,0.37,-0.28
2019-04-17 15:39:50.1230,-0.08,-0.21,-0.02
