time;ax;ay;az;aT
2,156000;-0,0089;0,0181;0,0255;0,032
2,161000;0,0102;-0,0553;0,0230;0,061
2,164000;-0,0111;-0,0235;0,0395;0,047
2,168000;0,0056;-0,0325;-0,0154;0,036
2,172000;-0,0088;-0,0320;-0,0319;0,046
2,177000;0,0008;-0,0599;-0,0529;0,080
2,180000;-0,0230;0,0217;-0,0049;0,032
2,184000;-0,0158;-0,0231;-0,0452;0,053
2,188000;-0,0086;0,0323;-0,0114;0,035
2,192000;-0,0347;-0,0149;0,0101;0,039
2,196000;-0,0463;-0,0335;0,0196;0,060
2,200000;0,0513;-0,0565;-0,0138;0,078
2,204000;0,0081;-0,0153;-0,0207;0,027
2,208000;0,0009;-0,0622;-0,0181;0,065
2,212000;0,0247;-0,0636;-0,0012;0,068
2,216000;0,0198;-0,0508;0,0250;0,060
2,219000;0,0030;-0,0358;0,0034;0,036
2,223000;0,0006;-0,0045;0,0082;0,009
2,228000;-0,0136;0,0147;0,0248;0,032
2,231000;-0,0158;0,0122;-0,0253;0,032
2,236000;0,0224;0,0147;0,0153;0,031
2,239000;-0,0276;0,0053;-0,0014;0,028
2,244000;-0,0083;-0,0372;0,0200;0,043
2,247000;0,0299;-0,0130;0,0317;0,046
2,252000;-0,0153;-0,0387;0,0363;0,055
2,255000;-0,0007;-0,0025;-0,0186;0,019
2,261000;-0,0147;-0,0307;-0,0137;0,037
2,263000;0,0284;-0,0038;-0,0206;0,035
2,267000;-0,0263;-0,0367;-0,0204;0,050
2,271000;-0,0044;-0,0361;0,0202;0,042
2,275000;-0,0066;0,0191;0,0272;0,034
2,280000;0,0008;0,0263;-0,0015;0,026
2,283000;-0,0108;0,0099;-0,0370;0,040
2,287000;0,0157;0,0173;-0,0533;0,058
2,291000;0,0110;0,0319;-0,0053;0,034
2,295000;0,0230;0,0368;0,0209;0,048
2,299000;-0,0339;-0,0056;0,0232;0,041
2,303000;-0,0405;-0,0476;-0,0196;0,065
2,307000;-0,0209;0,0272;-0,0098;0,036
2,312000;-0,0302;0,0089;-0,0547;0,063
2,315000;-0,0250;0,0457;-0,0327;0,061
2,319000;-0,0151;0,0062;0,0177;0,024
2,323000;0,0114;-0,0140;0,0201;0,027
2,329000;-0,0288;-0,0198;0,0011;0,035
2,331000;0,0215;-0,0470;-0,0011;0,052
2,335000;0,0002;-0,0598;-0,0223;0,064
2,339000;0,0004;-0,0891;-0,0267;0,093
2,342000;0,0054;-0,0872;0,0212;0,090
2,347000;-0,0039;-0,0260;0,0473;0,054
2,351000;-0,0013;-0,0059;-0,0051;0,008
2,355000;0,0013;-0,0217;0,0021;0,022
2,359000;0,0322;-0,0562;-0,0499;0,082
2,363000;0,0891;0,0140;-0,0209;0,093
2,366000;0,0458;0,0078;-0,0443;0,064
2,370000;0,0266;0,0112;0,0180;0,034
2,374000;0,0077;0,0098;0,0299;0,032
2,379000;-0,1083;0,0630;0,0250;0,128
2,383000;-0,1096;0,1254;-0,0177;0,167
2,387000;-0,0350;0,1397;-0,0198;0,145
2,390000;0,0532;0,1327;-0,0289;0,146
2,397000;-0,0397;0,1686;-0,0070;0,173
2,399000;-0,1032;0,1307;0,0241;0,168
2,403000;-0,1093;0,1243;0,0076;0,166
2,407000;0,1863;0,0135;-0,1370;0,232
2,412000;0,2513;-0,0465;-0,0690;0,265
2,414000;0,1304;-0,1914;-0,0301;0,234
2,418000;0,0274;-0,2591;0,0464;0,265
2,422000;-0,1862;-0,1696;0,1342;0,285
2,426000;-0,1273;-0,1833;0,0265;0,225
2,431000;-0,0171;-0,0002;-0,0258;0,031
2,434000;0,0754;0,1531;-0,0704;0,185
2,438000;0,1174;0,2080;-0,1265;0,270
2,442000;-0,0022;0,1869;-0,0967;0,210
2,446000;-0,0424;0,1400;-0,0646;0,160
2,450000;-0,1201;0,0293;0,0383;0,129
2,454000;0,1066;-0,0261;0,1903;0,220
2,458000;-0,0743;0,0468;0,2198;0,237
2,462000;-0,1042;0,0542;0,0756;0,140
2,466000;-0,0672;0,1726;0,0014;0,185
2,470000;-0,3822;0,2518;-0,0580;0,461
2,474000;-0,1513;0,2237;-0,0171;0,271
2,479000;-0,0695;0,2533;0,1374;0,296
2,482000;0,0642;0,2470;0,1079;0,277
2,486000;0,0330;0,1718;-0,0235;0,176
2,490000;0,0404;0,0921;-0,0447;0,110
2,497000;-0,2322;-0,0605;-0,0989;0,259
2,498000;-0,1330;0,2704;0,2296;0,379
2,502000;-0,1367;0,1570;0,0948;0,229
2,506000;0,0855;0,2341;0,0608;0,257
2,510000;0,1089;0,1822;0,0080;0,212
2,514000;0,2939;0,3206;0,0767;0,442
2,519000;0,1948;0,1706;-0,0806;0,271
2,521000;0,1840;0,2832;0,0221;0,338
2,525000;-0,0358;-0,1443;-0,1158;0,188
2,529000;0,1253;0,0256;0,0110;0,128
2,533000;0,1568;-0,1549;0,0181;0,221
2,537000;0,1438;-0,0325;0,1675;0,223
2,541000;0,0662;-0,1202;0,0237;0,139
2,547000;0,1099;0,0587;0,0330;0,129
2,550000;0,0727;0,0341;-0,0267;0,085
2,553000;-0,0547;0,0834;-0,1095;0,148
2,557000;0,2630;-0,0479;-0,1228;0,294
2,562000;-0,0864;0,1190;0,0017;0,147
2,566000;0,0467;-0,1381;-0,0220;0,147
2,569000;-0,2486;-0,0748;0,1588;0,304
2,573000;-0,0356;-0,0622;0,1361;0,154
2,577000;-0,2350;0,0284;0,0709;0,247
2,581000;-0,1359;-0,0624;-0,1221;0,193
2,585000;-0,1041;0,0757;-0,1615;0,206
2,589000;-0,1245;0,0751;-0,1720;0,225
2,593000;-0,1426;0,1079;0,0645;0,190
2,597000;-0,1226;0,0907;0,1258;0,198
2,601000;-0,1475;0,1139;0,0393;0,190
2,605000;-0,0844;0,0703;0,0081;0,110
2,609000;-0,1097;-0,0467;-0,0846;0,146
2,613000;-0,0133;-0,0011;0,0040;0,014
2,616000;-0,0624;0,0040;0,0277;0,068
2,621000;-0,0066;-0,0123;0,0156;0,021
2,625000;-0,0346;-0,0214;0,0155;0,044
2,629000;0,0708;-0,0402;0,0486;0,095
2,633000;0,0687;-0,0162;0,1123;0,133
2,636000;0,0834;-0,0613;0,0258;0,107
2,640000;0,2353;-0,0016;-0,0457;0,240
2,648000;0,1297;0,0861;-0,1783;0,237
2,650000;0,1889;0,1234;-0,1769;0,287
2,653000;0,1402;0,1485;-0,0472;0,210
2,656000;0,2199;0,0811;-0,0871;0,250
2,660000;0,1852;0,1759;0,0371;0,258
2,667000;0,0415;0,1227;0,0416;0,136
2,668000;-0,0154;0,1574;0,0033;0,158
2,672000;-0,0577;0,2724;0,0911;0,293
2,676000;-0,1018;0,2225;0,0096;0,245
2,680000;-0,3259;0,0994;-0,0309;0,342
2,684000;-0,3083;-0,0509;-0,0164;0,313
2,688000;-0,3864;0,0565;0,1333;0,413
2,692000;-0,2313;0,0105;0,1084;0,256
2,696000;-0,1649;0,0404;0,1453;0,223
2,700000;-0,2353;-0,0603;0,0253;0,244
2,704000;-0,0703;0,1228;-0,0936;0,170
2,708000;-0,0441;0,1503;-0,2092;0,261
2,712000;-0,0132;0,1514;-0,1053;0,185
2,716000;0,0671;0,0881;0,1068;0,154
2,720000;0,0776;0,1535;0,3220;0,365
2,724000;0,1004;0,0688;0,0676;0,139
2,728000;0,1109;0,0371;-0,1206;0,168
2,732000;0,0140;0,0033;-0,1932;0,194
2,735000;0,0768;-0,0231;-0,0372;0,088
2,739000;-0,0249;-0,0847;0,0771;0,117
2,744000;0,3616;-0,0744;0,0836;0,379
2,748000;0,0044;0,0618;0,0783;0,100
2,751000;0,2559;0,0424;-0,1479;0,299
2,756000;-0,0267;0,1938;-0,0755;0,210
2,760000;0,1752;0,1325;-0,0654;0,229
2,764000;-0,0286;0,2310;0,0681;0,242
2,770000;0,1777;0,1914;0,0249;0,262
2,771000;0,0151;0,2377;-0,0465;0,243
2,775000;0,0011;0,2835;-0,0580;0,289
2,780000;-0,0253;0,0816;-0,0029;0,085
2,783000;-0,0762;0,0949;0,2202;0,252
2,787000;-0,4076;0,0419;0,1114;0,425
2,791000;-0,2411;0,0537;0,1318;0,280
2,795000;-0,2835;0,0960;0,0263;0,300
2,799000;0,0779;-0,3749;-0,2328;0,448
2,803000;0,1528;-0,8906;-0,7035;1,145
2,807000;0,0720;-1,4889;-0,4610;1,560
2,812000;0,1938;-1,2298;0,3863;1,304
2,815000;0,6542;-0,9500;0,6968;1,348
2,819000;0,4212;-0,0188;0,7844;0,891
2,823000;0,3543;-0,3051;-0,4962;0,682
2,827000;-0,2686;-0,2542;-0,9167;0,989
2,831000;-0,1804;-0,4078;-0,7986;0,915
2,835000;0,1572;-0,2413;0,3504;0,454
2,839000;-0,0008;-0,4881;0,5391;0,727
2,843000;0,2043;-0,5680;0,2899;0,670
2,847000;0,0096;-1,0988;-0,2055;1,118
2,851000;0,1099;-0,7926;-0,1242;0,810
2,855000;-0,1392;-0,4195;-0,0022;0,442
2,859000;-0,0723;-0,6652;-0,3919;0,775
2,864000;-0,1845;-0,6469;-0,2359;0,713
2,867000;0,0164;-0,6502;0,0132;0,651
2,871000;-0,1824;-0,4770;0,3743;0,633
2,875000;-0,0768;-0,5821;0,1944;0,618
2,879000;-0,0123;-0,2279;0,0865;0,244
2,883000;0,1142;0,0206;-0,2365;0,263
2,887000;0,0448;0,1850;-0,2435;0,309
2,891000;0,0544;0,1510;-0,1476;0,218
2,895000;0,0352;0,1583;0,0727;0,178
2,900000;-0,0437;-0,0278;0,1133;0,125
2,903000;-0,0531;-0,1517;0,0415;0,166
2,906000;-0,0436;-0,2231;0,0343;0,230
2,910000;0,0305;-0,1681;0,0725;0,186
2,915000;0,0591;-0,0535;0,0412;0,090
2,919000;0,0111;-0,0154;-0,0975;0,099
2,923000;0,0351;-0,0465;-0,1500;0,161
2,926000;-0,0007;-0,0726;-0,1307;0,150
2,930000;0,0041;-0,1273;0,0345;0,132
2,935000;-0,0318;-0,0983;0,1541;0,185
2,938000;-0,0365;-0,0550;0,0941;0,115
2,943000;0,0185;-0,0335;-0,0136;0,041
2,947000;0,0255;-0,0599;-0,1165;0,133
2,950000;0,0398;-0,0910;-0,1307;0,164
2,954000;0,0280;-0,1171;-0,0205;0,122
2,958000;-0,0198;-0,1765;0,0011;0,178
2,963000;-0,0173;-0,1736;0,0465;0,181
2,966000;0,0354;-0,1639;0,0632;0,179
2,970000;0,0903;-0,2380;0,0344;0,257
2,974000;0,1093;-0,3025;-0,0781;0,331
2,982000;0,0280;-0,3093;-0,1162;0,332
2,983000;-0,0602;-0,2108;0,0274;0,221
2,988000;-0,1673;0,0024;0,1565;0,229
2,990000;-0,1620;0,1911;0,1539;0,294
2,995000;-0,1761;0,3626;0,0603;0,408
2,998000;-0,0778;0,3711;-0,0857;0,389
3,002000;-0,0274;0,3300;-0,1884;0,381
3,006000;-0,0083;0,1960;-0,1092;0,225
3,010000;0,0489;0,0864;0,0751;0,125
3,014000;0,0680;-0,0256;0,1564;0,172
3,017000;0,1421;-0,0802;0,1778;0,241
3,022000;0,1778;-0,0372;0,0604;0,191
3,026000;0,1607;-0,0304;-0,0713;0,178
3,029000;0,0912;-0,0809;-0,1047;0,161
3,034000;-0,1621;-0,0044;0,0221;0,164
3,037000;0,0059;-0,0449;-0,0257;0,052
3,042000;-0,4011;-0,1428;0,0126;0,426
3,046000;-0,0825;0,0130;0,1322;0,156
3,050000;-0,2898;-0,1592;0,0626;0,337
3,054000;0,0760;-0,0203;0,1009;0,128
3,057000;-0,0204;-0,0277;-0,0930;0,099
3,063000;0,1737;-0,0922;-0,1216;0,231
3,065000;0,0447;-0,0513;-0,0425;0,080
3,069000;0,0962;-0,0602;-0,0112;0,114
3,073000;0,1332;-0,0572;0,1171;0,186
3,077000;0,0232;-0,1375;0,1945;0,239
3,081000;-0,0770;-0,2514;0,3185;0,413
3,085000;-0,0200;-0,2304;0,2371;0,331
3,090000;0,0182;-0,1125;-0,1429;0,183
3,093000;-0,0385;-0,0539;-0,5646;0,568
3,098000;-0,0935;-0,0178;-0,6236;0,631
3,102000;-0,0459;-0,1051;-0,2185;0,247
3,105000;-0,0170;-0,2187;0,3534;0,416
3,109000;0,1170;-0,2683;0,6543;0,717
3,113000;0,1565;-0,2710;0,3713;0,486
3,117000;0,1708;-0,2264;-0,2296;0,365
3,121000;-0,0274;-0,0742;-0,5045;0,511
3,125000;-0,0062;-0,1370;-0,3796;0,404
3,129000;-0,2168;-0,2466;-0,0252;0,329
3,133000;0,0085;-0,3053;0,2356;0,386
3,137000;0,0870;-0,2304;0,3143;0,399
3,141000;0,0627;-0,2927;0,0675;0,307
3,146000;0,1419;0,0438;-0,0045;0,149
3,149000;0,0677;0,0525;-0,1361;0,161
3,153000;0,1558;-0,0124;-0,2149;0,266
3,157000;0,1461;-0,0122;-0,1572;0,215
3,161000;-0,0570;-0,0334;-0,0446;0,080
3,165000;0,0370;-0,0452;0,2496;0,256
3,169000;-0,1036;0,0122;0,1942;0,220
3,173000;-0,0319;-0,1558;0,0002;0,159
3,176000;-0,0415;-0,3424;-0,2557;0,429
3,181000;0,0089;-0,2462;-0,1215;0,275
3,184000;-0,0367;-0,2172;-0,0065;0,220
3,188000;0,0613;-0,3104;0,0843;0,327
3,192000;-0,1990;-0,3270;0,1176;0,400
3,197000;-0,4181;-0,2744;0,0576;0,503
3,201000;0,0374;0,1508;0,2606;0,303
3,204000;-0,2733;-0,2932;-0,1489;0,428
3,208000;0,1194;-0,1792;-0,1991;0,293
3,215000;0,1905;-0,0288;-0,0889;0,212
3,218000;0,1302;0,1169;-0,1151;0,209
3,223000;0,2823;0,1167;0,0763;0,315
3,225000;0,1094;0,2697;0,1767;0,341
3,228000;0,1742;0,1544;0,0162;0,233
3,232000;-0,1107;0,2160;0,0568;0,249
3,236000;0,1335;0,1579;-0,0509;0,213
3,240000;-0,2182;0,1789;-0,1681;0,328
3,244000;-0,0746;0,2313;0,0282;0,245
3,248000;-0,1654;0,1665;-0,0053;0,235
3,252000;0,0595;0,3267;0,1454;0,362
3,256000;0,0377;0,1541;-0,0007;0,159
3,260000;0,1426;0,1394;0,0185;0,200
3,264000;0,1066;0,3758;0,1236;0,410
3,268000;0,0349;0,5353;0,1736;0,564
3,272000;-0,0511;0,3788;-0,0777;0,390
3,276000;-0,0436;0,2560;-0,1208;0,286
3,281000;-0,0433;0,1313;-0,1087;0,176
3,284000;0,0478;0,0356;0,0254;0,065
3,287000;0,0429;-0,0816;0,0899;0,129
3,292000;-0,0097;-0,0602;0,1137;0,129
3,298000;0,0528;-0,0987;0,0370;0,118
3,301000;-0,0140;-0,0656;-0,0158;0,069
3,305000;0,0173;-0,0183;-0,0302;0,039
3,308000;-0,0137;-0,0211;-0,0901;0,093
3,314000;0,0391;0,0290;-0,0493;0,069
3,318000;-0,0157;-0,0667;0,0272;0,074
3,319000;0,0275;-0,0333;0,0320;0,054
3,324000;0,0252;-0,0357;0,0582;0,073
3,328000;-0,0105;-0,0502;0,0079;0,052
3,332000;-0,0103;-0,0169;-0,0448;0,049
3,336000;0,0616;-0,0338;-0,0256;0,075
3,340000;-0,0123;-0,0960;-0,0280;0,101
3,343000;0,0311;-0,0576;0,0150;0,067
3,349000;-0,0262;-0,0314;0,0676;0,079
3,352000;0,0840;-0,1322;0,0483;0,164
3,356000;0,0003;-0,0846;-0,0283;0,089
3,360000;0,0506;-0,1828;-0,0164;0,190
3,367000;0,0170;-0,2116;-0,0380;0,216
3,367000;0,0335;-0,2236;-0,0762;0,239
3,372000;0,0046;-0,2641;-0,0713;0,274
3,375000;-0,0461;-0,2997;-0,0952;0,318
3,385000;-0,0944;-0,2847;-0,0615;0,306
3,385000;-0,0589;-0,2696;0,0080;0,276
3,387000;-0,1908;-0,3166;-0,0086;0,370
3,391000;-0,1718;-0,2678;-0,0229;0,319
3,395000;-0,1002;-0,2500;-0,0418;0,273
3,400000;-0,0096;-0,1414;0,0062;0,142
3,403000;-0,0099;-0,1375;0,0276;0,141
3,407000;0,2154;-0,0197;0,0251;0,218
3,411000;0,2490;0,1565;0,2979;0,419
3,415000;0,2875;0,0342;0,0656;0,297
3,420000;0,2378;0,0621;-0,1440;0,285
3,423000;0,1334;0,0114;-0,1262;0,184
3,427000;0,2107;-0,1836;-0,1655;0,325
3,432000;0,1925;-0,1772;0,0686;0,270
3,435000;0,1278;-0,3297;0,1379;0,379
3,439000;0,0707;-0,4823;0,2429;0,545
3,443000;0,1698;-0,2646;0,4289;0,532
3,450000;-0,3104;-0,3924;-0,0907;0,509
3,451000;-0,1828;-0,2403;-0,3874;0,491
3,455000;-0,2731;-0,2123;-0,5808;0,676
3,459000;-0,1126;-0,2980;-0,3863;0,501
3,466000;0,2702;-0,2082;0,2025;0,397
3,467000;0,6164;0,2017;0,6711;0,933
3,471000;-0,1240;0,4522;0,1298;0,486
3,475000;0,1966;0,3743;-0,1287;0,442
3,479000;-0,2028;0,2182;-0,4347;0,527
3,483000;0,5410;0,4600;-0,0323;0,711
3,486000;-1,4395;0,4101;0,3481;1,537
3,490000;0,4181;0,2810;-0,1305;0,520
3,495000;-0,2454;0,0300;-0,0609;0,255
3,499000;0,2594;0,2027;0,0516;0,333
3,502000;-0,3217;0,0857;0,0564;0,338
3,506000;-0,0534;0,0741;0,0277;0,095
3,510000;-0,3288;0,1056;-0,1061;0,361
3,516000;0,0155;0,0032;-0,2326;0,233
3,519000;-0,0641;-0,0747;-0,1747;0,201
3,523000;-0,0119;-0,1520;0,0051;0,153
3,526000;-0,0981;-0,2677;0,2181;0,359
3,533000;0,0069;-0,2520;0,2228;0,336
3,534000;0,1001;-0,2248;0,0864;0,261
3,538000;0,1042;-0,2458;0,0074;0,267
3,542000;-0,0543;-0,0608;-0,0499;0,096
3,550000;0,0701;0,0236;-0,2195;0,232
3,551000;-0,1856;-0,0929;-0,2526;0,327
3,554000;0,1022;-0,0800;0,0324;0,134
3,558000;0,0196;-0,1703;0,2835;0,331
3,562000;-0,1321;-0,2516;0,3261;0,433
3,567000;-0,3380;0,1090;0,2776;0,451
3,570000;-0,6060;0,3656;0,0785;0,712
3,574000;-0,1164;0,2652;-0,4289;0,518
3,578000;-0,2711;0,4167;-0,3545;0,611
3,583000;-0,0712;0,3105;-0,2131;0,383
3,586000;-0,0961;0,2262;0,1649;0,296
3,590000;0,1725;0,1371;0,4802;0,528
3,594000;0,2628;0,1239;0,4723;0,554
3,599000;0,5202;0,1363;0,1558;0,560
3,602000;0,2471;0,1941;-0,2441;0,398
3,605000;0,1205;0,2045;-0,2727;0,362
3,610000;-0,1396;-0,0141;-0,2964;0,328
3,617000;-0,5331;-0,0931;-0,0857;0,548
3,618000;-0,2861;-0,1122;0,1727;0,353
3,622000;-0,1498;-0,0001;0,2561;0,297
3,626000;0,1373;0,0035;0,1288;0,188
3,629000;0,1485;-0,0123;-0,0150;0,150
3,633000;0,1437;0,0367;-0,2520;0,292
3,638000;0,1034;0,0169;-0,2494;0,270
3,642000;-0,0687;-0,0164;-0,1391;0,156
3,645000;-0,1519;-0,0254;0,0238;0,156
3,649000;-0,0845;-0,0751;0,1243;0,168
3,653000;-0,0677;-0,0628;0,1361;0,164
3,657000;-0,0007;-0,0412;0,0618;0,074
3,661000;0,0566;0,0016;-0,0579;0,081
3,667000;0,0397;-0,0129;-0,0985;0,107
3,669000;-0,0464;-0,0081;-0,1175;0,127
3,673000;-0,0391;-0,0079;-0,0790;0,089
3,677000;-0,0750;0,0093;0,0024;0,076
3,683000;-0,1111;-0,0404;0,0934;0,151
3,688000;-0,1041;-0,0303;0,0814;0,136
3,689000;-0,0398;-0,0541;0,0479;0,083
3,693000;-0,0427;-0,0207;0,0167;0,050
3,698000;0,0574;-0,0233;0,0167;0,064
3,701000;0,0548;0,0076;-0,0527;0,076
3,705000;0,0020;-0,0068;-0,0144;0,016
3,709000;0,0855;-0,0596;0,0310;0,109
3,715000;-0,0244;-0,0766;0,0979;0,127
3,717000;-0,0843;-0,0028;0,0786;0,115
3,721000;-0,0988;-0,0416;0,0880;0,139
3,725000;-0,1347;-0,1069;-0,0366;0,176
3,728000;-0,0079;-0,0549;-0,0367;0,066
3,734000;0,0278;-0,0793;-0,0439;0,095
3,736000;0,0707;-0,0822;0,0206;0,110
3,741000;0,0251;-0,0756;-0,0058;0,080
3,745000;0,0825;-0,0330;0,0108;0,090
3,750000;-0,0562;-0,0024;0,0131;0,058
3,753000;0,0063;0,0020;-0,0731;0,073
3,757000;-0,1344;-0,0223;-0,0731;0,155
3,760000;-0,1242;-0,0321;-0,0419;0,135
3,766000;-0,1973;-0,0965;-0,0276;0,221
3,769000;-0,1221;-0,1655;-0,0419;0,210
3,772000;0,0032;-0,1936;-0,0418;0,198
3,776000;0,2975;-0,2836;-0,0727;0,417
3,784000;0,1684;-0,2898;-0,0415;0,338
3,784000;0,1814;-0,3033;-0,0533;0,357
3,789000;0,1100;-0,3077;-0,0862;0,338
3,792000;0,0904;-0,2738;-0,1020;0,306
3,800000;0,0591;-0,1401;-0,1034;0,184
3,801000;-0,1473;0,1159;0,2181;0,288
3,804000;-0,0484;0,8208;0,1523;0,836
3,808000;0,0848;0,4176;0,0323;0,427
3,812000;-0,1909;0,0729;0,0987;0,227
3,817000;-0,0726;-0,2737;0,1122;0,305
3,820000;-0,0938;-0,3873;0,2087;0,450
3,824000;-0,0219;-0,2185;0,0739;0,232
3,828000;-0,0309;0,0099;-0,0599;0,068
3,835000;0,0192;0,0874;-0,1403;0,166
3,837000;0,0234;0,0129;-0,0917;0,095
3,841000;0,0757;0,0766;0,1109;0,155
3,844000;0,0349;0,0180;0,2498;0,253
3,850000;-0,0745;0,0044;0,2784;0,288
3,852000;-0,0572;0,0071;0,1285;0,141
3,857000;-0,0375;0,0026;-0,1745;0,178
3,860000;-0,0775;0,0342;-0,3157;0,327
3,867000;-0,0436;0,0114;-0,2302;0,235
3,868000;-0,1050;-0,0747;-0,0669;0,145
3,872000;0,1331;-0,0650;0,1140;0,187
3,876000;0,0847;-0,0415;0,1592;0,185
3,879000;0,1899;-0,0445;0,0298;0,197
3,883000;0,0129;-0,0308;-0,0278;0,043
3,887000;0,0393;-0,0266;-0,1402;0,148
3,892000;-0,1256;-0,0342;-0,0899;0,158
3,895000;-0,0201;0,0085;-0,0062;0,023
3,900000;-0,0488;0,0345;0,1110;0,126
3,904000;0,0204;0,1034;0,1299;0,167
3,908000;0,0033;0,0907;0,1631;0,187
3,911000;-0,0018;-0,0106;0,0600;0,061
3,917000;-0,0905;0,0195;0,0191;0,095
3,920000;-0,0046;0,0616;-0,0552;0,083
3,924000;-0,0339;-0,0328;-0,0362;0,059
3,927000;0,0159;-0,0288;-0,0386;0,051
3,934000;-0,0276;-0,0749;-0,0124;0,081
3,935000;0,0055;-0,0827;0,0617;0,103
3,939000;-0,0070;-0,0906;0,0758;0,118
3,943000;0,0285;-0,1416;0,0708;0,161
3,949000;-0,0079;-0,2096;0,0490;0,215
3,951000;0,0206;-0,3275;0,0105;0,328
3,955000;0,0132;-0,4407;0,0318;0,442
3,959000;0,0274;-0,4485;0,0388;0,451
3,963000;0,0679;-0,6693;0,0003;0,673
3,967000;0,0632;-0,4140;-0,2582;0,492
3,971000;0,0396;-0,3834;-0,6885;0,789
3,975000;-0,0080;-0,2753;-0,3672;0,459
3,980000;0,0378;-0,0637;0,1403;0,159
3,984000;0,1123;-0,2851;0,1857;0,358
3,987000;0,1098;-0,1981;0,3218;0,394
3,991000;0,0762;-0,3245;0,2306;0,405
3,994000;-0,0141;-0,2793;-0,0233;0,281
3,999000;0,0433;0,1890;0,0459;0,199
4,003000;0,0307;-0,0680;-0,3297;0,338
4,007000;0,0260;0,0561;-0,2289;0,237
4,010000;0,0861;0,1687;0,0560;0,198
4,017000;0,0450;-0,0987;0,0106;0,109
4,019000;0,0591;0,0121;0,0872;0,106
4,023000;0,0854;0,1990;0,1183;0,247
4,027000;0,0086;0,1270;-0,0134;0,128
4,033000;-0,0797;0,1484;0,0416;0,173
4,035000;-0,2536;0,1172;-0,1091;0,300
4,039000;-0,0451;0,0311;-0,0683;0,088
4,042000;-0,1080;0,2824;0,0610;0,308
4,046000;0,0855;0,1769;-0,0490;0,203
4,051000;0,0069;0,2128;0,0013;0,213
4,054000;-0,1269;0,2247;0,1089;0,280
4,058000;-0,1794;0,2007;0,0155;0,270
4,062000;-0,1719;0,2820;-0,0920;0,343
4,067000;-0,0427;0,2748;-0,0512;0,283
4,070000;0,0025;0,2366;0,0183;0,237
4,074000;-0,0239;0,1172;0,0590;0,133
4,078000;0,0000;0,0291;0,0016;0,029
4,084000;0,0143;-0,0471;-0,0294;0,057
4,086000;0,0478;-0,1111;-0,0293;0,124
4,090000;0,0597;-0,0553;-0,0674;0,106
4,094000;0,0548;-0,0403;-0,0361;0,077
4,101000;0,0571;-0,1184;-0,0288;0,135
4,102000;0,0927;-0,0554;-0,0406;0,115
4,106000;0,1284;-0,0545;0,0050;0,140
4,110000;0,1044;-0,0370;0,0864;0,140
4,117000;-0,0605;-0,0674;0,0075;0,091
4,118000;-0,0674;-0,0523;0,0411;0,095
4,122000;-0,1728;-0,0852;0,0148;0,193
4,126000;-0,1035;-0,0966;0,0866;0,166
4,130000;-0,0962;-0,1031;0,0364;0,146
4,134000;-0,1416;-0,0740;0,0412;0,165
4,138000;-0,0940;-0,0548;0,0412;0,116
4,142000;-0,0439;0,0171;0,0076;0,048
4,145000;0,0062;0,0098;-0,0163;0,020
4,151000;0,0609;0,0671;-0,0163;0,092
4,154000;0,0272;0,0552;-0,0497;0,079
4,158000;0,0247;0,0791;0,0054;0,083
4,161000;-0,0710;0,0626;-0,0496;0,107
4,168000;-0,0753;0,0601;-0,0348;0,102
4,170000;-0,0439;0,0150;-0,0250;0,053
4,174000;-0,0224;0,0225;-0,0009;0,032
4,177000;0,0131;0,0039;0,0206;0,025
4,183000;0,0080;-0,0573;0,0276;0,064
4,185000;-0,0111;-0,0775;-0,0200;0,081
4,189000;-0,0064;-0,0361;0,0111;0,038
4,194000;-0,0659;-0,0164;-0,0008;0,068
4,197000;-0,0038;-0,0491;-0,0600;0,078
4,201000;0,0056;-0,0861;-0,0381;0,094
4,205000;0,0624;-0,0040;0,0075;0,063
4,209000;-0,0188;-0,0083;-0,0234;0,031
4,213000;-0,0210;0,0634;0,0101;0,068
4,217000;-0,0494;0,0561;-0,0564;0,094
4,221000;0,0199;0,0277;-0,0297;0,045
4,225000;0,0480;-0,0527;0,0324;0,078
4,229000;0,0547;-0,0753;0,0370;0,100
4,233000;0,0329;-0,0836;0,0605;0,108
4,237000;0,0707;-0,0920;0,0055;0,116
4,241000;0,0369;-0,0385;0,0103;0,054
4,245000;0,0509;-0,0376;-0,0087;0,064
4,252000;-0,0111;0,1392;-0,0774;0,160
4,253000;-0,0726;0,0794;-0,0410;0,115
4,257000;0,0206;-0,0822;0,0212;0,087
4,261000;0,0277;-0,1186;0,0995;0,157
4,269000;-0,0033;-0,1835;0,1510;0,238
4,269000;-0,1102;-0,0464;0,0904;0,150
4,273000;-0,1355;-0,0271;-0,0599;0,151
4,277000;-0,0658;-0,0081;-0,2162;0,226
4,284000;0,1362;0,0017;-0,0980;0,168
4,284000;0,1444;-0,0284;0,0834;0,169
4,289000;0,0980;0,0296;0,0378;0,109
4,293000;0,0143;-0,0865;0,0256;0,091
4,296000;-0,0972;-0,0690;0,0777;0,142
4,300000;-0,1508;-0,0685;-0,0203;0,167
4,304000;-0,0215;-0,0513;-0,0771;0,095
4,308000;-0,0428;0,0063;-0,0741;0,086
4,312000;0,0262;0,0231;-0,0330;0,048
4,317000;0,0283;0,0043;-0,0208;0,035
4,321000;0,0472;-0,0240;0,0459;0,070
4,324000;-0,0552;-0,0309;0,1072;0,124
