time;ax;ay;az;aT
0,969000;-0,0143;-0,0221;-0,0221;0,034
0,973000;0,0072;0,0184;-0,0219;0,029
0,978000;-0,0261;-0,0102;-0,0169;0,033
0,981000;0,0027;0,0232;-0,0192;0,030
0,985000;0,0004;-0,0340;-0,0214;0,040
0,989000;-0,0115;0,0042;-0,0070;0,014
0,996000;-0,0066;-0,0052;-0,0069;0,011
0,997000;-0,0232;0,0329;0,0074;0,041
1,001000;0,0150;-0,0172;0,0026;0,023
1,005000;-0,0113;0,0091;0,0216;0,026
1,011000;0,0221;-0,0004;-0,0023;0,022
1,016000;0,0172;0,0162;-0,0213;0,032
1,016000;-0,0067;0,0018;-0,0354;0,036
1,020000;-0,0020;-0,0101;-0,0351;0,037
1,026000;-0,0186;-0,0314;0,0080;0,037
1,029000;-0,0184;0,0092;-0,0182;0,027
1,033000;0,0007;0,0138;0,0104;0,017
1,037000;-0,0159;-0,0290;0,0008;0,033
1,041000;-0,0015;-0,0216;0,0008;0,022
1,046000;0,0341;0,0094;-0,0087;0,036
1,049000;-0,0065;-0,0120;0,0294;0,032
1,053000;0,0220;0,0118;-0,0065;0,026
1,057000;0,0005;0,0117;-0,0444;0,046
1,061000;-0,0233;0,0093;-0,0179;0,031
1,065000;-0,0064;-0,0027;-0,0035;0,008
1,069000;0,0103;0,0591;0,0013;0,060
1,072000;-0,0206;-0,0339;0,0155;0,043
1,078000;-0,0109;0,0187;-0,0202;0,030
1,081000;-0,0132;0,0019;0,0132;0,019
1,085000;-0,0107;-0,0362;0,0130;0,040
1,089000;0,0013;-0,0169;-0,0345;0,038
1,094000;-0,0034;-0,0452;-0,0485;0,066
1,097000;-0,0058;-0,0140;0,0041;0,016
1,101000;-0,0010;-0,0234;-0,0149;0,028
1,104000;-0,0248;0,0028;0,0588;0,064
1,111000;-0,0269;-0,0139;-0,0105;0,032
1,113000;0,0208;-0,0234;-0,0010;0,031
1,117000;0,0135;-0,0304;-0,0129;0,036
1,120000;0,0134;-0,0016;-0,0223;0,026
1,124000;-0,0105;0,0126;0,0159;0,023
1,129000;0,0133;-0,0325;0,0087;0,036
1,134000;-0,0248;-0,0181;0,0015;0,031
1,136000;-0,0294;-0,0013;0,0252;0,039
1,140000;0,0041;-0,0061;-0,0177;0,019
1,149000;-0,0078;0,0153;-0,0105;0,020
1,150000;0,0017;-0,0063;0,0086;0,011
1,152000;0,0160;0,0198;0,0132;0,029
1,156000;0,0324;0,0148;-0,0035;0,036
1,161000;0,0108;0,0029;-0,0248;0,027
1,165000;-0,0035;-0,0113;-0,0198;0,023
1,169000;0,0012;-0,0469;0,0112;0,048
1,172000;0,0154;-0,0180;-0,0103;0,026
1,177000;0,0129;-0,0154;0,0136;0,024
1,180000;0,0484;-0,0059;-0,0008;0,049
1,184000;-0,0066;-0,0012;-0,0079;0,010
1,188000;0,0124;0,0297;0,0016;0,032
1,195000;0,0052;0,0223;0,0158;0,028
1,196000;0,0052;0,0624;-0,0128;0,064
1,201000;0,0312;-0,0118;-0,0056;0,034
1,204000;-0,0545;-0,0211;0,0277;0,065
1,208000;0,0076;-0,0067;0,0061;0,012
1,212000;0,0005;0,0290;-0,0177;0,034
1,216000;-0,0209;0,0122;-0,0056;0,025
1,220000;0,0220;0,0429;-0,0127;0,050
1,224000;0,0527;0,0140;-0,0079;0,055
1,228000;0,0024;-0,0075;0,0159;0,018
1,232000;-0,0001;0,0115;-0,0103;0,015
1,235000;0,0141;-0,0219;-0,0269;0,037
1,240000;0,0306;0,0187;0,0208;0,041
1,248000;-0,0124;0,0090;0,0373;0,040
1,249000;-0,0242;-0,0005;0,0275;0,037
1,252000;-0,0002;0,0114;-0,0131;0,017
1,256000;0,0045;-0,0623;-0,0249;0,067
1,260000;-0,0051;-0,0261;-0,0009;0,027
1,264000;-0,0075;0,0359;0,0086;0,038
1,268000;0,0188;-0,0047;-0,0223;0,030
1,271000;0,0020;-0,0048;0,0253;0,026
1,275000;-0,0051;-0,0024;-0,0034;0,007
1,280000;-0,0360;-0,0214;0,0085;0,043
1,284000;-0,0096;0,0215;-0,0200;0,031
1,287000;-0,0238;-0,0096;-0,0223;0,034
1,291000;0,0429;-0,0095;0,0135;0,046
1,296000;0,0164;0,0166;0,0039;0,024
1,299000;-0,0242;-0,0191;-0,0032;0,031
1,303000;0,0282;-0,0190;-0,0032;0,034
1,307000;0,0232;0,0168;0,0040;0,029
1,311000;0,0254;-0,0071;0,0039;0,027
1,316000;-0,0104;0,0142;-0,0199;0,027
1,319000;0,0087;-0,0262;-0,0197;0,034
1,323000;0,0395;-0,0259;-0,0029;0,047
1,330000;0,0012;-0,0044;0,0090;0,010
1,332000;-0,0036;-0,0067;-0,0101;0,013
1,335000;0,0036;-0,0020;-0,0053;0,007
1,338000;-0,0012;0,0194;0,0209;0,029
1,350000;0,0013;0,0002;-0,0030;0,003
1,350000;-0,0035;-0,0211;0,0041;0,022
1,352000;-0,0249;-0,0328;-0,0315;0,052
1,355000;0,0204;0,0244;-0,0051;0,032
1,359000;0,0320;0,0101;-0,0193;0,039
1,364000;-0,0086;0,0053;0,0046;0,011
1,367000;0,0009;0,0076;0,0354;0,036
1,370000;0,0223;-0,0351;-0,0147;0,044
1,374000;-0,0111;-0,0230;0,0068;0,026
1,378000;0,0056;-0,0110;0,0019;0,012
1,383000;-0,0016;0,0080;0,0233;0,025
1,386000;0,0009;-0,0182;-0,0173;0,025
1,390000;0,0127;0,0175;-0,0100;0,024
1,397000;0,0008;-0,0254;-0,0028;0,026
1,398000;0,0008;-0,0156;-0,0052;0,016
1,403000;0,0435;0,0106;-0,0241;0,051
1,406000;-0,0353;-0,0108;0,0236;0,044
1,411000;-0,0112;-0,0130;0,0234;0,029
1,414000;0,0173;-0,0059;-0,0006;0,018
1,418000;0,0053;-0,0129;-0,0077;0,016
1,422000;0,0029;-0,0058;-0,0385;0,039
1,428000;0,0314;0,0228;-0,0287;0,048
1,430000;0,0312;0,0037;-0,0023;0,031
1,435000;-0,0118;0,0535;-0,0213;0,059
1,438000;0,0049;0,0222;0,0145;0,027
1,442000;0,0333;0,0291;-0,0236;0,050
1,447000;-0,0192;0,0193;0,0170;0,032
1,450000;0,0023;-0,0117;-0,0212;0,024
1,454000;0,0307;0,0145;-0,0258;0,043
1,458000;-0,0004;0,0096;-0,0113;0,015
1,469000;0,0091;-0,0189;-0,0088;0,023
1,470000;-0,0099;-0,0021;-0,0111;0,015
1,470000;0,0114;-0,0567;-0,0205;0,061
1,473000;-0,0006;0,0079;0,0010;0,008
1,480000;0,0351;-0,0396;-0,0108;0,054
1,483000;0,0324;-0,0038;0,0225;0,040
1,485000;-0,0225;0,0294;0,0341;0,050
1,489000;-0,0009;-0,0064;-0,0184;0,019
1,495000;-0,0128;-0,0015;0,0079;0,015
1,497000;-0,0078;0,0056;-0,0111;0,015
1,501000;-0,0172;-0,0158;0,0127;0,027
1,505000;0,0137;-0,0179;-0,0468;0,052
1,510000;-0,0173;-0,0036;0,0130;0,022
1,514000;0,0018;-0,0202;0,0081;0,022
1,517000;-0,0101;0,0204;0,0033;0,023
1,521000;0,0233;0,0297;0,0270;0,046
1,525000;0,0373;-0,0062;-0,0112;0,039
1,530000;0,0156;0,0366;-0,0158;0,043
1,533000;-0,0059;0,0125;-0,0133;0,019
1,537000;0,0036;-0,0233;0,0129;0,027
1,541000;-0,0154;0,0267;-0,0086;0,032
1,546000;-0,0177;0,0311;-0,0109;0,037
1,551000;-0,0175;0,0190;-0,0085;0,027
1,552000;-0,0222;-0,0239;-0,0155;0,036
1,556000;0,0327;-0,0190;-0,0154;0,041
1,562000;-0,0152;-0,0071;-0,0200;0,026
1,565000;-0,0127;0,0048;0,0015;0,014
1,569000;0,0254;-0,0001;0,0015;0,025
1,572000;0,0228;-0,0144;0,0014;0,027
1,582000;0,0108;0,0189;0,0109;0,024
1,583000;-0,0060;0,0139;-0,0034;0,016
1,585000;-0,0059;0,0114;-0,0082;0,015
1,589000;0,0155;-0,0053;-0,0295;0,034
1,592000;0,0415;0,0090;-0,0078;0,043
1,597000;-0,0491;0,0113;-0,0125;0,052
1,604000;0,0058;0,0064;-0,0385;0,039
1,604000;-0,0037;0,0111;-0,0002;0,012
1,608000;0,0035;-0,0364;-0,0263;0,045
1,613000;0,0367;-0,0100;-0,0095;0,039
1,616000;-0,0277;-0,0313;-0,0450;0,061
1,620000;0,0343;0,0070;0,0432;0,056
1,624000;-0,0206;0,0117;0,0072;0,025
1,630000;0,0175;-0,0050;0,0072;0,020
1,632000;0,0126;-0,0287;0,0308;0,044
1,636000;-0,0112;-0,0379;-0,0074;0,040
1,640000;-0,0040;0,0028;0,0045;0,007
1,645000;-0,0157;0,0170;0,0069;0,024
1,649000;-0,0013;0,0027;-0,0240;0,024
1,652000;0,0082;0,0169;-0,0025;0,019
1,656000;-0,0204;0,0049;-0,0286;0,035
1,662000;0,0129;-0,0427;0,0049;0,045
1,664000;0,0009;0,0051;-0,0260;0,027
1,668000;-0,0039;-0,0116;-0,0092;0,015
1,672000;-0,0133;0,0550;-0,0115;0,058
1,676000;-0,0156;-0,0144;0,0337;0,040
1,684000;-0,0178;-0,0070;0,0311;0,037
1,685000;-0,0438;0,0073;0,0308;0,054
1,688000;-0,0055;0,0238;0,0140;0,028
1,692000;0,0112;0,0023;-0,0146;0,019
1,700000;-0,0009;-0,0047;-0,0145;0,015
1,701000;-0,0127;-0,0142;-0,0263;0,032
1,708000;-0,0030;-0,0092;-0,0046;0,011
1,708000;0,0041;-0,0211;-0,0046;0,022
1,713000;0,0089;-0,0257;-0,0022;0,027
1,715000;0,0182;-0,0018;-0,0141;0,023
1,720000;0,0015;0,0101;0,0169;0,020
1,723000;0,0109;-0,0185;-0,0141;0,026
1,730000;-0,0010;0,0076;0,0074;0,011
1,733000;-0,0034;-0,0091;0,0286;0,030
1,736000;-0,0105;0,0052;0,0118;0,017
1,740000;-0,0081;-0,0066;0,0212;0,024
1,745000;0,0133;-0,0161;0,0139;0,025
1,748000;-0,0390;-0,0016;0,0043;0,039
1,752000;0,0064;0,0103;0,0138;0,018
1,755000;-0,0079;0,0269;0,0089;0,029
1,759000;0,0301;0,0029;-0,0244;0,039
1,763000;-0,0152;0,0172;0,0209;0,031
1,768000;0,0087;-0,0162;0,0303;0,035
1,771000;-0,0009;0,0148;0,0039;0,015
1,775000;0,0109;-0,0138;-0,0009;0,018
1,781000;0,0204;-0,0399;0,0252;0,051
1,783000;-0,0011;-0,0111;0,0108;0,016
1,787000;0,0393;-0,0087;0,0083;0,041
1,792000;0,0438;0,0295;-0,0369;0,064
1,803000;-0,0160;0,0268;0,0109;0,033
1,805000;-0,0112;0,0195;0,0132;0,026
1,806000;-0,0182;-0,0068;0,0131;0,023
1,808000;-0,0228;-0,0091;-0,0131;0,028
1,815000;0,0177;-0,0400;-0,0083;0,045
1,816000;0,0081;0,0198;0,0250;0,033
1,819000;-0,0038;-0,0041;-0,0084;0,010
1,823000;0,0674;0,0386;0,0035;0,078
1,827000;-0,0376;0,0264;-0,0535;0,071
1,831000;0,0292;0,0049;-0,0246;0,038
1,835000;-0,0351;0,0073;-0,0077;0,037
1,839000;0,0008;-0,0140;-0,0148;0,020
1,842000;-0,0087;-0,0400;0,0186;0,045
1,847000;-0,0110;0,0031;0,0042;0,012
1,851000;-0,0180;-0,0017;-0,0291;0,034
1,854000;0,0225;0,0007;-0,0146;0,027
1,859000;0,0247;0,0268;-0,0287;0,046
1,864000;-0,0017;0,0314;0,0048;0,032
1,866000;-0,0040;-0,0069;0,0095;0,012
1,870000;0,0055;-0,0282;-0,0048;0,029
1,874000;0,0246;-0,0233;-0,0214;0,040
1,878000;-0,0350;-0,0327;0,0096;0,049
1,883000;0,0198;-0,0157;0,0167;0,030
1,886000;0,0101;-0,0369;0,0070;0,039
1,890000;0,0242;0,0179;-0,0215;0,037
1,897000;-0,0234;-0,0012;0,0166;0,029
1,899000;0,0101;-0,0296;0,0046;0,032
1,903000;0,0124;-0,0079;0,0070;0,016
1,906000;0,0123;-0,0149;0,0259;0,032
1,910000;0,0359;-0,0053;0,0043;0,037
1,914000;-0,0071;-0,0100;0,0114;0,017
1,921000;0,0049;0,0090;-0,0195;0,022
1,922000;0,0238;-0,0338;0,0091;0,042
1,925000;-0,0453;0,0044;-0,0029;0,046
1,937000;0,0263;0,0138;0,0257;0,039
1,939000;0,0308;-0,0242;0,0088;0,040
1,942000;-0,0146;-0,0121;-0,0007;0,019
1,944000;0,0188;-0,0286;0,0135;0,037
1,952000;-0,0313;0,0405;-0,0246;0,057
1,953000;-0,0120;0,0045;-0,0054;0,014
1,955000;-0,0000;0,0378;0,0161;0,041
1,958000;0,0023;0,0185;-0,0244;0,031
1,963000;0,0093;-0,0007;-0,0029;0,010
1,966000;-0,0312;-0,0054;-0,0218;0,038
1,969000;0,0118;-0,0054;0,0021;0,013
1,973000;-0,0524;0,0184;0,0044;0,056
1,980000;-0,0329;-0,0362;0,0116;0,050
1,983000;-0,0351;-0,0265;-0,0265;0,051
1,985000;-0,0181;0,0022;0,0259;0,032
1,989000;0,0011;-0,0096;-0,0099;0,014
1,993000;-0,0202;0,0190;0,0258;0,038
1,998000;-0,0343;-0,0332;-0,0029;0,048
2,002000;0,0230;-0,0021;0,0066;0,024
2,004000;-0,0152;-0,0115;0,0185;0,027
2,009000;0,0253;-0,0376;-0,0221;0,050
2,019000;0,0108;0,0364;0,0351;0,052
2,020000;0,0083;0,0076;-0,0150;0,019
2,021000;-0,0108;0,0359;0,0159;0,041
2,025000;-0,0131;-0,0167;0,0253;0,033
2,031000;0,0108;0,0025;0,0227;0,025
2,034000;0,0155;0,0168;0,0154;0,028
2,037000;0,0153;-0,0048;-0,0156;0,022
2,041000;-0,0156;-0,0071;0,0011;0,017
2,047000;0,0129;0,0119;-0,0345;0,039
2,049000;-0,0205;-0,0262;0,0062;0,034
2,053000;0,0081;0,0262;0,0156;0,032
2,056000;0,0294;0,0093;-0,0059;0,031
2,060000;-0,0112;-0,0122;-0,0320;0,036
2,065000;-0,0420;-0,0359;-0,0080;0,056
2,068000;-0,0226;-0,0023;0,0087;0,024
2,072000;0,0322;0,0380;0,0039;0,050
2,075000;0,0106;0,0401;-0,0413;0,058
2,080000;0,0533;-0,0053;0,0327;0,063
2,084000;0,0314;-0,0028;0,0419;0,052
2,087000;0,0382;-0,0123;0,0060;0,041
2,091000;0,0117;0,0258;0,0012;0,028
2,096000;0,0045;0,0232;0,0392;0,046
2,100000;-0,0051;0,0206;-0,0110;0,024
2,103000;0,0068;0,0133;-0,0228;0,027
2,107000;-0,0003;-0,0153;0,0272;0,031
2,112000;-0,0026;-0,0033;0,0270;0,027
2,116000;0,0378;0,0062;0,0292;0,048
2,120000;-0,0076;-0,0200;0,0218;0,031
2,123000;-0,0123;-0,0364;-0,0306;0,049
2,129000;0,0093;0,0018;0,0123;0,016
2,131000;0,0139;0,0302;0,0194;0,038
2,135000;0,0233;-0,0080;-0,0046;0,025
2,139000;-0,0054;0,0181;-0,0021;0,019
2,143000;0,0089;-0,0200;-0,0021;0,022
2,148000;0,0088;-0,0268;0,0217;0,036
2,151000;0,0111;0,0208;0,0096;0,025
2,155000;-0,0246;0,0395;-0,0356;0,059
2,159000;0,0089;0,0059;-0,0353;0,037
2,164000;-0,0078;0,0201;-0,0042;0,022
2,167000;-0,0219;-0,0038;-0,0231;0,032
