time;gFx;gFy;gFz;TgF
5,607000;-0,2502;0,9286;-0,1393;0,972
5,610000;-0,2634;0,8854;-0,1478;0,935
5,613000;-0,2714;0,8617;-0,1493;0,916
5,618000;-0,2849;0,8377;-0,1515;0,898
5,622000;-0,2985;0,8182;-0,1549;0,885
5,626000;-0,3125;0,8087;-0,1600;0,882
5,629000;-0,3279;0,8084;-0,1593;0,887
5,634000;-0,3520;0,8174;-0,1744;0,907
5,638000;-0,3748;0,8394;-0,1793;0,937
5,641000;-0,4026;0,8609;-0,1901;0,969
5,646000;-0,4261;0,8890;-0,1991;1,006
5,650000;-0,4542;0,9147;-0,2169;1,044
5,654000;-0,4859;0,9406;-0,2265;1,083
5,658000;-0,5104;0,9572;-0,2414;1,111
5,661000;-0,5275;0,9714;-0,2463;1,132
5,668000;-0,5392;0,9755;-0,2526;1,143
5,670000;-0,5470;0,9833;-0,2541;1,154
5,673000;-0,5570;0,9745;-0,2641;1,153
5,677000;-0,5651;0,9557;-0,2673;1,142
5,681000;-0,5558;0,9440;-0,2599;1,126
5,686000;-0,5443;0,9186;-0,2614;1,099
5,689000;-0,5363;0,8939;-0,2553;1,073
5,693000;-0,5245;0,8729;-0,2541;1,050
5,697000;-0,5077;0,8578;-0,2460;1,027
5,707000;-0,5062;0,8431;-0,2416;1,013
5,708000;-0,4981;0,8360;-0,2431;1,003
5,712000;-0,4847;0,8319;-0,2389;0,992
5,713000;-0,4908;0,8316;-0,2409;0,995
5,731000;-0,4854;0,8424;-0,2438;1,002
5,732000;-0,4862;0,8612;-0,2480;1,020
5,732000;-0,4823;0,8841;-0,2404;1,035
5,733000;-0,4945;0,9061;-0,2480;1,062
5,737000;-0,4881;0,9325;-0,2511;1,082
5,738000;-0,4871;0,9579;-0,2458;1,102
5,741000;-0,4881;0,9804;-0,2494;1,123
5,745000;-0,4793;0,9999;-0,2458;1,136
5,749000;-0,4630;1,0190;-0,2380;1,144
5,753000;-0,4505;1,0298;-0,2321;1,148
5,757000;-0,4363;1,0373;-0,2240;1,147
5,761000;-0,4158;1,0420;-0,2130;1,142
5,765000;-0,3958;1,0442;-0,2050;1,135
5,770000;-0,3735;1,0388;-0,1923;1,121
5,772000;-0,3462;1,0359;-0,1761;1,106
5,776000;-0,3181;1,0293;-0,1603;1,089
5,780000;-0,2983;1,0234;-0,1534;1,077
5,787000;-0,2744;1,0190;-0,1458;1,065
5,789000;-0,2514;1,0161;-0,1312;1,055
5,792000;-0,2304;1,0190;-0,1202;1,052
5,796000;-0,2138;1,0190;-0,1121;1,047
5,803000;-0,1886;1,0158;-0,1038;1,038
5,805000;-0,1720;1,0241;-0,0967;1,043
5,809000;-0,1544;1,0376;-0,0899;1,053
5,812000;-0,1383;1,0466;-0,0872;1,059
5,816000;-0,1236;1,0583;-0,0794;1,068
5,830000;-0,1065;1,0596;-0,0770;1,068
5,832000;-0,0916;1,0666;-0,0743;1,073
5,833000;-0,0735;1,0730;-0,0689;1,078
5,834000;-0,0608;1,0718;-0,0694;1,076
5,855000;-0,0493;1,0698;-0,0699;1,073
5,856000;-0,0340;1,0715;-0,0667;1,074
5,856000;-0,0200;1,0662;-0,0660;1,068
5,856000;-0,0068;1,0598;-0,0643;1,062
5,857000;0,0029;1,0537;-0,0645;1,056
5,858000;0,0139;1,0427;-0,0657;1,045
5,860000;0,0191;1,0361;-0,0601;1,038
5,864000;0,0264;1,0307;-0,0657;1,033
5,870000;0,0320;1,0261;-0,0657;1,029
5,872000;0,0352;1,0251;-0,0669;1,028
5,876000;0,0442;1,0283;-0,0738;1,032
5,880000;0,0472;1,0251;-0,0738;1,029
5,883000;0,0498;1,0315;-0,0752;1,035
5,887000;0,0523;1,0349;-0,0823;1,039
5,891000;0,0545;1,0366;-0,0884;1,042
5,895000;0,0545;1,0425;-0,0889;1,048
5,899000;0,0564;1,0420;-0,0967;1,048
5,903000;0,0503;1,0439;-0,1038;1,050
5,907000;0,0501;1,0451;-0,1065;1,052
5,911000;0,0440;1,0422;-0,1131;1,049
5,915000;0,0386;1,0422;-0,1236;1,050
5,922000;0,0279;1,0366;-0,1334;1,046
5,925000;0,0252;1,0315;-0,1427;1,042
5,929000;0,0122;1,0307;-0,1529;1,042
5,931000;0,0010;1,0266;-0,1620;1,039
5,935000;-0,0061;1,0254;-0,1713;1,040
5,940000;-0,0249;1,0173;-0,1815;1,034
5,943000;-0,0369;1,0188;-0,1940;1,038
5,947000;-0,0462;1,0180;-0,2103;1,041
5,952000;-0,0652;1,0163;-0,2194;1,042
5,955000;-0,0816;1,0163;-0,2353;1,046
5,958000;-0,1024;1,0202;-0,2465;1,055
5,962000;-0,1158;1,0210;-0,2548;1,059
5,966000;-0,1373;1,0190;-0,2626;1,061
5,970000;-0,1600;1,0222;-0,2756;1,071
5,974000;-0,1798;1,0246;-0,2880;1,079
5,978000;-0,2016;1,0244;-0,2995;1,086
5,982000;-0,2209;1,0263;-0,3046;1,093
5,987000;-0,2463;1,0200;-0,3132;1,095
5,991000;-0,2648;1,0197;-0,3181;1,101
5,994000;-0,2836;1,0151;-0,3264;1,103
5,998000;-0,3034;1,0083;-0,3225;1,101
6,003000;-0,3257;1,0019;-0,3286;1,104
6,007000;-0,3406;0,9926;-0,3257;1,099
6,011000;-0,3618;0,9853;-0,3230;1,098
6,014000;-0,3784;0,9755;-0,3205;1,094
6,020000;-0,3938;0,9731;-0,3152;1,096
6,023000;-0,4073;0,9635;-0,3132;1,092
6,027000;-0,4246;0,9601;-0,3044;1,093
6,030000;-0,4395;0,9562;-0,3017;1,095
6,036000;-0,4520;0,9499;-0,2941;1,092
6,038000;-0,4666;0,9496;-0,2846;1,096
6,045000;-0,4776;0,9494;-0,2714;1,097
6,046000;-0,4869;0,9452;-0,2680;1,097
6,051000;-0,5008;0,9474;-0,2585;1,102
6,063000;-0,5079;0,9491;-0,2519;1,106
6,065000;-0,5187;0,9462;-0,2384;1,105
6,071000;-0,5243;0,9457;-0,2235;1,104
6,081000;-0,5267;0,9455;-0,2162;1,104
6,083000;-0,5297;0,9435;-0,2001;1,100
6,083000;-0,5331;0,9442;-0,1937;1,101
6,083000;-0,5326;0,9452;-0,1769;1,099
6,084000;-0,5319;0,9423;-0,1642;1,094
6,086000;-0,5294;0,9430;-0,1510;1,092
6,090000;-0,5270;0,9381;-0,1356;1,085
6,094000;-0,5211;0,9464;-0,1263;1,088
6,098000;-0,5145;0,9423;-0,1187;1,080
6,102000;-0,5121;0,9433;-0,1072;1,079
6,106000;-0,5023;0,9447;-0,0963;1,074
6,110000;-0,4989;0,9447;-0,0865;1,072
6,114000;-0,4859;0,9494;-0,0728;1,069
6,118000;-0,4788;0,9472;-0,0657;1,063
6,123000;-0,4725;0,9584;-0,0579;1,070
6,127000;-0,4593;0,9596;-0,0489;1,065
6,130000;-0,4498;0,9616;-0,0420;1,062
6,135000;-0,4373;0,9679;-0,0332;1,063
6,138000;-0,4241;0,9682;-0,0281;1,057
6,142000;-0,4146;0,9719;-0,0261;1,057
6,146000;-0,3960;0,9733;-0,0186;1,051
6,150000;-0,3819;0,9794;-0,0166;1,051
6,154000;-0,3687;0,9811;-0,0132;1,048
6,158000;-0,3562;0,9787;-0,0134;1,042
6,162000;-0,3384;0,9794;-0,0107;1,036
6,165000;-0,3225;0,9738;-0,0122;1,026
6,174000;-0,3044;0,9750;-0,0085;1,021
6,178000;-0,2929;0,9682;-0,0159;1,012
6,178000;-0,2758;0,9714;-0,0200;1,010
6,182000;-0,2795;0,9789;-0,0557;1,020
6,192000;-0,7190;1,1978;-1,5367;2,077
6,194000;-0,7190;1,1978;-1,5367;2,077
6,194000;-0,2294;1,0092;0,0147;1,035
6,198000;-0,2179;1,0278;0,0406;1,051
6,203000;-0,2006;1,0329;0,0633;1,054
6,205000;-0,1906;1,0398;0,0684;1,059
6,209000;-0,1688;1,0332;0,0643;1,049
6,213000;-0,1498;1,0195;0,0647;1,032
6,219000;-0,1307;1,0041;0,0469;1,014
6,221000;-0,1156;0,9782;0,0415;0,986
6,226000;-0,1024;0,9584;0,0388;0,965
6,229000;-0,0880;0,9430;0,0474;0,948
6,234000;-0,0774;0,9281;0,0589;0,933
6,237000;-0,0687;0,9193;0,0718;0,925
6,241000;-0,0586;0,9069;0,0821;0,912
6,244000;-0,0447;0,9054;0,0853;0,911
6,248000;-0,0406;0,9008;0,0850;0,906
6,253000;-0,0315;0,9103;0,0760;0,914
6,257000;-0,0208;0,9135;0,0621;0,916
6,260000;-0,0129;0,9247;0,0462;0,926
6,264000;-0,0086;0,9401;0,0357;0,941
6,279000;-0,0117;0,9579;0,0108;0,958
6,288000;-0,1327;1,0456;-0,3599;1,114
6,288000;-0,0750;1,0544;-0,2568;1,088
6,288000;0,0071;1,0190;0,0403;1,020
6,289000;0,0171;1,0332;0,0564;1,035
6,289000;0,0303;1,0483;0,0867;1,052
6,300000;0,0388;1,0442;0,0850;1,048
6,302000;0,0423;1,0346;0,0814;1,039
6,302000;0,0452;1,0202;0,0762;1,024
6,306000;0,0430;0,9970;0,0652;1,000
6,309000;0,0459;0,9643;0,0520;0,967
6,312000;0,0437;0,9354;0,0567;0,938
6,316000;0,0428;0,9074;0,0599;0,910
6,321000;0,0415;0,8851;0,0625;0,888
6,325000;0,0357;0,8663;0,0628;0,869
6,329000;0,0296;0,8675;0,0552;0,870
6,332000;0,0095;0,8651;0,0002;0,865
6,338000;-0,0181;0,8824;-0,0848;0,887
6,340000;-0,0450;0,9098;-0,1373;0,921
6,345000;-0,0310;0,9384;-0,1058;0,945
6,348000;0,0029;0,9428;-0,0137;0,943
6,353000;0,0144;0,9613;0,0410;0,962
6,357000;0,0120;0,9814;0,0498;0,983
6,360000;0,0034;1,0012;0,0474;1,002
6,364000;-0,0029;1,0100;0,0581;1,012
6,368000;-0,0107;1,0156;0,0623;1,018
6,373000;-0,0186;1,0114;0,0564;1,013
6,376000;-0,0296;1,0029;0,0525;1,005
6,380000;-0,0408;0,9784;0,0445;0,980
6,384000;-0,0545;0,9516;-0,0176;0,953
6,396000;-0,0787;0,8937;-0,1786;0,915
6,398000;-0,0708;0,8993;-0,1129;0,909
6,400000;-0,0845;0,9323;-0,0203;0,936
6,401000;-0,1009;0,9430;0,0042;0,948
6,417000;-0,1158;0,9433;0,0064;0,950
6,418000;-0,1302;0,9450;0,0029;0,954
6,419000;-0,1437;0,9464;-0,0046;0,957
6,419000;-0,1630;0,9416;-0,0098;0,956
6,420000;-0,1793;0,9391;-0,0386;0,957
6,424000;-0,1893;0,9374;-0,0674;0,959
6,427000;-0,2057;0,9469;-0,0860;0,973
6,431000;-0,2282;0,9491;-0,0987;0,981
6,435000;-0,2511;0,9562;-0,1080;0,995
6,440000;-0,2731;0,9560;-0,1043;1,000
6,444000;-0,2956;0,9623;-0,1043;1,012
6,448000;-0,3171;0,9587;-0,1060;1,015
6,455000;-0,3374;0,9579;-0,1121;1,022
6,456000;-0,3567;0,9565;-0,1141;1,027
6,460000;-0,3782;0,9540;-0,1270;1,034
6,463000;-0,3963;0,9504;-0,1336;1,038
6,469000;-0,4082;0,9440;-0,1422;1,038
6,472000;-0,4297;0,9369;-0,1586;1,043
6,476000;-0,4495;0,9271;-0,1693;1,044
6,479000;-0,4630;0,9201;-0,1837;1,046
6,483000;-0,4752;0,9130;-0,1923;1,047
6,490000;-0,4891;0,9110;-0,2035;1,054
6,491000;-0,4967;0,8986;-0,2074;1,047
6,495000;-0,5128;0,8927;-0,2191;1,053
6,500000;-0,5226;0,8873;-0,2274;1,055
6,512000;-0,5311;0,8844;-0,2353;1,058
6,513000;-0,5360;0,8785;-0,2487;1,059
6,517000;-0,5465;0,8729;-0,2602;1,062
6,517000;-0,5524;0,8736;-0,2697;1,068
6,538000;-0,5512;0,8692;-0,2812;1,067
6,540000;-0,5607;0,8646;-0,2863;1,070
6,541000;-0,5580;0,8651;-0,2961;1,071
6,542000;-0,5614;0,8661;-0,2978;1,074
6,542000;-0,5695;0,8612;-0,3068;1,077
6,543000;-0,5678;0,8607;-0,3125;1,077
6,544000;-0,5641;0,8629;-0,3090;1,076
6,548000;-0,5597;0,8641;-0,3117;1,076
6,550000;-0,5597;0,8678;-0,3120;1,079
6,555000;-0,5529;0,8739;-0,3166;1,081
6,559000;-0,5504;0,8688;-0,3191;1,077
6,563000;-0,5431;0,8705;-0,3183;1,074
6,567000;-0,5367;0,8753;-0,3156;1,074
6,571000;-0,5262;0,8827;-0,3139;1,075
6,575000;-0,5162;0,8871;-0,3068;1,071
6,578000;-0,5035;0,8946;-0,3029;1,070
6,582000;-0,4942;0,9000;-0,2981;1,069
6,588000;-0,4815;0,9100;-0,2875;1,069
6,591000;-0,4681;0,9135;-0,2802;1,064
6,594000;-0,4576;0,9245;-0,2805;1,069
6,598000;-0,4437;0,9372;-0,2665;1,071
6,603000;-0,4234;0,9450;-0,2516;1,066
6,610000;-0,4092;0,9555;-0,2428;1,067
6,611000;-0,3928;0,9643;-0,2328;1,067
6,614000;-0,3740;0,9721;-0,2152;1,064
6,622000;-0,3498;0,9868;-0,2023;1,066
6,623000;-0,3261;0,9924;-0,1854;1,061
6,627000;-0,3095;1,0007;-0,1671;1,061
6,630000;-0,2856;1,0051;-0,1507;1,056
6,634000;-0,2702;1,0107;-0,1356;1,055
6,643000;-0,2507;1,0141;-0,1222;1,052
6,646000;-0,2326;1,0141;-0,1085;1,046
6,649000;-0,2096;1,0148;-0,0943;1,041
6,649000;-0,1884;1,0141;-0,0840;1,035
6,660000;-0,1695;1,0117;-0,0711;1,028
6,660000;-0,1534;1,0017;-0,0684;1,016
6,662000;-0,1375;1,0004;-0,0611;1,012
6,666000;-0,1241;0,9948;-0,0511;1,004
6,670000;-0,1051;0,9875;-0,0447;0,994
6,674000;-0,0943;0,9870;-0,0428;0,992
6,678000;-0,0818;0,9880;-0,0337;0,992
6,681000;-0,0716;0,9863;-0,0279;0,989
6,686000;-0,0655;0,9899;-0,0269;0,992
6,689000;-0,0508;1,0009;-0,0222;1,002
6,693000;-0,0420;1,0017;-0,0220;1,003
6,697000;-0,0320;1,0117;-0,0213;1,012
6,704000;-0,0239;1,0207;-0,0195;1,021
6,705000;-0,0171;1,0295;-0,0161;1,030
6,710000;-0,0132;1,0356;-0,0173;1,036
6,713000;-0,0017;1,0466;-0,0151;1,047
6,718000;-0,0027;1,0466;-0,0166;1,047
6,721000;0,0017;1,0491;-0,0159;1,049
6,726000;0,0103;1,0495;-0,0205;1,050
6,729000;0,0076;1,0429;-0,0193;1,043
6,733000;0,0122;1,0432;-0,0249;1,044
6,738000;0,0071;1,0356;-0,0254;1,036
6,743000;0,0139;1,0332;-0,0291;1,034
6,745000;0,0073;1,0271;-0,0371;1,028
6,749000;0,0059;1,0268;-0,0430;1,028
6,760000;0,0005;1,0249;-0,0506;1,026
6,761000;-0,0042;1,0271;-0,0577;1,029
6,761000;-0,0078;1,0317;-0,0606;1,034
6,768000;-0,0098;1,0320;-0,0726;1,035
6,778000;-0,0198;1,0388;-0,0796;1,042
6,779000;-0,0213;1,0395;-0,1019;1,045
6,779000;-0,0281;1,0478;-0,1187;1,055
6,781000;-0,0384;1,0566;-0,1317;1,065
6,786000;-0,0503;1,0642;-0,1468;1,075
6,790000;-0,0569;1,0671;-0,1651;1,081
6,793000;0,3095;1,1245;-0,8407;1,438
6,797000;-0,1124;1,0647;-0,1581;1,082
6,800000;-0,1312;1,0552;-0,1605;1,075
6,805000;-0,1527;1,0554;-0,1695;1,080
6,809000;-0,1779;1,0534;-0,1727;1,082
6,812000;-0,2013;1,0442;-0,1796;1,078
6,817000;-0,2211;1,0476;-0,1957;1,088
6,820000;-0,2514;1,0459;-0,2062;1,095
6,825000;-0,2763;1,0495;-0,2150;1,106
6,829000;-0,2976;1,0517;-0,2184;1,115
6,832000;-0,3254;1,0508;-0,2267;1,123
6,837000;-0,3525;1,0525;-0,2274;1,133
6,841000;-0,3765;1,0464;-0,2365;1,137
6,845000;-0,4019;1,0439;-0,2409;1,144
6,849000;-0,4231;1,0405;-0,2414;1,149
6,854000;-0,4429;1,0298;-0,2470;1,148
6,856000;-0,4644;1,0217;-0,2558;1,151
6,861000;-0,4788;1,0119;-0,2575;1,149
6,864000;-0,4942;0,9963;-0,2621;1,143
6,868000;-0,5108;0,9872;-0,2604;1,142
6,872000;-0,5214;0,9714;-0,2568;1,132
6,878000;-0,5282;0,9599;-0,2546;1,125
6,880000;-0,5363;0,9445;-0,2475;1,114
6,884000;-0,5487;0,9379;-0,2431;1,113
6,899000;-0,5521;0,9276;-0,2370;1,105
6,910000;-0,5534;0,9227;-0,2399;1,102
6,910000;-0,5597;0,9144;-0,2392;1,098
6,911000;-0,5661;0,9115;-0,2343;1,098
6,911000;-0,5702;0,9064;-0,2343;1,096
6,911000;-0,5719;0,9054;-0,2314;1,096
6,918000;-0,5751;0,9078;-0,2292;1,099
6,921000;-0,5758;0,9164;-0,2248;1,105
6,922000;-0,5758;0,9076;-0,2172;1,097
6,924000;-0,5788;0,9174;-0,2152;1,106
6,928000;-0,5766;0,9191;-0,2074;1,105
6,931000;-0,5731;0,9225;-0,2013;1,105
6,937000;-0,5687;0,9269;-0,1984;1,105
6,940000;-0,5582;0,9286;-0,1857;1,099
6,944000;-0,5460;0,9271;-0,1813;1,091
6,948000;-0,5380;0,9296;-0,1757;1,088
6,952000;-0,5189;0,9328;-0,1730;1,081
6,956000;-0,5074;0,9303;-0,1649;1,072
6,960000;-0,4906;0,9296;-0,1576;1,063
6,963000;-0,4754;0,9328;-0,1517;1,058
6,968000;-0,4566;0,9340;-0,1363;1,049
6,972000;-0,4420;0,9379;-0,1309;1,045
6,976000;-0,4231;0,9479;-0,1175;1,045
6,979000;-0,4158;0,9467;-0,1033;1,039
6,983000;-0,5140;0,9088;-0,0164;1,044
6,989000;-0,8028;0,8451;0,3425;1,215
6,992000;-0,4424;0,9709;0,0005;1,067
6,995000;-0,3599;1,0119;-0,0506;1,075
6,999000;-0,3288;1,0290;-0,0469;1,081
7,005000;-0,3095;1,0354;-0,0376;1,081
7,007000;-0,2934;1,0293;-0,0210;1,070
7,011000;-0,2753;1,0217;-0,0127;1,058
7,015000;-0,2504;1,0073;-0,0137;1,038
7,020000;-0,2336;0,9868;0,0017;1,014
7,023000;-0,2108;0,9665;0,0017;0,989
7,027000;-0,1945;0,9464;-0,0020;0,966
7,031000;-0,1720;0,9269;-0,0005;0,943
7,034000;-0,1610;0,9096;0,0034;0,924
7,038000;-0,1456;0,9052;0,0000;0,917
7,043000;-0,1300;0,8971;0,0039;0,906
7,047000;-0,1202;0,9000;0,0093;0,908
7,050000;-0,1031;0,9096;0,0022;0,915
7,058000;-0,0933;0,9237;-0,0049;0,928
7,058000;0,2949;0,9066;-0,5568;1,104
7,063000;-0,0772;0,9660;-0,0032;0,969
7,067000;-0,0713;0,9892;0,0090;0,992
7,070000;-0,0694;1,0009;0,0137;1,003
7,075000;-0,0621;1,0180;0,0071;1,020
7,078000;-0,0606;1,0205;0,0024;1,022
7,082000;-0,0552;1,0190;0,0007;1,020
7,087000;-0,0489;1,0095;-0,0044;1,011
7,090000;-0,0454;1,0039;-0,0110;1,005
7,094000;-0,0401;0,9882;-0,0093;0,989
7,098000;-0,0376;0,9675;-0,0100;0,968
7,102000;-0,0401;0,9513;-0,0139;0,952
7,106000;-0,0354;0,9389;-0,0161;0,940
7,110000;-0,0335;0,9247;-0,0230;0,926
7,115000;-0,0352;0,9176;-0,0283;0,919
7,118000;-0,0349;0,9159;-0,0362;0,917
7,123000;-0,0418;0,9144;-0,0459;0,917
7,126000;-0,0396;0,9157;-0,0540;0,918
7,130000;-0,0423;0,9247;-0,0628;0,928
7,134000;-0,0481;0,9345;-0,0706;0,938
7,139000;-0,0520;0,9472;-0,0784;0,952
7,142000;-0,0562;0,9547;-0,0899;0,961
7,147000;-0,0677;0,9667;-0,0989;0,974
7,150000;-0,0774;0,9765;-0,1072;0,985
7,155000;-0,0882;0,9848;-0,1173;0,996
7,159000;-0,0977;0,9894;-0,1287;1,003
7,162000;-0,1026;0,9885;-0,1415;1,004
7,166000;-0,1185;0,9846;-0,1444;1,002
7,177000;-0,1297;0,9814;-0,1600;1,003
7,178000;-0,1368;0,9682;-0,1686;0,992
7,181000;-0,1507;0,9618;-0,1815;0,990
7,185000;-0,1639;0,9491;-0,1879;0,981
7,196000;-0,1683;0,9381;-0,1937;0,973
7,197000;-0,1818;0,9357;-0,2042;0,975
7,197000;-0,1906;0,9257;-0,2113;0,968
7,198000;-0,2108;0,9223;-0,2182;0,971
7,206000;-0,2201;0,9179;-0,2265;0,971
7,207000;-0,2353;0,9157;-0,2367;0,975
7,210000;-0,2485;0,9159;-0,2477;0,981
7,214000;-0,2636;0,9169;-0,2565;0,988
7,218000;-0,2748;0,9191;-0,2621;0,994
7,223000;-0,2910;0,9286;-0,2668;1,009
7,226000;-0,3027;0,9293;-0,2726;1,015
7,230000;-0,3120;0,9291;-0,2744;1,018
7,234000;-0,3264;0,9345;-0,2756;1,027
7,239000;-0,3374;0,9320;-0,2836;1,031
7,241000;-0,3501;0,9291;-0,2807;1,032
7,245000;-0,3516;0,9203;-0,2778;1,024
7,249000;-0,3628;0,9135;-0,2780;1,021
7,255000;-0,3667;0,9086;-0,2739;1,017
7,258000;-0,3728;0,8988;-0,2641;1,008
7,262000;-0,3767;0,8934;-0,2619;1,004
7,265000;-0,3789;0,8888;-0,2575;1,000
7,271000;-0,3821;0,8793;-0,2524;0,991
7,275000;-0,3843;0,8810;-0,2421;0,991
7,278000;-0,3867;0,8771;-0,2392;0,988
7,282000;-0,3870;0,8856;-0,2345;0,995
7,285000;-0,3950;0,8827;-0,2248;0,993
7,291000;-0,3933;0,8885;-0,2130;0,995
7,294000;-0,3970;0,8942;-0,2118;1,001
7,298000;-0,3987;0,9020;-0,2059;1,007
7,301000;-0,4014;0,9049;-0,2020;1,010
7,311000;-0,3985;0,9161;-0,1928;1,017
7,313000;-0,3933;0,9174;-0,1815;1,015
7,314000;-0,3919;0,9237;-0,1732;1,018
7,317000;-0,3853;0,9347;-0,1683;1,025
7,330000;-0,3836;0,9325;-0,1649;1,022
7,332000;-0,3765;0,9362;-0,1476;1,020
7,332000;-0,3696;0,9442;-0,1454;1,024
7,333000;-0,3579;0,9438;-0,1471;1,020
7,341000;-0,3442;0,9423;-0,1385;1,013
7,342000;-0,3374;1,1214;-0,4503;1,255
7,345000;-0,3117;0,9240;-0,1107;0,981
7,348000;-0,2973;0,9166;-0,0989;0,969
7,353000;-0,2905;0,9245;-0,0840;0,973
7,356000;-0,2734;0,9245;-0,0599;0,966
7,361000;-0,2624;0,9330;-0,0528;0,971
7,364000;-0,2504;0,9423;-0,0450;0,976
7,368000;-0,2350;0,9565;-0,0342;0,986
7,372000;-0,2253;0,9679;-0,0352;0,994
7,376000;-0,2130;0,9772;-0,0420;1,001
7,380000;-0,2018;0,9836;-0,0357;1,005
7,384000;-0,1854;0,9897;-0,0381;1,008
7,389000;-0,1781;0,9924;-0,0418;1,009
7,393000;-0,1625;0,9955;-0,0342;1,009
7,397000;-0,1463;0,9916;-0,0340;1,003
7,400000;-0,1366;0,9921;-0,0359;1,002
7,406000;-0,1246;0,9860;-0,0305;0,994
7,409000;-0,1126;0,9838;-0,0393;0,991
7,413000;-0,1031;0,9767;-0,0498;0,983
7,416000;-0,0911;0,9723;-0,0601;0,978
7,420000;-0,0782;0,9745;-0,0665;0,980
7,425000;-0,0708;0,9719;-0,0755;0,977
7,431000;-0,1173;1,0432;-0,2941;1,090
7,432000;-0,0506;0,9784;-0,0735;0,983
7,437000;-0,0401;0,9894;-0,0738;0,993
7,449000;-0,0259;1,0034;-0,0706;1,006
7,451000;-0,0159;1,0100;-0,0608;1,012
7,452000;-0,0039;1,0170;-0,0682;1,019
7,473000;0,0012;1,0207;-0,0679;1,023
7,474000;0,0117;1,0197;-0,0730;1,022
7,474000;0,0171;1,0202;-0,0899;1,024
7,475000;0,0269;1,0175;-0,1072;1,024
7,475000;0,0315;1,0185;-0,1187;1,026
7,475000;0,0244;1,0124;-0,1446;1,023
7,478000;0,0147;1,0200;-0,2218;1,044
7,481000;0,0486;1,0053;-0,1151;1,013
7,483000;0,0550;1,0021;-0,1148;1,010
7,488000;0,0550;0,9977;-0,1160;1,006
7,492000;0,0562;0,9953;-0,1219;1,004
7,495000;0,0599;0,9943;-0,1344;1,005
7,500000;0,0584;0,9921;-0,1488;1,005
7,503000;0,0530;0,9990;-0,1735;1,015
7,508000;0,0474;1,0036;-0,2209;1,029
7,513000;0,0540;1,0019;-0,2040;1,024
7,515000;0,0618;1,0004;-0,1737;1,017
7,519000;0,0518;1,0090;-0,1818;1,027
7,524000;0,0457;1,0090;-0,1854;1,027
7,530000;0,0454;1,0112;-0,1954;1,031
7,531000;0,0374;1,0144;-0,2081;1,036
7,535000;0,0305;1,0146;-0,2018;1,035
7,540000;0,0269;1,0114;-0,2003;1,031
7,544000;0,0200;1,0092;-0,2081;1,031
7,548000;0,0139;1,0075;-0,2167;1,031
7,551000;0,0007;1,0075;-0,2211;1,031
7,556000;-0,0117;1,0095;-0,2480;1,040
7,559000;-0,0205;1,0036;-0,2284;1,029
7,564000;-0,0252;1,0024;-0,2245;1,028
7,568000;-0,0349;0,9990;-0,2238;1,024
7,578000;-0,0513;1,0051;-0,2277;1,032
7,583000;-0,0650;0,9973;-0,2257;1,025
7,583000;-0,0789;0,9990;-0,2260;1,027
7,583000;-0,0867;0,9965;-0,2238;1,025
7,588000;-0,1055;0,9992;-0,2299;1,031
7,599000;-0,1231;0,9990;-0,2326;1,033
7,600000;-0,1395;1,0014;-0,2331;1,038
7,601000;-0,1549;1,0014;-0,2365;1,041
7,603000;-0,1715;1,0019;-0,2402;1,044
7,609000;-0,1876;1,0051;-0,2377;1,050
7,611000;-0,2042;1,0043;-0,2321;1,051
7,615000;-0,2204;1,0041;-0,2277;1,053
7,619000;-0,2353;1,0046;-0,2294;1,057
7,624000;-0,2524;1,0019;-0,2284;1,058
7,627000;-0,2707;1,0061;-0,2226;1,065
7,631000;-0,2861;1,0036;-0,2238;1,067
7,635000;-0,3022;0,9987;-0,2221;1,067
7,640000;-0,3196;0,9970;-0,2108;1,068
7,643000;-0,3303;0,9902;-0,2096;1,065
7,646000;-0,3479;0,9853;-0,2011;1,064
7,650000;-0,3616;0,9811;-0,1974;1,064
7,657000;-0,3630;0,9772;-0,1928;1,060
7,659000;-0,3850;0,9682;-0,1908;1,059
7,663000;-0,3990;0,9682;-0,1849;1,063
7,666000;-0,4087;0,9653;-0,1769;1,063
7,671000;-0,4175;0,9653;-0,1801;1,067
7,674000;-0,4241;0,9645;-0,1735;1,068
7,678000;-0,4373;0,9626;-0,1727;1,071
7,682000;-0,4463;0,9648;-0,1669;1,076
7,686000;-0,4547;0,9645;-0,1669;1,079
7,701000;-0,4642;0,9582;-0,1610;1,077
7,703000;-0,4686;0,9621;-0,1583;1,082
7,703000;-0,4674;0,9621;-0,1586;1,081
7,704000;-0,4781;0,9621;-0,1517;1,085
7,719000;-0,4840;0,9638;-0,1495;1,089
7,720000;-0,4818;0,9653;-0,1429;1,088
7,720000;-0,4852;0,9653;-0,1461;1,090
7,721000;-0,4857;0,9621;-0,1437;1,087
7,728000;-0,4881;0,9623;-0,1366;1,088
7,729000;-0,4810;0,9633;-0,1375;1,085
7,730000;-0,4766;0,9638;-0,1390;1,084
7,734000;-0,4744;0,9650;-0,1309;1,083
7,738000;-0,4700;0,9662;-0,1353;1,083
7,742000;-0,4632;0,9728;-0,1312;1,085
7,746000;-0,4615;0,9684;-0,1292;1,081
7,750000;-0,4520;0,9704;-0,1265;1,078
7,753000;-0,4459;0,9748;-0,1317;1,080
