time,ax,ay,az
0,-0.02,0.01,0.05
0.031,-0.02,0.01,0.05
0.123,-0.02,0.01,0.05
0.212,-0.02,0.01,0.05
0.303,-0.02,0.01,0.05
0.393,-0.02,0.01,0.05
0.484,-0.02,0.01,0.05
0.575,-0.02,0.01,0.05
0.665,-0.02,0.01,0.05
0.759,-0.02,0.01,0.05
0.846,-0.02,0.01,0.05
0.938,-0.02,0.01,0.05
1.04,-0.02,0.01,0.05
1.118,-0.02,0.01,0.05
1.208,-0.02,0.01,0.05
1.299,-0.02,0.01,0.05
1.39,-0.02,0.01,0.05
1.48,-0.02,0.01,0.05
1.571,-0.02,0.01,0.05
1.662,-0.02,0.01,0.05
1.752,-0.02,0.01,0.05
1.843,-0.02,0.01,0.05
1.945,-0.02,0.01,0.05
2.023,-0.02,0.01,0.05
2.114,-0.02,0.01,0.05
2.205,-0.02,0.01,0.05
2.295,-0.02,0.01,0.05
2.386,-0.02,0.01,0.05
2.476,-0.02,0.01,0.05
2.568,-0.02,0.01,0.05
2.657,-0.02,0.01,0.05
2.752,-0.02,0.01,0.05
2.853,-0.02,0.01,0.05
2.929,-0.02,0.01,0.05
3.02,-0.02,0.01,0.05
3.11,-0.02,0.01,0.05
3.201,-0.02,0.01,0.05
3.291,-0.02,0.01,0.05
3.382,-0.02,0.01,0.05
3.475,-0.02,0.01,0.05
3.563,-0.02,0.01,0.05
3.659,-0.02,0.01,0.05
3.756,-0.02,0.01,0.05
3.835,-0.02,0.01,0.05
3.925,-0.02,0.01,0.05
4.016,-0.02,0.01,0.05
4.106,-0.02,0.01,0.05
4.197,-0.02,0.01,0.05
4.287,-0.02,0.01,0.05
4.378,-0.02,0.01,0.05
4.468,-0.02,0.01,0.05
4.562,-0.02,0.01,0.05
4.663,-0.02,0.01,0.05
4.74,-0.02,0.01,0.05
4.831,-0.02,0.01,0.05
4.921,-0.02,0.01,0.05
5.012,-0.02,0.01,0.05
5.102,-0.02,0.01,0.05
5.193,-0.02,0.01,0.05
5.285,-0.02,0.01,0.05
5.374,-0.02,0.01,0.05
5.469,-0.02,0.01,0.05
5.571,-0.02,0.01,0.05
5.646,-0.02,0.01,0.05
5.736,-0.02,0.01,0.05
5.827,-0.02,0.01,0.05
5.917,-0.02,0.01,0.05
6.008,-0.02,0.01,0.05
6.099,-0.02,0.01,0.05
6.189,-0.02,0.01,0.05
6.28,-0.02,0.01,0.05
6.375,-0.02,0.01,0.05
6.476,-0.02,0.01,0.05
6.551,-0.02,0.01,0.05
6.642,-0.02,0.01,0.05
6.732,-0.02,0.01,0.05
6.823,-0.02,0.01,0.05
6.914,-0.02,0.01,0.05
7.004,-0.02,0.01,0.05
7.095,-0.02,0.01,0.05
7.185,-0.02,0.01,0.05
7.28,-0.02,0.01,0.05
7.382,-0.02,0.01,0.05
7.457,-0.02,0.01,0.05
7.547,-0.02,0.01,0.05
7.638,-0.02,0.01,0.05
7.729,-0.02,0.01,0.05
7.819,-0.02,0.01,0.05
7.91,-0.02,0.01,0.05
8.0,-0.02,0.01,0.05
8.091,-0.02,0.01,0.05
8.185,-0.02,0.01,0.05
8.287,-0.02,0.01,0.05
8.362,-0.02,0.01,0.05
8.453,-0.02,0.01,0.05
8.544,-0.02,0.01,0.05
8.634,-0.02,0.01,0.05
8.725,-0.02,0.01,0.05
8.815,-0.02,0.01,0.05
8.906,-0.02,0.01,0.05
8.996,-0.02,0.01,0.05
9.093,-0.02,0.01,0.05
9.192,-0.02,0.01,0.05
9.268,-0.02,0.01,0.05
9.359,-0.02,0.01,0.05
9.449,-0.02,0.01,0.05
9.54,-0.02,0.01,0.05
9.63,-0.02,0.01,0.05
9.721,-0.02,0.01,0.05
9.811,-0.02,0.01,0.05
9.902,-0.02,0.01,0.05
9.998,-0.02,0.01,0.05
10.101,-0.02,0.01,0.05
10.174,-0.02,0.01,0.05
10.264,-0.02,0.01,0.05
10.355,-0.02,0.01,0.05
10.445,-0.02,0.01,0.05
10.536,-0.02,0.01,0.05
10.627,-0.02,0.01,0.05
10.717,-0.02,0.01,0.05
10.808,-0.02,0.01,0.05
10.902,-0.02,0.01,0.05
11.003,-0.02,0.01,0.05
11.079,-0.02,0.01,0.05
11.17,-0.02,0.01,0.05
11.26,-0.02,0.01,0.05
11.351,-0.02,0.01,0.05
11.441,-0.02,0.01,0.05
11.532,-0.02,0.01,0.05
11.623,-0.02,0.01,0.05
11.713,-0.02,0.01,0.05
11.81,-0.02,0.01,0.05
11.908,-0.02,0.01,0.05
11.985,-0.02,0.01,0.05
12.075,-0.02,0.01,0.05
12.166,-0.02,0.01,0.05
12.256,-0.02,0.01,0.05
12.347,-0.02,0.01,0.05
12.438,-0.02,0.01,0.05
12.528,-0.02,0.01,0.05
12.619,-0.02,0.01,0.05
12.716,-0.02,0.01,0.05
12.816,-0.02,0.01,0.05
12.89,-0.02,0.01,0.05
12.981,-0.02,0.01,0.05
13.072,-0.02,0.01,0.05
13.162,-0.02,0.01,0.05
13.253,-0.02,0.01,0.05
13.343,-0.02,0.01,0.05
13.434,-0.02,0.01,0.05
13.524,-0.02,0.01,0.05
13.62,-0.02,0.01,0.05
13.722,-0.02,0.01,0.05
13.796,-0.02,0.01,0.05
13.887,-0.02,0.01,0.05
13.977,-0.02,0.01,0.05
14.068,-0.02,0.01,0.05
14.158,-0.02,0.01,0.05
14.249,-0.02,0.01,0.05
14.339,-0.02,0.01,0.05
14.43,-0.02,0.01,0.05
14.532,-0.02,0.01,0.05
14.624,-0.02,0.01,0.05
14.702,-0.02,0.01,0.05
14.792,-0.02,0.01,0.05
