time,ax,ay,az
0,0.03,0.01,-0.05
0.068,0.03,0.01,-0.05
0.158,0.03,0.01,-0.05
0.249,0.03,0.01,-0.05
0.339,0.03,0.01,-0.05
0.43,0.03,0.01,-0.05
0.52,0.03,0.01,-0.05
0.611,0.03,0.01,-0.05
0.705,0.03,0.01,-0.05
0.808,0.03,0.01,-0.05
0.906,0.03,0.01,-0.05
0.974,0.03,0.01,-0.05
1.064,0.03,0.01,-0.05
1.154,0.03,0.01,-0.05
1.245,0.03,0.01,-0.05
1.335,0.03,0.01,-0.05
1.426,0.03,0.01,-0.05
1.517,0.03,0.01,-0.05
1.613,0.03,0.01,-0.05
1.713,0.03,0.01,-0.05
1.809,0.03,0.01,-0.05
1.879,0.03,0.01,-0.05
1.969,0.03,0.01,-0.05
2.06,0.03,0.01,-0.05
2.15,0.03,0.01,-0.05
2.241,0.03,0.01,-0.05
2.332,0.03,0.01,-0.05
2.422,0.03,0.01,-0.05
2.523,0.03,0.01,-0.05
2.619,0.03,0.01,-0.05
2.717,0.03,0.01,-0.05
2.784,0.03,0.01,-0.05
2.875,0.03,0.01,-0.05
2.966,0.03,0.01,-0.05
3.056,0.03,0.01,-0.05
3.147,0.03,0.01,-0.05
3.237,0.03,0.01,-0.05
3.328,0.03,0.01,-0.05
3.423,0.03,0.01,-0.05
3.526,0.03,0.01,-0.05
3.623,0.03,0.01,-0.05
3.69,0.03,0.01,-0.05
3.781,0.03,0.01,-0.05
3.871,0.03,0.01,-0.05
3.962,0.03,0.01,-0.05
4.052,0.03,0.01,-0.05
4.143,0.03,0.01,-0.05
4.233,0.03,0.01,-0.05
4.328,0.03,0.01,-0.05
4.432,0.03,0.01,-0.05
4.526,0.03,0.01,-0.05
4.596,0.03,0.01,-0.05
4.686,0.03,0.01,-0.05
4.777,0.03,0.01,-0.05
4.867,0.03,0.01,-0.05
4.958,0.03,0.01,-0.05
5.048,0.03,0.01,-0.05
5.139,0.03,0.01,-0.05
5.234,0.03,0.01,-0.05
5.337,0.03,0.01,-0.05
5.433,0.03,0.01,-0.05
5.501,0.03,0.01,-0.05
5.592,0.03,0.01,-0.05
5.682,0.03,0.01,-0.05
5.773,0.03,0.01,-0.05
5.864,0.03,0.01,-0.05
5.954,0.03,0.01,-0.05
6.045,0.03,0.01,-0.05
6.141,0.03,0.01,-0.05
6.24,0.03,0.01,-0.05
6.339,0.03,0.01,-0.05
6.407,0.03,0.01,-0.05
6.497,0.03,0.01,-0.05
6.588,0.03,0.01,-0.05
6.678,0.03,0.01,-0.05
6.769,0.03,0.01,-0.05
6.86,0.03,0.01,-0.05
6.95,0.03,0.01,-0.05
7.046,0.03,0.01,-0.05
7.147,0.03,0.01,-0.05
7.244,0.03,0.01,-0.05
7.312,0.03,0.01,-0.05
7.403,0.03,0.01,-0.05
7.493,0.03,0.01,-0.05
7.584,0.03,0.01,-0.05
7.675,0.03,0.01,-0.05
7.765,0.03,0.01,-0.05
7.856,0.03,0.01,-0.05
7.953,0.03,0.01,-0.05
8.052,0.03,0.01,-0.05
