time,ax,ay,az
2019-04-04 17:2:51.4180,-0.02,0.01,0.05
2019-04-04 17:2:51.4490,-0.02,-0.01,-0.05
2019-04-04 17:2:51.5410,-0.0,0.01,-0.01
2019-04-04 17:2:51.6300,0.02,0.0,0.09
2019-04-04 17:2:51.7210,0.01,0.02,0.01
2019-04-04 17:2:51.8110,0.0,0.02,-0.03
2019-04-04 17:2:51.9020,-0.02,-0.0,-0.03
2019-04-04 17:2:51.9930,-0.02,-0.01,0.02
2019-04-04 17:2:52.0830,0.0,-0.0,0.02
2019-04-04 17:2:52.1770,-0.0,0.01,0.01
2019-04-04 17:2:52.2640,-0.0,-0.02,0.04
2019-04-04 17:2:52.3560,-0.02,0.0,-0.01
2019-04-04 17:2:52.4580,-0.01,0.0,-0.01
2019-04-04 17:2:52.5360,0.0,-0.01,-0.03
2019-04-04 17:2:52.6260,0.02,-0.0,0.03
2019-04-04 17:2:52.7170,0.04,0.01,0.03
2019-04-04 17:2:52.8080,-0.01,0.01,-0.02
2019-04-04 17:2:52.8980,-0.03,-0.0,-0.01
2019-04-04 17:2:52.9890,-0.03,-0.02,-0.01
2019-04-04 17:2:53.0800,-0.01,-0.0,0.04
2019-04-04 17:2:53.1700,0.02,0.0,0.02
2019-04-04 17:2:53.2610,0.02,0.01,-0.01
2019-04-04 17:2:53.3630,-0.0,-0.0,-0.01
2019-04-04 17:2:53.4410,0.01,-0.02,0.02
2019-04-04 17:2:53.5320,-0.02,0.0,-0.03
2019-04-04 17:2:53.6230,-0.02,-0.01,-0.03
2019-04-04 17:2:53.7130,0.0,-0.0,0.05
2019-04-04 17:2:53.8040,0.03,0.02,0.02
2019-04-04 17:2:53.8940,0.0,0.01,-0.02
2019-04-04 17:2:53.9860,-0.04,0.01,-0.05
2019-04-04 17:2:54.0750,-0.01,-0.01,0.06
2019-04-04 17:2:54.1700,0.02,0.0,0.0
2019-04-04 17:2:54.2710,0.02,0.02,-0.04
2019-04-04 17:2:54.3470,0.01,0.01,0.01
2019-04-04 17:2:54.4380,-0.01,-0.0,0.03
2019-04-04 17:2:54.5280,-0.02,0.0,-0.03
2019-04-04 17:2:54.6190,-0.01,-0.01,0.02
2019-04-04 17:2:54.7090,0.02,-0.0,0.07
2019-04-04 17:2:54.8000,0.01,0.01,-0.01
2019-04-04 17:2:54.8930,-0.01,0.0,-0.03
2019-04-04 17:2:54.9810,-0.02,-0.02,0.02
2019-04-04 17:2:55.0770,-0.01,-0.0,-0.01
2019-04-04 17:2:55.1740,0.01,-0.01,0.03
2019-04-04 17:2:55.2530,0.01,-0.01,0.01
2019-04-04 17:2:55.3430,-0.01,-0.0,-0.01
2019-04-04 17:2:55.4340,-0.02,-0.01,0.05
2019-04-04 17:2:55.5240,-0.04,-0.02,-0.03
2019-04-04 17:2:55.6150,-0.01,0.0,0.04
2019-04-04 17:2:55.7050,0.01,0.01,0.07
2019-04-04 17:2:55.7960,-0.0,0.01,0.01
2019-04-04 17:2:55.8860,0.01,-0.07,0.09
2019-04-04 17:2:55.9800,0.08,-0.14,0.19
2019-04-04 17:2:56.0810,0.12,-0.2,0.08
2019-04-04 17:2:56.1580,-0.01,-0.14,0.01
