time,ax,ay,az
2019-04-04 17:9:36.0320,-0.33,-0.1,-0.59
2019-04-04 17:9:36.1230,0.02,0.02,0.02
2019-04-04 17:9:36.2130,-0.0,0.18,0.31
2019-04-04 17:9:36.3120,-0.13,0.15,0.37
2019-04-04 17:9:36.3940,-0.04,0.01,0.05
2019-04-04 17:9:36.4850,0.2,0.09,-0.35
2019-04-04 17:9:36.5750,0.3,0.09,-0.31
2019-04-04 17:9:36.6660,0.07,0.18,-0.03
2019-04-04 17:9:36.7560,-0.04,-0.03,0.35
2019-04-04 17:9:36.8470,-0.09,-0.17,-0.16
2019-04-04 17:9:36.9370,-0.12,-0.14,-0.13
2019-04-04 17:9:37.0280,-0.21,-0.07,-0.47
2019-04-04 17:9:37.1220,0.05,-0.01,-0.26
2019-04-04 17:9:37.2200,0.01,0.2,0.32
2019-04-04 17:9:37.3000,-0.14,0.21,0.69
2019-04-04 17:9:37.3900,0.09,-0.12,0.03
2019-04-04 17:9:37.4810,0.22,-0.08,-0.41
2019-04-04 17:9:37.5710,0.27,0.14,-0.38
2019-04-04 17:9:37.6620,0.21,0.21,0.22
2019-04-04 17:9:37.7520,-0.09,0.03,0.52
2019-04-04 17:9:37.8430,-0.19,-0.22,0.07
2019-04-04 17:9:37.9340,0.02,-0.28,-0.36
2019-04-04 17:9:38.0270,-0.06,-0.09,-0.66
2019-04-04 17:9:38.1250,-0.13,0.12,0.15
2019-04-04 17:9:38.2050,-0.13,0.19,0.35
2019-04-04 17:9:38.2960,-0.2,-0.19,0.45
2019-04-04 17:9:38.3870,0.03,-0.02,-0.43
2019-04-04 17:9:38.4770,0.27,0.02,-0.18
2019-04-04 17:9:38.5670,0.04,0.23,-0.38
2019-04-04 17:9:38.6580,0.1,0.25,0.16
2019-04-04 17:9:38.7490,0.04,0.09,0.49
2019-04-04 17:9:38.8390,0.06,-0.11,0.09
2019-04-04 17:9:38.9330,0.04,-0.09,0.05
2019-04-04 17:9:39.0300,0.02,-0.08,-0.25
2019-04-04 17:9:39.1110,-0.03,0.05,0.03
2019-04-04 17:9:39.2010,-0.05,0.14,0.13
2019-04-04 17:9:39.2920,-0.06,-0.08,0.32
2019-04-04 17:9:39.3830,-0.06,-0.11,-0.05
2019-04-04 17:9:39.4730,0.1,-0.15,-0.33
2019-04-04 17:9:39.5640,-0.01,0.24,-0.33
2019-04-04 17:9:39.6540,0.01,0.15,0.11
2019-04-04 17:9:39.7450,0.01,-0.08,0.39
2019-04-04 17:9:39.8390,-0.0,-0.14,-0.01
2019-04-04 17:9:39.9380,0.01,-0.13,-0.01
2019-04-04 17:9:40.0170,-0.1,-0.05,-0.01
2019-04-04 17:9:40.1070,-0.06,0.1,-0.06
2019-04-04 17:9:40.1980,0.02,0.13,0.03
2019-04-04 17:9:40.2880,-0.05,0.0,0.26
2019-04-04 17:9:40.3830,0.03,-0.01,-0.21
2019-04-04 17:9:40.4690,0.08,-0.05,-0.16
2019-04-04 17:9:40.5600,-0.12,0.13,-0.11
2019-04-04 17:9:40.6500,-0.02,0.12,0.04
2019-04-04 17:9:40.7450,0.04,-0.04,0.23
2019-04-04 17:9:40.8420,0.03,-0.14,0.17
2019-04-04 17:9:40.9220,-0.03,-0.2,0.09
2019-04-04 17:9:41.0130,-0.07,-0.03,-0.14
2019-04-04 17:9:41.1030,-0.12,0.15,-0.35
2019-04-04 17:9:41.1940,-0.01,0.18,0.01
2019-04-04 17:9:41.2840,0.01,-0.06,0.46
2019-04-04 17:9:41.3750,0.02,-0.16,0.17
2019-04-04 17:9:41.4650,0.26,-0.08,-0.29
2019-04-04 17:9:41.5560,0.01,0.09,-0.3
2019-04-04 17:9:41.6480,0.2,0.04,-0.09
2019-04-04 17:9:41.7490,-0.04,0.04,0.31
2019-04-04 17:9:41.8280,-0.08,-0.13,0.21
2019-04-04 17:9:41.9180,0.02,-0.18,-0.05
2019-04-04 17:9:42.0090,-0.1,-0.05,-0.24
2019-04-04 17:9:42.0990,-0.16,0.16,-0.28
2019-04-04 17:9:42.1900,0.04,0.24,-0.17
2019-04-04 17:9:42.2800,-0.01,0.02,0.39
2019-04-04 17:9:42.3710,-0.07,-0.04,0.15
2019-04-04 17:9:42.4610,0.02,0.1,-0.23
2019-04-04 17:9:42.5540,-0.05,0.15,-0.34
2019-04-04 17:9:42.6570,0.15,0.06,0.06
2019-04-04 17:9:42.7330,0.08,0.03,0.11
2019-04-04 17:9:42.8240,0.07,-0.21,0.25
2019-04-04 17:9:42.9140,0.12,-0.17,0.01
2019-04-04 17:9:43.0050,-0.01,0.04,-0.22
2019-04-04 17:9:43.0950,-0.05,0.09,-0.23
2019-04-04 17:9:43.1860,-0.05,0.09,0.0
2019-04-04 17:9:43.2770,-0.08,-0.0,0.19
2019-04-04 17:9:43.3670,-0.04,-0.13,0.15
2019-04-04 17:9:43.4600,0.03,-0.06,-0.08
2019-04-04 17:9:43.5600,0.06,0.01,0.01
2019-04-04 17:9:43.6390,0.03,0.28,-0.31
2019-04-04 17:9:43.7290,-0.07,0.15,0.09
2019-04-04 17:9:43.8200,-0.03,-0.15,0.33
2019-04-04 17:9:43.9110,0.05,-0.24,-0.07
2019-04-04 17:9:44.0010,0.11,-0.13,-0.15
2019-04-04 17:9:44.0910,-0.01,0.05,-0.42
2019-04-04 17:9:44.1820,-0.03,0.08,0.06
2019-04-04 17:9:44.2730,0.0,0.06,0.26
2019-04-04 17:9:44.3680,-0.0,-0.06,0.27
2019-04-04 17:9:44.4630,-0.01,-0.08,-0.03
2019-04-04 17:9:44.5450,0.1,0.08,-0.35
2019-04-04 17:9:44.6350,0.0,0.08,-0.06
2019-04-04 17:9:44.7260,0.04,0.11,0.08
2019-04-04 17:9:44.8160,-0.07,0.02,0.22
2019-04-04 17:9:44.9070,-0.01,-0.13,0.08
2019-04-04 17:9:44.9970,-0.05,-0.03,-0.04
2019-04-04 17:9:45.0880,-0.03,-0.0,0.05
2019-04-04 17:9:45.1780,-0.04,0.03,-0.02
2019-04-04 17:9:45.2710,0.05,0.11,-0.0
2019-04-04 17:9:45.3680,-0.06,-0.04,0.34
2019-04-04 17:9:45.4500,-0.02,-0.15,-0.02
2019-04-04 17:9:45.5410,0.1,0.08,-0.42
2019-04-04 17:9:45.6310,-0.02,0.18,-0.33
2019-04-04 17:9:45.7220,0.07,0.21,-0.05
2019-04-04 17:9:45.8120,0.01,0.0,0.35
2019-04-04 17:9:45.9030,-0.02,-0.12,0.19
2019-04-04 17:9:45.9930,0.09,-0.15,-0.0
2019-04-04 17:9:46.0840,0.18,0.09,-0.2
2019-04-04 17:9:46.1800,-0.04,-0.03,-0.15
2019-04-04 17:9:46.2740,-0.09,0.1,-0.01
2019-04-04 17:9:46.3560,-0.06,-0.04,0.35
2019-04-04 17:9:46.4460,-0.07,-0.19,0.19
2019-04-04 17:9:46.5370,-0.08,-0.07,0.02
2019-04-04 17:9:46.6270,-0.06,0.05,-0.35
2019-04-04 17:9:46.7180,0.1,0.35,-0.39
2019-04-04 17:9:46.8080,0.18,0.25,-0.13
2019-04-04 17:9:46.8990,0.05,-0.05,0.45
2019-04-04 17:9:46.9890,-0.07,0.03,0.2
2019-04-04 17:9:47.0860,-0.37,0.36,-0.16
2019-04-04 17:9:47.1790,-0.09,0.52,-1.01
2019-04-04 17:9:47.2610,0.1,0.3,0.23
2019-04-04 17:9:47.3520,0.07,0.27,0.28
2019-04-04 17:9:47.4420,-0.01,0.17,-0.06
2019-04-04 17:9:47.5330,0.12,0.28,-0.43
2019-04-04 17:9:47.6240,0.11,0.05,-0.05
2019-04-04 17:9:47.7140,-0.01,0.03,-0.02
2019-04-04 17:9:47.8050,0.02,0.07,-0.07
2019-04-04 17:9:47.8970,-0.05,0.04,-0.12
2019-04-04 17:9:47.9880,-0.03,-0.01,-0.07
2019-04-04 17:9:48.0890,-0.03,0.01,-0.01
2019-04-04 17:9:48.1670,-0.01,0.06,0.01
2019-04-04 17:9:48.2570,-0.02,0.02,0.05
2019-04-04 17:9:48.3480,0.01,-0.06,-0.02
2019-04-04 17:9:48.4390,-0.07,-0.02,0.03
2019-04-04 17:9:48.5290,-0.06,-0.01,0.01
2019-04-04 17:9:48.6200,-0.01,0.06,-0.03
2019-04-04 17:9:48.7100,-0.0,0.03,0.06
2019-04-04 17:9:48.8010,-0.01,0.01,0.02
2019-04-04 17:9:48.8970,0.01,0.01,-0.09
2019-04-04 17:9:48.9910,-0.02,-0.05,0.04
2019-04-04 17:9:49.0720,-0.01,-0.0,0.0
2019-04-04 17:9:49.1630,0.01,0.03,0.02
2019-04-04 17:9:49.2530,-0.02,0.01,0.02
2019-04-04 17:9:49.3440,0.02,-0.01,-0.06
2019-04-04 17:9:49.4350,-0.01,-0.04,0.05
2019-04-04 17:9:49.5250,-0.0,0.03,-0.03
2019-04-04 17:9:49.6160,-0.0,0.03,0.05
2019-04-04 17:9:49.7060,0.0,0.01,0.0
2019-04-04 17:9:49.7990,0.01,-0.01,-0.03
2019-04-04 17:9:49.8970,-0.04,-0.02,0.06
2019-04-04 17:9:49.9780,-0.0,0.01,0.0
2019-04-04 17:9:50.0690,0.03,0.01,-0.0
2019-04-04 17:9:50.1590,0.01,0.03,-0.01
2019-04-04 17:9:50.2500,0.03,-0.06,0.29
