time;gFx;gFy;gFz;TgF
5,553000;0,0557;0,2907;1,1414;1,179
5,562000;0,0200;0,2868;1,0178;1,058
5,573000;-0,0049;0,3005;0,8697;0,920
5,622000;-0,0210;0,3147;0,7422;0,806
5,623000;-0,0210;0,3411;0,6425;0,728
5,624000;-0,0147;0,3674;0,5736;0,681
5,625000;-0,0015;0,3816;0,5458;0,666
5,626000;0,0020;0,3811;0,5585;0,676
5,633000;-0,0024;0,3757;0,5961;0,705
5,643000;0,0249;0,3660;0,6582;0,753
5,653000;0,0669;0,3611;0,7207;0,809
5,663000;0,0855;0,3503;0,7920;0,870
5,673000;0,1060;0,3479;0,8350;0,911
5,732000;0,1314;0,3498;0,8336;0,914
5,733000;0,1182;0,3474;0,8174;0,896
5,734000;0,0713;0,3430;0,7842;0,859
5,734000;-0,0020;0,3342;0,7652;0,835
5,735000;-0,0782;0,3166;0,7798;0,845
5,736000;-0,1099;0,2971;0,8023;0,863
5,743000;-0,1085;0,2819;0,8267;0,880
5,753000;-0,0860;0,2785;0,8536;0,902
5,763000;-0,0503;0,3020;0,8824;0,934
5,773000;-0,0357;0,3318;0,9152;0,974
5,825000;-0,0679;0,3640;0,9484;1,018
5,826000;-0,1090;0,3972;0,9977;1,079
5,827000;-0,1339;0,4055;1,0481;1,132
5,828000;-0,1349;0,3972;1,0813;1,160
5,829000;-0,1182;0,3933;1,0872;1,162
5,836000;-0,1114;0,4031;1,0867;1,164
5,843000;-0,1026;0,4236;1,0666;1,152
5,853000;-0,1094;0,4613;1,0451;1,148
5,863000;-0,1437;0,5052;1,0095;1,138
5,874000;-0,1818;0,5497;0,9518;1,114
5,920000;-0,1959;0,5717;0,9166;1,098
5,921000;-0,1603;0,5834;0,9113;1,094
5,921000;-0,1036;0,5746;0,9547;1,119
5,922000;-0,0293;0,5839;1,0442;1,197
5,923000;0,0537;0,6010;1,1878;1,332
5,933000;0,1275;0,6308;1,3100;1,460
5,943000;0,1490;0,6342;1,3671;1,514
5,952000;0,1207;0,6093;1,3491;1,485
5,962000;0,0459;0,5634;1,2445;1,367
5,973000;-0,0220;0,5238;1,0769;1,198
6,011000;-0,0782;0,4999;0,8907;1,024
6,012000;-0,1109;0,4925;0,7412;0,897
6,012000;-0,1251;0,4779;0,6220;0,794
6,013000;-0,1598;0,4671;0,5727;0,756
6,023000;-0,2199;0,4495;0,6186;0,796
6,032000;-0,2560;0,4226;0,7080;0,863
6,043000;-0,2560;0,3679;0,7652;0,887
6,053000;-0,2150;0,3225;0,8077;0,896
6,063000;-0,1173;0,3078;0,8761;0,936
6,074000;0,0068;0,3152;0,9802;1,030
6,115000;0,0708;0,3200;1,0701;1,119
6,116000;0,0567;0,3098;1,0476;1,094
6,116000;-0,0068;0,3044;0,9675;1,014
6,117000;-0,0396;0,3005;0,8893;0,940
6,123000;-0,0870;0,2878;0,8194;0,873
6,133000;-0,1119;0,2702;0,7720;0,826
6,143000;-0,1266;0,2365;0,6733;0,725
6,153000;-0,1397;0,1984;0,5502;0,601
6,163000;-0,1412;0,1735;0,5189;0,565
6,175000;-0,1451;0,1744;0,5287;0,575
6,226000;-0,1168;0,2081;0,5619;0,610
6,227000;-0,0469;0,2560;0,6650;0,714
6,227000;0,0156;0,2873;0,8209;0,870
6,227000;0,0679;0,3068;0,9987;1,047
6,228000;0,1036;0,3020;1,1267;1,171
6,237000;0,1031;0,2937;1,1859;1,226
6,243000;0,0782;0,2956;1,1448;1,185
6,253000;0,0366;0,2917;1,0031;1,045
6,263000;-0,0010;0,3029;0,8463;0,899
6,275000;-0,0283;0,3303;0,7090;0,783
6,321000;-0,0469;0,3635;0,6352;0,733
6,322000;-0,0450;0,3982;0,6547;0,768
6,323000;0,0029;0,4104;0,7569;0,861
6,324000;0,0645;0,4070;0,8795;0,971
6,324000;0,1241;0,3953;0,9894;1,073
6,333000;0,1710;0,3870;1,0373;1,120
6,343000;0,2199;0,3826;1,0310;1,121
6,353000;0,2599;0,3919;1,0051;1,110
6,363000;0,2731;0,4114;0,9640;1,083
6,374000;0,2697;0,4344;0,9562;1,084
6,424000;0,2384;0,4466;0,9929;1,114
6,425000;0,2057;0,4784;0,9997;1,127
6,426000;0,1940;0,4862;0,9137;1,053
6,426000;0,2091;0,4666;0,8218;0,968
6,426000;0,2741;0,4495;0,7520;0,918
6,435000;0,3562;0,4622;0,7275;0,933
6,443000;0,4187;0,5047;0,7740;1,014
6,453000;0,4285;0,5521;0,8893;1,131
6,463000;0,4026;0,5604;1,0422;1,250
6,475000;0,3435;0,5033;1,1800;1,328
6,532000;0,2526;0,4016;1,2694;1,355
6,534000;0,1485;0,2946;1,2767;1,319
6,535000;0,0865;0,2243;1,2245;1,248
6,535000;0,0689;0,1842;1,1243;1,141
6,536000;0,0845;0,1823;1,0246;1,044
6,537000;0,1090;0,2077;0,9411;0,970
6,543000;0,1358;0,2384;0,9352;0,975
6,553000;0,1383;0,2492;0,9655;1,007
6,563000;0,1138;0,2458;0,9919;1,028
6,576000;0,0806;0,2375;1,0232;1,053
6,616000;0,0474;0,2101;1,0613;1,083
6,616000;0,0308;0,1906;1,0554;1,073
6,617000;0,0337;0,1871;1,0105;1,028
6,617000;0,0567;0,2091;0,9528;0,977
6,623000;0,1016;0,2521;0,9069;0,947
6,633000;0,1329;0,2941;0,8521;0,911
6,643000;0,1295;0,3186;0,7774;0,850
6,653000;0,0708;0,3308;0,7359;0,810
6,663000;-0,0239;0,3288;0,7280;0,799
6,681000;-0,0787;0,3166;0,7124;0,784
6,683000;-0,0992;0,2902;0,7168;0,780
6,693000;-0,0923;0,2800;0,7295;0,787
6,728000;-0,0298;0,3147;0,7471;0,811
6,729000;0,0728;0,3733;0,7691;0,858
6,729000;0,1686;0,4295;0,7891;0,914
6,739000;0,2184;0,4666;0,7876;0,941
6,743000;0,2121;0,4691;0,7715;0,927
6,753000;0,1490;0,4446;0,7461;0,881
6,763000;0,0743;0,4060;0,7090;0,820
6,775000;0,0073;0,3782;0,6953;0,792
6,814000;-0,0288;0,3621;0,7070;0,795
6,815000;-0,0396;0,3723;0,7119;0,804
6,816000;-0,0171;0,3987;0,7163;0,820
6,816000;0,0215;0,4305;0,7251;0,844
6,822000;0,0621;0,4593;0,7715;0,900
6,833000;0,0919;0,4725;0,8600;0,986
6,843000;0,0831;0,4554;0,9684;1,073
6,853000;0,0503;0,4256;1,0407;1,126
6,863000;-0,0054;0,3982;1,0481;1,121
6,874000;-0,0572;0,3948;1,0114;1,087
6,926000;-0,0963;0,4070;0,9655;1,052
6,927000;-0,0953;0,4363;0,9342;1,035
6,928000;-0,0699;0,4842;0,9357;1,056
6,928000;-0,0806;0,5223;1,0085;1,139
6,928000;-0,0972;0,5673;1,0754;1,220
6,937000;-0,1119;0,5912;1,0828;1,239
6,943000;-0,1236;0,5727;1,0500;1,202
6,953000;-0,1275;0,5404;1,0095;1,152
6,963000;-0,0948;0,5184;0,9772;1,110
6,973000;-0,0293;0,5003;0,9591;1,082
7,029000;0,0337;0,4808;1,0266;1,134
7,030000;0,0762;0,4569;1,1815;1,269
7,031000;0,0909;0,4437;1,3412;1,416
7,031000;0,0513;0,4417;1,4429;1,510
7,032000;-0,0259;0,4300;1,4395;1,503
7,033000;-0,1031;0,4275;1,3471;1,417
7,043000;-0,1793;0,4148;1,1844;1,268
7,052000;-0,2243;0,3924;1,0070;1,104
7,062000;-0,2365;0,3699;0,8673;0,972
7,073000;-0,2223;0,3440;0,7715;0,873
7,112000;-0,1974;0,3240;0,7720;0,860
7,113000;-0,1739;0,3235;0,8517;0,927
7,113000;-0,1529;0,3293;0,9567;1,023
7,113000;-0,1573;0,3308;1,0212;1,085
7,123000;-0,1764;0,3161;1,0412;1,102
7,134000;-0,1832;0,2971;1,0026;1,062
7,142000;-0,1720;0,2858;0,8956;0,956
7,152000;-0,1647;0,2946;0,7622;0,834
7,162000;-0,1524;0,3025;0,6567;0,739
7,173000;-0,1378;0,3132;0,5775;0,671
7,183000;-0,1373;0,3235;0,5287;0,635
7,192000;-0,1505;0,3191;0,4994;0,611
7,217000;-0,1520;0,3132;0,5238;0,629
7,218000;-0,1412;0,3117;0,5888;0,681
7,222000;-0,1295;0,3015;0,6552;0,733
7,232000;-0,1295;0,3010;0,6850;0,759
7,242000;-0,1251;0,3039;0,7315;0,802
7,252000;-0,1143;0,2932;0,7583;0,821
7,262000;-0,1119;0,2780;0,7632;0,820
7,272000;-0,1158;0,2775;0,7305;0,790
7,297000;-0,1192;0,2853;0,6806;0,748
7,298000;-0,1222;0,3049;0,6337;0,714
7,308000;-0,1305;0,3210;0,6039;0,696
7,312000;-0,1339;0,3298;0,6029;0,700
7,322000;-0,1129;0,3425;0,6513;0,744
7,332000;-0,0777;0,3577;0,7427;0,828
7,342000;-0,0391;0,3713;0,8399;0,919
7,352000;-0,0274;0,3928;0,9078;0,990
7,362000;-0,0034;0,4222;0,9186;1,011
7,373000;0,0318;0,4461;0,8917;0,998
7,416000;0,0733;0,4696;0,8355;0,961
7,417000;0,1290;0,5028;0,7891;0,945
7,417000;0,1852;0,5297;0,7857;0,965
7,417000;0,1945;0,5502;0,8008;0,991
7,422000;0,1441;0,5556;0,8360;1,014
7,433000;0,0958;0,5282;0,8863;1,036
7,442000;0,0796;0,4798;0,9445;1,062
7,452000;0,0845;0,4187;0,9635;1,054
7,462000;0,0958;0,3840;0,9748;1,052
7,479000;0,0836;0,3596;1,0236;1,088
7,547000;0,1138;0,3323;1,1741;1,226
7,548000;0,1686;0,3376;1,3715;1,423
7,549000;0,2057;0,3801;1,4849;1,547
7,550000;0,2233;0,4075;1,3813;1,457
7,550000;0,2130;0,3880;1,1605;1,242
7,551000;0,1989;0,3772;0,9508;1,042
7,551000;0,1974;0,3728;0,7906;0,896
7,552000;0,1945;0,3855;0,7349;0,852
7,562000;0,2052;0,4124;0,8106;0,932
7,573000;0,1871;0,4300;0,9440;1,054
7,591000;0,1471;0,4251;1,0207;1,115
7,595000;0,0836;0,3880;1,0412;1,114
7,642000;-0,0068;0,3298;1,0412;1,092
7,643000;-0,0704;0,2775;1,0515;1,090
7,643000;-0,0840;0,2536;1,0554;1,089
7,644000;-0,0479;0,2521;1,0398;1,071
7,644000;0,0298;0,2761;0,9977;1,036
7,653000;0,1212;0,2873;0,9108;0,963
7,662000;0,1813;0,2981;0,8394;0,909
7,672000;0,1520;0,3127;0,8370;0,906
7,689000;0,0772;0,3103;0,8795;0,936
7,693000;0,0132;0,2941;0,9504;0,995
7,703000;-0,0347;0,2629;1,0398;1,073
7,713000;-0,0665;0,2311;1,0867;1,113
7,750000;-0,0928;0,2023;1,0779;1,101
7,751000;-0,1085;0,1896;1,0188;1,042
7,752000;-0,1046;0,2057;0,9157;0,944
7,753000;-0,0743;0,2648;0,8087;0,854
7,763000;-0,0523;0,3376;0,7373;0,813
7,773000;-0,0357;0,4041;0,7109;0,819
7,792000;-0,0288;0,4446;0,6821;0,815
7,794000;-0,0303;0,4598;0,6762;0,818
7,822000;-0,0352;0,4661;0,6933;0,836
7,824000;-0,0669;0,4476;0,7212;0,851
7,824000;-0,1119;0,4378;0,7520;0,877
7,833000;-0,1373;0,4236;0,7832;0,901
7,843000;-0,1466;0,4153;0,7867;0,902
7,853000;-0,1666;0,4231;0,7378;0,867
7,863000;-0,1637;0,4490;0,6865;0,836
7,875000;-0,1031;0,4881;0,6670;0,833
7,883000;-0,0479;0,5199;0,7104;0,882
7,931000;-0,0318;0,5360;0,7832;0,950
7,932000;-0,0523;0,5297;0,8512;1,004
7,933000;-0,1080;0,5023;0,9000;1,036
7,934000;-0,1466;0,4588;0,9274;1,045
7,935000;-0,1622;0,4090;0,9479;1,045
7,943000;-0,1632;0,3840;0,9362;1,025
7,953000;-0,1544;0,3997;0,8707;0,970
7,963000;-0,1520;0,4334;0,7847;0,909
7,976000;-0,1314;0,4608;0,7315;0,874
7,983000;-0,0880;0,4974;0,7231;0,882
8,030000;-0,0748;0,5301;0,7402;0,914
8,031000;-0,0958;0,5482;0,7705;0,951
8,032000;-0,1329;0,5531;0,8165;0,995
8,033000;-0,1578;0,5458;0,8780;1,046
8,033000;-0,1730;0,5282;0,9352;1,088
8,043000;-0,1485;0,5213;0,9728;1,114
8,053000;-0,0977;0,5213;0,9704;1,106
8,063000;-0,0396;0,5512;0,9787;1,124
8,077000;0,0269;0,6000;1,0119;1,177
8,083000;0,0728;0,6376;1,0148;1,201
8,130000;0,0308;0,6362;1,0456;1,224
8,131000;-0,0875;0,5785;1,1434;1,284
8,132000;-0,1779;0,4871;1,2577;1,360
8,133000;-0,2140;0,4051;1,3114;1,389
8,134000;-0,2502;0,3484;1,3290;1,397
8,143000;-0,2560;0,3806;1,1815;1,267
8,153000;-0,2165;0,4090;0,9010;1,013
8,163000;-0,1910;0,3948;0,6557;0,789
8,178000;-0,1593;0,3938;0,5927;0,729
8,183000;-0,0836;0,3884;0,7310;0,832
8,236000;-0,0068;0,3743;1,0144;1,081
8,237000;0,0523;0,3435;1,2640;1,311
8,237000;0,0777;0,2941;1,4219;1,454
8,238000;0,0557;0,2199;1,4893;1,506
8,239000;0,0225;0,1407;1,5171;1,524
8,243000;-0,0269;0,0894;1,5362;1,539
8,253000;-0,0699;0,0645;1,5352;1,538
8,263000;-0,0972;0,0479;1,5030;1,507
8,277000;-0,0899;0,0415;1,4258;1,429
8,283000;-0,0562;0,0435;1,2934;1,295
8,338000;-0,0151;0,0625;1,1341;1,136
8,339000;0,0068;0,1046;0,9464;0,952
8,340000;-0,0015;0,1300;0,7593;0,770
8,340000;-0,0269;0,1544;0,5917;0,612
8,341000;-0,0386;0,1808;0,4955;0,529
8,343000;-0,0513;0,2042;0,4857;0,529
8,353000;-0,0288;0,2130;0,5204;0,563
8,363000;-0,0127;0,2243;0,7490;0,782
8,377000;-0,0010;0,2311;0,8336;0,865
8,383000;-0,0034;0,2233;0,9635;0,989
8,438000;-0,0269;0,2028;1,0476;1,067
8,440000;-0,0415;0,1754;1,0442;1,060
8,440000;-0,0640;0,1622;0,9508;0,967
8,441000;-0,0806;0,1573;0,8184;0,837
8,442000;-0,0865;0,1642;0,6850;0,710
8,443000;-0,0748;0,1935;0,5727;0,609
8,453000;-0,0694;0,2301;0,4823;0,539
8,463000;-0,0772;0,2707;0,4251;0,510
8,477000;-0,1207;0,3044;0,3914;0,510
8,483000;-0,1764;0,3215;0,3943;0,538
8,536000;-0,2023;0,2976;0,4642;0,587
8,538000;-0,1989;0,2585;0,5736;0,660
8,538000;-0,1735;0,2326;0,6782;0,738
8,539000;-0,1471;0,2091;0,7818;0,823
8,540000;-0,1060;0,2081;0,8692;0,900
8,543000;-0,0156;0,2448;0,9254;0,957
8,553000;0,0860;0,3244;0,9205;0,980
8,563000;0,1041;0,4090;0,8419;0,942
8,577000;0,0147;0,4573;0,7808;0,905
8,583000;-0,0611;0,4906;0,7442;0,893
8,621000;-0,1021;0,4891;0,7847;0,930
8,623000;-0,0967;0,4617;0,8946;1,011
8,623000;-0,0635;0,4637;0,9806;1,087
8,624000;-0,0528;0,4652;1,0754;1,173
8,633000;-0,0366;0,4280;1,1497;1,227
8,643000;0,0029;0,3777;1,2391;1,295
8,653000;-0,0283;0,3147;1,4140;1,449
8,663000;-0,0953;0,3039;1,6315;1,662
8,678000;-0,0655;0,3821;1,6520;1,697
8,683000;-0,0044;0,4437;1,3974;1,466
8,711000;0,0366;0,4759;1,1013;1,200
8,712000;0,0665;0,5277;0,9547;1,093
8,713000;0,1187;0,5531;0,9904;1,141
8,723000;0,1505;0,5267;1,1986;1,318
8,733000;0,1397;0,5003;1,4243;1,516
8,743000;0,1099;0,4295;1,5318;1,595
8,753000;0,0596;0,3015;1,5636;1,593
8,763000;-0,0410;0,1656;1,5152;1,525
8,778000;-0,1383;0,0801;1,3872;1,396
8,783000;-0,1661;0,0567;1,2474;1,260
8,841000;-0,1349;0,0689;1,1160;1,126
8,842000;-0,1070;0,1104;1,0012;1,013
8,843000;-0,0826;0,1647;0,9103;0,929
8,844000;-0,0254;0,2062;0,8546;0,879
8,844000;0,0469;0,2204;0,8438;0,873
8,845000;0,0963;0,2209;0,8526;0,886
8,853000;0,1134;0,2121;0,8438;0,877
8,863000;0,1046;0,1695;0,8199;0,844
8,878000;0,0992;0,1353;0,8155;0,833
8,883000;0,0840;0,0904;0,8155;0,825
8,939000;0,0635;0,0875;0,8688;0,875
8,940000;0,0958;0,1500;0,9464;0,963
8,941000;-0,0249;0,2111;1,0476;1,069
8,943000;-0,0669;0,2614;1,0647;1,098
8,944000;-0,0679;0,3020;0,9675;1,016
8,945000;-0,0752;0,3073;0,8179;0,877
8,953000;-0,0694;0,3156;0,6601;0,735
8,963000;-0,0708;0,3176;0,5223;0,615
8,973000;-0,0723;0,3176;0,4412;0,548
8,983000;-0,0748;0,3152;0,4329;0,541
8,993000;-0,0616;0,3176;0,5047;0,600
9,045000;-0,0430;0,3161;0,6445;0,719
9,046000;-0,0337;0,3137;0,7798;0,841
9,047000;-0,0078;0,3205;0,8761;0,933
9,047000;0,0059;0,3450;0,9201;0,983
9,048000;-0,0034;0,3904;0,9015;0,982
9,056000;-0,0132;0,4310;0,8008;0,910
9,063000;-0,0308;0,4627;0,6841;0,826
9,073000;-0,0440;0,4847;0,6113;0,781
9,083000;-0,0938;0,4740;0,5878;0,761
9,094000;-0,1642;0,4495;0,6171;0,781
9,153000;-0,2428;0,4192;0,6860;0,840
9,155000;-0,2912;0,3884;0,7476;0,891
9,156000;-0,2858;0,3567;0,7813;0,905
9,156000;-0,2331;0,3371;0,8497;0,943
9,157000;-0,1500;0,3342;0,9279;0,998
9,158000;-0,0792;0,3655;1,0202;1,087
9,163000;-0,0313;0,4060;1,1390;1,210
9,173000;-0,0401;0,4314;1,1815;1,258
9,183000;-0,0816;0,4334;1,1223;1,206
9,195000;-0,1349;0,4236;0,9958;1,091
9,227000;-0,1617;0,4275;0,8355;0,952
9,228000;-0,1964;0,4412;0,7422;0,886
9,229000;-0,2243;0,4779;0,7251;0,897
9,233000;-0,2453;0,5126;0,7183;0,916
9,243000;-0,2609;0,4974;0,7046;0,901
9,253000;-0,2888;0,4275;0,7549;0,914
9,263000;-0,3381;0,3406;0,9127;1,031
9,273000;-0,3484;0,2805;1,0906;1,179
9,283000;-0,3034;0,2790;1,2489;1,315
9,295000;-0,2560;0,3132;1,3261;1,386
9,303000;-0,1881;0,3450;1,3207;1,378
9,313000;-0,0923;0,3655;1,2582;1,313
9,355000;-0,0186;0,3948;1,1624;1,228
9,356000;-0,0029;0,4099;1,0236;1,103
9,357000;-0,0406;0,4060;0,8903;0,979
9,357000;-0,0997;0,3894;0,7764;0,874
9,363000;-0,1603;0,3782;0,6670;0,783
9,373000;-0,1793;0,3753;0,6362;0,760
9,383000;-0,1402;0,3943;0,6992;0,815
9,395000;-0,1046;0,4055;0,8585;0,955
9,427000;-0,0831;0,3943;1,1394;1,209
9,428000;-0,1500;0,3254;1,4556;1,499
9,430000;-0,2541;0,2106;1,7185;1,750
9,433000;-0,2814;0,1637;1,7742;1,804
9,443000;-0,2678;0,1446;1,6447;1,673
9,453000;-0,2394;0,1808;1,4365;1,468
9,463000;-0,1451;0,2761;1,3217;1,358
9,473000;-0,0103;0,3792;1,1126;1,175
9,483000;0,0928;0,4485;0,9582;1,062
9,495000;0,1417;0,4803;0,8526;0,989
9,554000;0,1168;0,4798;0,7510;0,899
9,555000;0,0220;0,4525;0,6626;0,803
9,556000;-0,0875;0,4065;0,5883;0,720
9,556000;-0,1906;0,3523;0,5722;0,698
9,557000;-0,2531;0,3352;0,6235;0,752
9,558000;-0,2790;0,3528;0,6870;0,821
9,563000;-0,2858;0,3674;0,7056;0,845
9,573000;-0,2751;0,3753;0,7119;0,850
9,583000;-0,2463;0,3806;0,6689;0,808
9,595000;-0,2081;0,3997;0,5971;0,748
9,658000;-0,1681;0,4485;0,5981;0,766
9,659000;-0,1285;0,4832;0,6196;0,796
9,660000;-0,1021;0,4896;0,6332;0,807
9,661000;-0,1026;0,4808;0,6709;0,832
9,661000;-0,1051;0,4696;0,7339;0,878
9,662000;-0,1119;0,4427;0,8477;0,963
9,663000;-0,1222;0,4099;1,0012;1,089
9,673000;-0,1305;0,4012;1,1116;1,189
9,683000;-0,1217;0,4007;1,1336;1,208
9,697000;-0,1031;0,4256;1,0828;1,168
9,754000;-0,0928;0,4642;0,9816;1,090
9,755000;-0,1070;0,5003;0,8771;1,015
9,756000;-0,1334;0,5165;0,8033;0,964
9,756000;-0,1441;0,5365;0,7500;0,933
9,756000;-0,1383;0,5697;0,7573;0,958
9,757000;-0,1402;0,5751;0,7798;0,979
9,763000;-0,1466;0,5502;0,7940;0,977
9,773000;-0,1554;0,5086;0,8126;0,971
9,783000;-0,2013;0,4730;0,8629;1,004
9,793000;-0,2653;0,4388;0,9078;1,043
9,853000;-0,3020;0,4202;0,9259;1,061
9,854000;-0,3034;0,4285;0,9054;1,047
9,855000;-0,2668;0,4598;0,8648;1,015
9,856000;-0,2106;0,5121;0,8106;0,982
9,857000;-0,1295;0,5692;0,7764;0,971
9,857000;-0,0665;0,5942;0,7549;0,963
9,863000;-0,0567;0,5868;0,7427;0,948
9,873000;-0,0762;0,5536;0,7349;0,923
9,883000;-0,1344;0,5091;0,7647;0,928
9,896000;-0,1935;0,4549;0,8531;0,986
9,959000;-0,2287;0,4197;0,9787;1,089
9,960000;-0,2511;0,3943;1,0481;1,148
9,961000;-0,2673;0,3948;1,0911;1,191
9,961000;-0,2360;0,4261;1,0774;1,182
9,962000;-0,2081;0,4270;0,9249;1,040
9,963000;-0,2531;0,4178;0,6973;0,851
9,963000;-0,2717;0,4495;0,4300;0,679
9,973000;-0,3542;0,4720;-0,1358;0,606
9,983000;-0,2204;0,5106;0,2785;0,622
9,992000;-0,1451;0,5565;0,4642;0,739
10,019000;-0,1393;0,5336;0,6469;0,850
10,019000;-0,1222;0,5360;0,7881;0,961
10,022000;-0,1080;0,5829;0,8595;1,044
10,032000;-0,1363;0,5560;0,7725;0,962
10,042000;-0,1373;0,4715;0,6503;0,815
10,054000;-0,1954;0,4344;0,6352;0,794
