time;gFx;gFy;gFz;TgF
0,771000;-0,0279;0,0840;0,9919;0,996
0,773000;-0,0415;0,0801;1,0017;1,006
0,783000;-0,0396;0,0836;0,9948;0,999
0,793000;-0,0303;0,0870;0,9816;0,986
0,803000;-0,0283;0,0860;0,9787;0,983
0,813000;-0,0322;0,0909;0,9748;0,980
0,823000;-0,0293;0,0923;0,9621;0,967
0,834000;-0,0205;0,0831;0,9547;0,959
0,843000;-0,0156;0,0855;0,9567;0,961
0,853000;-0,0279;0,0860;0,9611;0,965
0,863000;-0,0391;0,0880;0,9811;0,986
0,873000;-0,0445;0,0855;0,9758;0,981
0,883000;-0,0464;0,0723;0,9699;0,974
0,893000;-0,0362;0,0738;0,9655;0,969
0,903000;-0,0186;0,0762;0,9660;0,969
0,913000;-0,0147;0,0831;0,9621;0,966
0,923000;-0,0147;0,0826;0,9728;0,976
0,935000;-0,0171;0,0796;0,9762;0,980
0,967000;-0,0186;0,0821;0,9762;0,980
0,968000;-0,0166;0,0767;0,9831;0,986
0,969000;-0,0107;0,0743;0,9924;0,995
0,973000;-0,0088;0,0787;0,9933;0,996
0,983000;-0,0049;0,0801;0,9748;0,978
0,993000;-0,0029;0,0733;0,9631;0,966
1,003000;-0,0044;0,0777;0,9714;0,974
1,013000;-0,0088;0,0840;0,9772;0,981
1,023000;-0,0235;0,0875;0,9728;0,977
1,035000;-0,0337;0,0855;0,9699;0,974
1,068000;-0,0357;0,0816;0,9650;0,969
1,069000;-0,0332;0,0782;0,9460;0,950
1,069000;-0,0357;0,0772;0,9582;0,962
1,073000;-0,0308;0,0723;0,9675;0,971
1,083000;-0,0220;0,0826;0,9704;0,974
1,093000;-0,0117;0,0880;0,9885;0,992
1,102000;-0,0171;0,0943;0,9919;0,997
1,112000;-0,0303;0,0977;0,9899;0,995
1,122000;-0,0366;0,0963;0,9772;0,983
1,136000;-0,0327;0,0982;0,9899;0,995
1,143000;-0,0205;0,0943;0,9841;0,989
1,152000;-0,0132;0,0933;0,9684;0,973
1,164000;-0,0098;0,0816;0,9626;0,966
1,172000;-0,0064;0,0708;0,9767;0,979
1,182000;-0,0088;0,0674;1,0051;1,007
1,193000;-0,0020;0,0684;1,0183;1,021
1,202000;-0,0122;0,0699;1,0280;1,030
1,212000;-0,0195;0,0733;1,0232;1,026
1,222000;-0,0166;0,0762;0,9929;0,996
1,232000;-0,0068;0,0821;0,9709;0,974
1,242000;-0,0039;0,0889;0,9508;0,955
1,252000;-0,0137;0,0894;0,9386;0,943
1,262000;-0,0142;0,0894;0,9381;0,942
1,272000;-0,0156;0,0865;0,9552;0,959
1,282000;-0,0200;0,0850;0,9665;0,970
1,292000;-0,0200;0,0840;0,9714;0,975
1,302000;-0,0132;0,0860;0,9640;0,968
1,312000;0,0020;0,0909;0,9645;0,969
1,322000;-0,0054;0,0923;0,9523;0,957
1,332000;-0,0054;0,0938;0,9591;0,964
1,342000;-0,0068;0,0933;0,9675;0,972
1,352000;-0,0088;0,0914;0,9846;0,989
1,362000;-0,0112;0,0899;0,9865;0,991
1,372000;-0,0181;0,0855;0,9855;0,989
1,382000;-0,0215;0,0875;0,9948;0,999
1,392000;-0,0239;0,0923;1,0036;1,008
1,402000;-0,0283;0,0933;0,9943;0,999
1,412000;-0,0151;0,0928;0,9987;1,003
1,422000;-0,0098;0,0923;0,9875;0,992
1,432000;-0,0078;0,0972;0,9655;0,970
1,442000;-0,0137;0,1026;0,9635;0,969
1,452000;-0,0112;0,1026;0,9738;0,979
1,462000;-0,0083;0,0963;0,9777;0,982
1,472000;-0,0103;0,0938;0,9792;0,984
1,482000;-0,0093;0,0953;0,9865;0,991
1,492000;-0,0005;0,0923;0,9846;0,989
1,502000;-0,0020;0,0909;0,9772;0,981
1,512000;-0,0064;0,0899;0,9626;0,967
1,522000;-0,0093;0,0938;0,9650;0,970
1,532000;-0,0103;0,0982;0,9689;0,974
1,542000;-0,0205;0,0889;0,9504;0,955
1,552000;-0,0200;0,0928;0,9504;0,955
1,562000;-0,0112;0,0850;0,9606;0,964
1,572000;-0,0068;0,0806;0,9826;0,986
1,582000;-0,0137;0,0811;0,9977;1,001
1,592000;-0,0103;0,0860;0,9943;0,998
1,602000;-0,0073;0,0953;0,9919;0,996
1,612000;-0,0122;0,0953;0,9831;0,988
1,622000;-0,0039;0,0943;0,9738;0,978
1,632000;0,0122;0,0963;0,9611;0,966
1,642000;0,0059;0,1007;0,9543;0,960
1,652000;-0,0049;0,1075;0,9528;0,959
1,662000;-0,0059;0,1080;0,9543;0,960
1,672000;-0,0142;0,1026;0,9655;0,971
1,682000;-0,0176;0,0992;0,9797;0,985
1,692000;-0,0137;0,0875;0,9865;0,990
1,702000;-0,0137;0,0806;0,9992;1,003
1,712000;-0,0137;0,0811;1,0119;1,015
1,722000;-0,0156;0,0787;1,0100;1,013
1,732000;-0,0191;0,0831;0,9929;0,997
1,745000;-0,0220;0,0889;0,9684;0,973
1,752000;-0,0200;0,0884;0,9601;0,964
1,762000;-0,0088;0,0840;0,9572;0,961
1,773000;-0,0088;0,0836;0,9655;0,969
1,782000;-0,0151;0,0855;0,9821;0,986
1,794000;-0,0156;0,0914;0,9894;0,994
1,803000;-0,0127;0,0928;1,0036;1,008
1,812000;-0,0015;0,0982;0,9977;1,003
1,823000;-0,0103;0,0967;0,9797;0,984
1,832000;-0,0093;0,1007;0,9689;0,974
1,858000;-0,0078;0,1041;0,9709;0,976
1,858000;-0,0147;0,1026;0,9660;0,972
1,873000;-0,0088;0,0982;0,9723;0,977
1,873000;-0,0015;0,0958;0,9635;0,968
1,882000;-0,0024;0,0963;0,9689;0,974
1,895000;-0,0093;0,0992;0,9948;1,000
1,902000;-0,0176;0,0889;1,0021;1,006
1,912000;-0,0176;0,0919;1,0065;1,011
1,923000;-0,0098;0,0948;0,9894;0,994
1,932000;-0,0020;0,0933;0,9640;0,969
1,953000;-0,0024;0,0982;0,9547;0,960
1,953000;-0,0093;0,0997;0,9425;0,948
1,962000;-0,0137;0,1099;0,9381;0,945
1,972000;-0,0264;0,1090;0,9274;0,934
1,982000;-0,0313;0,1031;0,9318;0,938
1,993000;-0,0171;0,0992;0,9455;0,951
2,002000;-0,0029;0,0972;0,9518;0,957
2,012000;-0,0147;0,0860;0,9728;0,977
2,023000;-0,0318;0,0953;0,9880;0,993
2,032000;-0,0357;0,0899;0,9899;0,995
2,057000;-0,0293;0,0889;0,9670;0,971
2,057000;-0,0347;0,0865;0,9567;0,961
2,065000;-0,0288;0,0923;0,9704;0,975
2,072000;-0,0274;0,0948;0,9855;0,990
2,082000;-0,0357;0,0948;0,9714;0,977
2,093000;-0,0283;0,1002;0,9635;0,969
2,102000;-0,0313;0,1016;0,9552;0,961
2,112000;-0,0293;0,0963;0,9552;0,961
2,122000;-0,0244;0,0943;0,9675;0,972
2,132000;-0,0337;0,0933;0,9714;0,976
2,153000;-0,0357;0,0982;0,9665;0,972
2,153000;-0,0396;0,0938;0,9665;0,972
2,162000;-0,0342;0,0831;0,9684;0,973
2,173000;-0,0191;0,0777;0,9860;0,989
2,183000;-0,0083;0,0782;1,0007;1,004
2,193000;-0,0083;0,0767;1,0178;1,021
2,203000;-0,0107;0,0718;1,0280;1,031
2,212000;-0,0083;0,0723;1,0236;1,026
2,223000;-0,0151;0,0806;1,0070;1,010
2,232000;-0,0244;0,0792;0,9782;0,982
2,260000;-0,0083;0,0865;0,9723;0,976
2,261000;0,0010;0,0782;0,9650;0,968
2,262000;0,0024;0,0782;0,9665;0,970
2,272000;-0,0034;0,0787;0,9846;0,988
2,282000;-0,0112;0,0796;0,9938;0,997
2,296000;-0,0259;0,0860;0,9914;0,995
2,302000;-0,0151;0,0840;0,9929;0,997
2,313000;0,0010;0,0811;0,9826;0,986
2,323000;0,0098;0,0796;0,9733;0,977
2,338000;0,0015;0,0782;0,9758;0,979
2,356000;-0,0010;0,0792;0,9831;0,986
2,357000;-0,0083;0,0850;0,9753;0,979
2,364000;-0,0142;0,0899;0,9816;0,986
2,372000;-0,0142;0,0987;0,9909;0,996
2,382000;-0,0156;0,0923;0,9914;0,996
2,393000;-0,0015;0,0919;0,9831;0,987
2,402000;0,0132;0,0928;0,9670;0,972
2,412000;0,0249;0,0875;0,9645;0,969
2,422000;0,0249;0,0884;0,9709;0,975
2,432000;0,0186;0,0992;0,9694;0,975
2,447000;0,0122;0,1007;0,9616;0,967
2,452000;0,0093;0,0967;0,9533;0,958
2,462000;0,0220;0,0914;0,9523;0,957
2,472000;0,0308;0,0831;0,9425;0,947
2,482000;0,0357;0,0845;0,9518;0,956
2,493000;0,0450;0,0884;0,9684;0,973
2,502000;0,0459;0,0958;0,9728;0,979
2,514000;0,0479;0,0933;0,9762;0,982
2,523000;0,0562;0,0914;0,9787;0,985
2,534000;0,0694;0,0909;0,9846;0,991
2,543000;0,0723;0,0914;0,9850;0,992
2,552000;0,0645;0,0997;0,9841;0,991
2,562000;0,0508;0,1041;0,9909;0,998
2,572000;0,0586;0,1021;1,0105;1,017
2,582000;0,0601;0,1031;1,0012;1,008
2,592000;0,0640;0,0923;0,9748;0,981
2,602000;0,0708;0,0792;0,9699;0,976
2,614000;0,0625;0,0723;0,9919;0,996
2,622000;0,0464;0,0796;1,0114;1,016
2,632000;0,0352;0,0782;1,0227;1,026
2,642000;0,0415;0,0821;1,0285;1,033
2,652000;0,0410;0,0821;1,0197;1,024
2,662000;0,0420;0,0894;1,0085;1,013
2,672000;0,0415;0,0948;0,9968;1,002
2,682000;0,0371;0,0963;0,9821;0,988
2,692000;0,0366;0,0997;0,9865;0,992
2,702000;0,0381;0,1041;0,9909;0,997
2,715000;0,0371;0,1046;0,9904;0,997
2,722000;0,0415;0,1021;0,9802;0,986
2,732000;0,0445;0,0963;0,9787;0,984
2,742000;0,0479;0,0963;0,9728;0,979
2,752000;0,0513;0,1002;0,9762;0,983
2,762000;0,0498;0,1041;0,9782;0,985
2,776000;0,0371;0,0992;0,9846;0,990
2,793000;0,0259;0,1036;0,9875;0,993
2,802000;0,0210;0,1011;0,9811;0,987
2,812000;0,0279;0,0914;0,9806;0,985
2,822000;0,0337;0,0948;0,9679;0,973
2,835000;0,0322;0,0982;0,9420;0,948
2,845000;0,0283;0,1031;0,9323;0,938
2,862000;0,0269;0,1090;0,9474;0,954
2,872000;0,0371;0,1046;0,9577;0,964
2,882000;0,0376;0,0958;0,9523;0,958
2,892000;0,0357;0,0914;0,9616;0,967
2,902000;0,0186;0,0914;0,9772;0,982
2,912000;0,0020;0,0821;0,9997;1,003
2,922000;-0,0034;0,0899;1,0119;1,016
2,932000;-0,0117;0,0899;1,0100;1,014
2,942000;-0,0083;0,0816;0,9958;0,999
2,952000;0,0068;0,0963;0,9997;1,004
2,962000;0,0044;0,1046;0,9855;0,991
2,972000;0,0044;0,1080;0,9587;0,965
2,982000;0,0054;0,1080;0,9235;0,930
2,992000;0,0078;0,1124;0,9171;0,924
3,002000;0,0147;0,1021;0,9386;0,944
3,012000;0,0132;0,0928;0,9743;0,979
3,022000;-0,0039;0,0933;1,0139;1,018
3,032000;-0,0112;0,0894;1,0271;1,031
3,042000;-0,0166;0,0792;1,0251;1,028
3,052000;-0,0137;0,0826;1,0173;1,021
3,062000;-0,0029;0,0865;0,9933;0,997
3,072000;0,0107;0,0987;0,9523;0,957
3,082000;0,0107;0,1119;0,9132;0,920
3,092000;0,0098;0,1197;0,8868;0,895
3,102000;0,0176;0,1231;0,8868;0,896
3,112000;0,0147;0,1158;0,8976;0,905
3,122000;0,0088;0,1134;0,9245;0,931
3,132000;-0,0064;0,1119;0,9440;0,951
3,142000;-0,0200;0,1129;0,9616;0,968
3,152000;-0,0195;0,1129;0,9762;0,983
3,162000;-0,0093;0,1021;0,9894;0,995
3,172000;0,0039;0,0992;1,0041;1,009
3,182000;0,0039;0,0958;1,0080;1,013
3,192000;0,0039;0,0889;1,0129;1,017
3,202000;0,0039;0,0860;0,9958;1,000
3,212000;-0,0068;0,0923;0,9846;0,989
3,222000;-0,0215;0,0997;0,9743;0,980
3,232000;-0,0230;0,0972;0,9709;0,976
3,242000;-0,0269;0,0884;0,9787;0,983
3,252000;-0,0269;0,0831;0,9924;0,996
3,262000;-0,0166;0,0816;1,0178;1,021
3,272000;-0,0073;0,0782;1,0183;1,021
3,282000;-0,0093;0,0752;1,0202;1,023
3,292000;-0,0186;0,0772;1,0153;1,018
3,302000;-0,0054;0,0831;1,0124;1,016
3,312000;0,0161;0,0777;1,0080;1,011
3,322000;0,0430;0,0694;0,9806;0,984
3,332000;0,0611;0,0655;0,9464;0,951
3,342000;0,0386;0,0723;0,9543;0,958
3,352000;0,0132;0,0752;0,9870;0,990
3,362000;-0,0122;0,0840;1,0119;1,015
3,372000;-0,0264;0,0787;1,0095;1,013
3,382000;-0,0283;0,0811;1,0036;1,007
3,392000;-0,0259;0,0865;0,9767;0,981
3,402000;-0,0015;0,0963;0,9445;0,949
3,413000;-0,0010;0,0997;0,9323;0,938
3,422000;-0,0010;0,1109;0,9440;0,950
3,432000;-0,0039;0,1143;0,9479;0,955
3,442000;-0,0176;0,1182;0,9240;0,932
3,452000;-0,0166;0,1129;0,9186;0,926
3,462000;-0,0147;0,1080;0,9293;0,936
3,472000;-0,0244;0,1104;0,9723;0,979
3,482000;-0,0406;0,1051;1,0012;1,007
3,492000;-0,0469;0,0992;1,0070;1,013
3,502000;-0,0210;0,0987;1,0090;1,014
3,512000;-0,0044;0,0938;0,9767;0,981
3,522000;0,0068;0,0928;0,9455;0,950
3,532000;0,0230;0,0894;0,9337;0,938
3,542000;0,0362;0,0919;0,9337;0,939
3,552000;0,0479;0,0933;0,9479;0,954
3,562000;0,0352;0,0665;0,9425;0,946
3,572000;0,0586;0,0752;0,9767;0,981
3,582000;0,0376;0,0572;1,0085;1,011
3,592000;-0,0024;0,0425;1,0349;1,036
3,602000;-0,0093;0,0347;1,0632;1,064
3,612000;-0,0156;0,0327;1,0603;1,061
3,622000;-0,0225;0,0391;1,0500;1,051
3,632000;-0,0186;0,0362;1,0334;1,034
3,642000;-0,0044;0,0318;1,0065;1,007
3,652000;-0,0073;0,0464;0,9880;0,989
3,662000;-0,0151;0,0581;0,9738;0,976
3,672000;-0,0342;0,0694;0,9714;0,974
3,682000;-0,0327;0,0870;0,9645;0,969
3,692000;-0,0401;0,0875;0,9494;0,954
3,703000;-0,0264;0,0919;0,9533;0,958
3,712000;-0,0215;0,0948;0,9362;0,941
3,722000;-0,0259;0,1007;0,9308;0,937
3,732000;-0,0142;0,1007;0,9513;0,957
3,742000;0,0039;0,0845;0,9547;0,958
3,752000;0,0151;0,0811;0,9333;0,937
3,763000;0,0093;0,0943;0,9464;0,951
3,772000;0,0005;0,1173;0,9572;0,964
3,782000;0,0005;0,1275;0,9455;0,954
3,792000;-0,0005;0,1324;0,9210;0,931
3,802000;0,0156;0,1378;0,9025;0,913
3,812000;0,0440;0,1295;0,9142;0,924
3,822000;0,0645;0,1217;0,9308;0,941
3,834000;0,0489;0,1261;0,9650;0,974
3,842000;0,0415;0,1520;0,9860;0,999
3,852000;0,0171;0,1627;0,9689;0,983
3,862000;-0,0005;0,1666;0,9533;0,968
3,872000;0,0020;0,1783;0,9406;0,957
3,882000;-0,0034;0,1632;0,8937;0,908
3,892000;-0,0029;0,1471;0,8424;0,855
3,902000;-0,0020;0,1344;0,8404;0,851
3,912000;0,0093;0,1397;0,8844;0,895
3,922000;-0,0015;0,1476;0,9460;0,957
3,936000;-0,0283;0,1099;0,9977;1,004
3,942000;-0,0029;0,0513;1,0378;1,039
3,952000;0,0200;0,0718;1,1170;1,119
3,962000;-0,0015;0,0591;1,1424;1,144
3,972000;-0,0215;0,0425;1,1424;1,143
3,982000;-0,0093;0,0327;1,1111;1,112
3,992000;0,0259;0,0464;1,0701;1,071
4,002000;0,0410;0,0606;1,0251;1,028
4,012000;0,0440;0,0831;0,9811;0,986
4,022000;0,0616;0,0948;0,9303;0,937
4,032000;0,0645;0,1046;0,9205;0,929
4,042000;0,0713;0,1168;0,9088;0,919
4,052000;0,0787;0,1202;0,8946;0,906
4,062000;0,0811;0,1051;0,9074;0,917
4,073000;0,1016;0,1236;0,9259;0,940
4,082000;0,0928;0,1217;0,9342;0,947
4,093000;0,0723;0,0958;0,9606;0,968
4,103000;0,0601;0,0967;0,9880;0,995
4,113000;0,0459;0,0919;1,0041;1,009
4,123000;0,0391;0,0904;0,9821;0,987
4,132000;0,0523;0,1036;0,9430;0,950
4,142000;0,0689;0,1168;0,9157;0,926
4,156000;0,0938;0,1226;0,9157;0,929
4,172000;0,0977;0,1109;0,9538;0,965
4,182000;0,0801;0,1192;0,9772;0,988
4,193000;0,0640;0,1314;0,9865;0,997
4,202000;0,0464;0,1456;0,9704;0,982
4,212000;0,0440;0,1681;0,9616;0,977
4,223000;0,0508;0,1969;0,9728;0,994
4,232000;0,0562;0,2057;0,9601;0,984
4,243000;0,0547;0,1998;0,9650;0,987
4,253000;0,0674;0,1886;0,9792;0,999
4,262000;0,0801;0,1710;1,0017;1,019
4,273000;0,0904;0,1647;1,0241;1,041
4,282000;0,0840;0,1437;1,0427;1,056
4,293000;0,0665;0,1168;1,0500;1,059
4,303000;0,0479;0,0860;1,0622;1,067
4,313000;0,0132;0,0616;1,1282;1,130
4,322000;-0,0259;0,0469;1,1785;1,180
4,332000;-0,0279;0,0484;1,1864;1,188
4,342000;-0,0049;0,0503;1,2284;1,229
4,352000;0,0068;0,0635;1,2079;1,210
4,363000;0,0337;0,0728;1,1678;1,171
4,372000;0,0660;0,0884;1,0710;1,077
4,382000;0,1085;0,0836;0,9811;0,991
4,392000;0,1539;0,0782;0,9240;0,940
4,402000;0,1593;0,0728;0,8986;0,915
4,413000;0,1373;0,0816;0,9235;0,937
4,422000;0,1036;0,0894;0,9762;0,986
4,432000;0,0611;0,0762;1,0232;1,028
4,442000;0,0303;0,0572;1,0500;1,052
4,455000;0,0112;0,0528;1,0598;1,061
4,486000;0,0098;0,0401;1,0627;1,064
4,487000;0,0215;0,0254;1,0637;1,064
4,488000;0,0469;0,0142;1,0725;1,074
4,492000;0,0855;0,0010;1,1057;1,109
4,502000;0,1300;-0,0054;1,1111;1,119
4,513000;0,1480;-0,0059;1,0759;1,086
4,522000;0,1368;-0,0044;1,0236;1,033
4,532000;0,1124;0,0054;0,9929;0,999
4,542000;0,0650;0,0239;0,9841;0,986
4,555000;0,0210;0,0518;1,0026;1,004
4,575000;-0,0254;0,0743;0,9904;0,994
4,576000;-0,0616;0,0840;0,9508;0,957
4,585000;-0,0362;0,0977;0,9010;0,907
4,592000;0,0132;0,1080;0,8350;0,842
4,602000;0,0665;0,1202;0,7940;0,806
4,613000;0,0660;0,1202;0,7945;0,806
4,622000;0,0425;0,1207;0,8140;0,824
4,632000;0,0132;0,1153;0,8453;0,853
4,642000;-0,0137;0,0919;0,8805;0,885
4,652000;-0,0191;0,0855;0,9171;0,921
4,666000;-0,0103;0,0889;0,9596;0,964
4,672000;-0,0005;0,0880;0,9694;0,973
4,682000;0,0161;0,0743;0,9186;0,922
4,692000;0,0513;0,0762;0,8810;0,886
4,702000;0,0738;0,0884;0,9132;0,920
4,713000;0,0723;0,0860;0,9269;0,934
4,722000;0,0801;0,0919;0,9274;0,935
4,732000;0,0669;0,0997;0,9259;0,934
4,742000;0,0440;0,1173;0,9118;0,920
4,753000;0,0308;0,1383;0,8907;0,902
4,772000;0,0205;0,1417;0,9015;0,913
4,773000;0,0401;0,1466;0,8844;0,897
4,783000;0,0591;0,1451;0,8644;0,878
4,792000;0,0723;0,1427;0,8732;0,888
4,802000;0,0694;0,1539;0,8775;0,894
4,813000;0,0616;0,1749;0,8692;0,889
4,822000;0,0425;0,1959;0,8565;0,880
4,832000;0,0181;0,2096;0,8609;0,886
4,842000;0,0054;0,2116;0,8922;0,917
4,853000;0,0093;0,2189;0,9264;0,952
4,863000;0,0127;0,2199;0,9308;0,957
4,872000;0,0147;0,2140;0,9118;0,937
4,882000;0,0205;0,2111;0,8946;0,919
4,892000;0,0147;0,2179;0,8785;0,905
4,902000;0,0357;0,2272;0,8634;0,893
4,913000;0,0239;0,2155;0,9005;0,926
4,922000;0,0235;0,2121;0,9098;0,934
4,932000;0,0450;0,2067;0,9118;0,936
4,942000;0,0562;0,2038;0,9274;0,951
4,952000;0,0581;0,1994;0,9538;0,976
4,963000;0,0606;0,1862;0,9748;0,994
4,972000;0,0655;0,1730;1,0017;1,019
4,982000;0,0865;0,1823;1,0202;1,040
4,992000;0,0645;0,1676;1,0056;1,021
5,002000;0,0616;0,1637;0,9870;1,002
5,013000;0,0371;0,1564;1,0056;1,018
5,022000;0,0498;0,1691;1,0207;1,036
5,032000;0,0503;0,1549;1,0676;1,080
5,042000;0,0474;0,1397;1,1126;1,122
5,052000;0,0489;0,1231;1,1487;1,156
5,076000;0,0489;0,1046;1,1888;1,194
5,077000;0,0503;0,0880;1,2181;1,222
5,084000;0,0811;0,0762;1,2469;1,252
5,092000;0,1148;0,0684;1,2269;1,234
5,103000;0,1622;0,0567;1,1805;1,193
5,114000;0,1930;0,0474;1,1214;1,139
5,122000;0,2155;0,0547;1,0823;1,105
5,132000;0,2370;0,0674;1,0725;1,100
5,142000;0,2165;0,0684;1,0642;1,088
5,152000;0,1862;0,0655;1,0588;1,077
5,171000;0,1671;0,0586;1,0950;1,109
5,172000;0,1432;0,0210;1,1585;1,168
5,182000;0,1114;-0,0166;1,2772;1,282
5,192000;0,0596;-0,0498;1,3818;1,384
5,202000;0,0435;-0,0625;1,3940;1,396
5,214000;0,0498;-0,0669;1,3246;1,327
5,222000;0,0674;-0,0650;1,2098;1,213
5,232000;0,0933;-0,0581;1,1140;1,119
5,243000;0,1358;-0,0303;1,0774;1,086
5,252000;0,1476;-0,0137;1,0202;1,031
5,263000;0,1319;0,0020;0,9528;0,962
5,281000;0,1368;0,0425;0,9005;0,912
5,283000;0,1114;0,0650;0,8790;0,888
5,293000;0,0704;0,0665;0,8775;0,883
5,303000;0,0484;0,0655;0,8893;0,893
5,313000;0,0410;0,0596;0,8619;0,865
5,323000;0,0523;0,0493;0,8150;0,818
5,340000;0,0684;0,0459;0,7916;0,796
5,343000;0,0894;0,0376;0,7461;0,752
5,374000;0,0840;0,0376;0,7363;0,742
5,376000;0,0884;0,0533;0,7144;0,722
5,376000;0,0508;0,0660;0,7100;0,715
5,383000;0,0577;0,0792;0,6816;0,689
5,393000;0,0044;0,0743;0,6914;0,695
5,403000;0,0049;0,0625;0,7148;0,718
5,414000;-0,0054;0,0591;0,7642;0,766
5,423000;0,0371;0,0635;0,8140;0,817
5,433000;0,0606;0,0723;0,8258;0,831
5,443000;0,0586;0,0699;0,7691;0,774
5,456000;0,0459;0,0616;0,7798;0,784
5,463000;0,0928;0,0792;0,7959;0,805
5,491000;0,1124;0,0982;0,8165;0,830
5,492000;0,1256;0,1324;0,8150;0,835
5,493000;0,1373;0,1554;0,7588;0,787
5,502000;0,1231;0,1686;0,7769;0,804
5,513000;0,0635;0,1901;0,8082;0,833
5,522000;0,0669;0,2223;0,8135;0,846
5,538000;0,0498;0,2223;0,8609;0,891
5,543000;0,1065;0,2301;0,9205;0,955
5,555000;0,2145;0,2326;0,9464;0,998
5,563000;0,2067;0,2042;0,9435;0,987
5,572000;0,1871;0,2165;0,9616;1,003
5,583000;0,1339;0,2345;0,9811;1,018
5,592000;0,0337;0,2766;0,9846;1,023
5,603000;0,0235;0,3200;0,9963;1,047
5,613000;0,0362;0,2878;1,0525;1,092
5,623000;0,1002;0,2682;1,0583;1,096
5,640000;0,0987;0,2673;1,0549;1,093
5,643000;0,1158;0,2653;1,0090;1,050
5,673000;0,1275;0,2663;0,9904;1,033
5,674000;0,1788;0,2472;1,0148;1,060
5,675000;0,2116;0,2345;1,0476;1,094
5,683000;0,2560;0,2199;1,1380;1,187
5,693000;0,2463;0,1940;1,2445;1,283
