time;gFx;gFy;gFz;TgF
1,231000;-0,0288;0,1373;0,9523;0,963
1,241000;-0,0181;0,1393;0,9445;0,955
1,251000;-0,0151;0,1373;0,9425;0,953
1,261000;-0,0132;0,1309;0,9484;0,957
1,278000;-0,0098;0,1300;0,9587;0,967
1,281000;-0,0103;0,1334;0,9723;0,981
1,295000;-0,0186;0,1256;0,9943;1,002
1,301000;-0,0200;0,1246;1,0070;1,015
1,311000;-0,0259;0,1305;1,0012;1,010
1,321000;-0,0225;0,1334;0,9831;0,992
1,332000;-0,0156;0,1334;0,9772;0,986
1,341000;-0,0171;0,1334;0,9767;0,986
1,351000;-0,0142;0,1344;0,9626;0,972
1,361000;-0,0147;0,1393;0,9528;0,963
1,375000;-0,0181;0,1314;0,9523;0,962
1,381000;-0,0166;0,1280;0,9640;0,973
1,398000;-0,0205;0,1256;0,9748;0,983
1,402000;-0,0220;0,1246;0,9723;0,981
1,412000;-0,0024;0,1309;0,9567;0,966
1,422000;-0,0020;0,1275;0,9499;0,958
1,432000;0,0024;0,1353;0,9714;0,981
1,442000;-0,0073;0,1358;0,9728;0,982
1,452000;-0,0127;0,1270;0,9723;0,981
1,462000;-0,0127;0,1270;0,9694;0,978
1,474000;-0,0137;0,1266;0,9670;0,975
1,481000;-0,0122;0,1261;0,9670;0,975
1,500000;-0,0156;0,1295;0,9596;0,968
1,502000;-0,0200;0,1388;0,9557;0,966
1,511000;-0,0195;0,1388;0,9552;0,965
1,522000;-0,0073;0,1417;0,9762;0,987
1,532000;-0,0020;0,1363;0,9821;0,992
1,542000;-0,0078;0,1358;0,9831;0,992
1,552000;-0,0127;0,1358;0,9894;0,999
1,562000;-0,0161;0,1388;0,9943;1,004
1,579000;-0,0147;0,1349;0,9904;1,000
1,584000;-0,0103;0,1334;0,9728;0,982
1,607000;-0,0132;0,1368;0,9547;0,965
1,608000;-0,0137;0,1373;0,9626;0,972
1,611000;-0,0078;0,1393;0,9792;0,989
1,622000;-0,0112;0,1417;0,9811;0,991
1,631000;-0,0049;0,1378;0,9787;0,988
1,641000;-0,0132;0,1300;0,9797;0,988
1,652000;-0,0156;0,1261;0,9728;0,981
1,661000;-0,0195;0,1222;0,9924;1,000
1,679000;-0,0230;0,1295;0,9948;1,003
1,682000;-0,0288;0,1349;0,9772;0,987
1,721000;-0,0308;0,1334;0,9557;0,965
1,722000;-0,0230;0,1358;0,9606;0,970
1,723000;-0,0107;0,1432;0,9596;0,970
1,723000;-0,0068;0,1446;0,9567;0,968
1,732000;-0,0103;0,1422;0,9621;0,973
1,742000;-0,0112;0,1437;0,9719;0,982
1,751000;-0,0107;0,1466;0,9665;0,978
1,762000;-0,0176;0,1441;0,9582;0,969
1,781000;-0,0210;0,1402;0,9675;0,978
1,782000;-0,0210;0,1451;0,9738;0,985
1,810000;-0,0249;0,1441;0,9538;0,965
1,811000;-0,0210;0,1397;0,9474;0,958
1,812000;-0,0147;0,1305;0,9420;0,951
1,822000;-0,0029;0,1261;0,9508;0,959
1,832000;-0,0015;0,1285;0,9504;0,959
1,842000;-0,0098;0,1266;0,9787;0,987
1,852000;-0,0215;0,1290;1,0075;1,016
1,862000;-0,0362;0,1363;1,0124;1,022
1,882000;-0,0366;0,1383;0,9933;1,004
1,884000;-0,0127;0,1319;0,9855;0,994
1,922000;0,0034;0,1378;0,9689;0,979
1,923000;0,0078;0,1515;0,9635;0,975
1,924000;-0,0024;0,1539;0,9518;0,964
1,925000;-0,0132;0,1544;0,9547;0,967
1,932000;-0,0117;0,1446;0,9631;0,974
1,942000;-0,0166;0,1231;0,9699;0,978
1,952000;-0,0195;0,1256;0,9841;0,992
1,962000;-0,0215;0,1266;0,9909;0,999
1,983000;-0,0274;0,1226;0,9880;0,996
1,984000;-0,0264;0,1309;0,9904;0,999
2,025000;-0,0327;0,1339;0,9777;0,987
2,026000;-0,0362;0,1285;0,9660;0,975
2,027000;-0,0332;0,1314;0,9665;0,976
2,027000;-0,0318;0,1349;0,9787;0,988
2,032000;-0,0376;0,1275;0,9723;0,981
2,043000;-0,0366;0,1329;0,9523;0,962
2,052000;-0,0420;0,1358;0,9416;0,952
2,062000;-0,0406;0,1368;0,9357;0,947
2,083000;-0,0318;0,1412;0,9367;0,948
2,084000;-0,0332;0,1402;0,9469;0,958
2,112000;-0,0362;0,1402;0,9621;0,973
2,113000;-0,0474;0,1427;0,9504;0,962
2,113000;-0,0528;0,1437;0,9440;0,956
2,131000;-0,0420;0,1417;0,9440;0,955
2,132000;-0,0308;0,1402;0,9523;0,963
2,149000;-0,0205;0,1329;0,9811;0,990
2,152000;-0,0083;0,1222;0,9846;0,992
2,165000;-0,0054;0,1148;0,9767;0,983
2,183000;0,0005;0,1094;0,9733;0,979
2,184000;0,0039;0,1070;0,9865;0,992
2,201000;-0,0078;0,1094;0,9904;0,996
2,202000;-0,0103;0,1070;0,9738;0,980
2,212000;-0,0010;0,1070;0,9650;0,971
2,238000;0,0103;0,1134;0,9518;0,959
2,239000;0,0171;0,1114;0,9333;0,940
2,247000;0,0200;0,1138;0,9362;0,943
2,252000;0,0230;0,1158;0,9538;0,961
2,262000;0,0318;0,1080;0,9914;0,998
2,272000;0,0357;0,1021;1,0012;1,007
2,285000;0,0298;0,1104;0,9899;0,997
2,312000;0,0308;0,1129;0,9650;0,972
2,313000;0,0322;0,1119;0,9513;0,958
2,313000;0,0357;0,1173;0,9552;0,963
2,321000;0,0474;0,1246;0,9758;0,985
2,331000;0,0366;0,1158;0,9631;0,971
2,341000;0,0386;0,1104;0,9557;0,963
2,351000;0,0484;0,1134;0,9318;0,940
2,361000;0,0415;0,1202;0,9201;0,929
2,371000;0,0318;0,1417;0,9386;0,950
2,381000;0,0235;0,1437;0,9504;0,961
2,402000;0,0235;0,1378;0,9504;0,961
2,403000;0,0210;0,1368;0,9606;0,971
2,411000;0,0220;0,1368;0,9533;0,963
2,421000;0,0230;0,1363;0,9372;0,947
2,432000;0,0352;0,1437;0,9416;0,953
2,441000;0,0357;0,1529;0,9645;0,977
2,451000;0,0318;0,1564;0,9821;0,995
2,461000;0,0366;0,1505;0,9846;0,997
2,471000;0,0445;0,1388;0,9929;1,003
2,482000;0,0430;0,1285;1,0188;1,028
2,508000;0,0381;0,1202;1,0466;1,054
2,509000;0,0366;0,1143;1,0588;1,066
2,511000;0,0376;0,1099;1,0593;1,066
2,521000;0,0401;0,1114;1,0437;1,050
2,531000;0,0410;0,1163;1,0310;1,038
2,541000;0,0410;0,1226;1,0183;1,026
2,551000;0,0484;0,1222;1,0095;1,018
2,561000;0,0581;0,1256;1,0124;1,022
2,571000;0,0572;0,1256;1,0212;1,030
2,581000;0,0352;0,1226;1,0256;1,034
2,599000;0,0186;0,1290;1,0261;1,034
2,601000;0,0064;0,1270;1,0119;1,020
2,611000;-0,0005;0,1173;0,9933;1,000
2,621000;-0,0029;0,1236;0,9826;0,990
2,632000;0,0005;0,1290;0,9650;0,974
2,641000;0,0083;0,1314;0,9499;0,959
2,651000;0,0161;0,1251;0,9518;0,960
2,661000;0,0181;0,1207;0,9547;0,963
2,671000;0,0064;0,1178;0,9582;0,965
2,681000;0,0049;0,1109;0,9631;0,969
2,694000;0,0020;0,1046;0,9679;0,974
2,701000;-0,0122;0,1016;0,9572;0,963
2,711000;-0,0210;0,1109;0,9631;0,970
2,721000;-0,0176;0,1138;0,9655;0,972
2,733000;-0,0039;0,1099;0,9621;0,968
2,741000;0,0029;0,1085;0,9596;0,966
2,751000;0,0117;0,1143;0,9635;0,970
2,761000;0,0156;0,1085;0,9596;0,966
2,771000;0,0205;0,1021;0,9709;0,976
2,781000;0,0112;0,0997;0,9704;0,976
2,791000;0,0020;0,1021;0,9587;0,964
2,801000;-0,0020;0,1055;0,9587;0,964
2,811000;-0,0015;0,1060;0,9587;0,965
2,821000;-0,0010;0,1094;0,9596;0,966
2,831000;0,0034;0,1134;0,9606;0,967
2,841000;0,0029;0,1104;0,9621;0,968
2,851000;0,0103;0,1104;0,9704;0,977
2,861000;0,0156;0,0963;0,9782;0,983
2,871000;0,0181;0,0972;0,9914;0,996
2,881000;0,0044;0,1002;0,9982;1,003
2,891000;-0,0029;0,0997;0,9880;0,993
2,901000;-0,0020;0,1016;0,9679;0,973
2,911000;-0,0020;0,1060;0,9645;0,970
2,921000;0,0049;0,1046;0,9968;1,002
2,931000;0,0049;0,1007;1,0114;1,016
2,942000;0,0078;0,1036;1,0315;1,037
2,951000;0,0049;0,1134;1,0329;1,039
2,961000;-0,0151;0,1070;1,0168;1,023
2,971000;-0,0078;0,1104;1,0105;1,016
2,981000;0,0015;0,1231;1,0075;1,015
2,992000;-0,0147;0,1207;0,9943;1,002
3,001000;-0,0259;0,1138;0,9831;0,990
3,011000;-0,0195;0,1217;0,9772;0,985
3,021000;-0,0171;0,1222;0,9743;0,982
3,031000;-0,0161;0,1192;0,9762;0,984
3,041000;-0,0210;0,1129;0,9723;0,979
3,051000;-0,0171;0,1124;0,9670;0,974
3,061000;-0,0132;0,1124;0,9758;0,982
3,071000;-0,0225;0,1085;0,9987;1,005
3,081000;-0,0200;0,1085;1,0153;1,021
3,091000;-0,0303;0,1202;1,0051;1,013
3,101000;-0,0279;0,1295;0,9836;0,992
3,111000;-0,0254;0,1324;0,9513;0,961
3,121000;-0,0166;0,1314;0,9240;0,933
3,131000;-0,0078;0,1295;0,9059;0,915
3,141000;-0,0137;0,1266;0,9157;0,924
3,151000;-0,0181;0,1236;0,9445;0,953
3,161000;-0,0288;0,1217;0,9890;0,997
3,171000;-0,0454;0,1168;1,0124;1,020
3,181000;-0,0479;0,1134;1,0153;1,023
3,191000;-0,0366;0,1261;1,0031;1,012
3,201000;-0,0235;0,1266;0,9758;0,984
3,211000;-0,0137;0,1231;0,9538;0,962
3,221000;-0,0049;0,1178;0,9401;0,947
3,231000;0,0015;0,1290;0,9259;0,935
3,241000;0,0010;0,1241;0,9508;0,959
3,251000;0,0034;0,1148;0,9811;0,988
3,261000;-0,0029;0,1163;1,0153;1,022
3,271000;-0,0083;0,1236;1,0339;1,041
3,281000;-0,0107;0,1329;1,0017;1,010
3,292000;0,0024;0,1412;0,9626;0,973
3,301000;0,0093;0,1544;0,9494;0,962
3,311000;0,0103;0,1661;0,9489;0,963
3,321000;0,0010;0,1627;0,9469;0,961
3,331000;0,0039;0,1603;0,9533;0,967
3,342000;-0,0117;0,1603;0,9533;0,967
3,352000;-0,0220;0,1647;0,9582;0,972
3,361000;-0,0215;0,1788;0,9396;0,957
3,372000;-0,0176;0,1901;0,9284;0,948
3,384000;-0,0215;0,1974;0,9489;0,969
3,412000;-0,0210;0,2121;0,9733;0,996
3,413000;-0,0191;0,2057;0,9650;0,987
3,413000;-0,0156;0,2077;0,9577;0,980
3,421000;-0,0005;0,2160;0,9567;0,981
3,431000;0,0064;0,2233;0,9420;0,968
3,442000;0,0117;0,2267;0,9249;0,952
3,451000;0,0220;0,2296;0,9269;0,955
3,462000;0,0283;0,2345;0,9318;0,961
3,472000;0,0332;0,2404;0,9279;0,959
3,483000;0,0376;0,2467;0,9215;0,955
3,517000;0,0352;0,2477;0,9069;0,941
3,518000;0,0450;0,2595;0,9064;0,944
3,519000;0,0401;0,2609;0,9132;0,951
3,521000;0,0332;0,2619;0,9235;0,960
3,531000;0,0352;0,2629;0,9205;0,958
3,542000;0,0200;0,2516;0,9225;0,956
3,551000;0,0127;0,2516;0,9381;0,971
3,561000;0,0044;0,2653;0,9518;0,988
3,571000;-0,0083;0,2810;0,9679;1,008
3,582000;-0,0137;0,2917;0,9719;1,015
3,611000;-0,0142;0,2971;0,9660;1,011
3,612000;-0,0127;0,2897;0,9469;0,990
3,613000;-0,0010;0,2858;0,9279;0,971
3,622000;0,0142;0,2829;0,9059;0,949
3,631000;0,0244;0,2741;0,8898;0,931
3,641000;0,0327;0,2800;0,8927;0,936
3,651000;0,0332;0,2946;0,9064;0,954
3,661000;0,0279;0,2941;0,9171;0,964
3,671000;0,0195;0,2888;0,9264;0,971
3,681000;0,0239;0,2971;0,9352;0,982
3,709000;0,0059;0,2956;0,9440;0,989
3,710000;0,0034;0,3015;0,9567;1,003
3,711000;0,0034;0,3059;0,9655;1,013
3,722000;0,0068;0,2981;0,9616;1,007
3,731000;0,0151;0,2966;0,9391;0,985
3,742000;0,0210;0,2839;0,9064;0,950
3,751000;0,0264;0,2766;0,8653;0,909
3,761000;0,0298;0,2810;0,8805;0,925
3,771000;0,0191;0,2985;0,9166;0,964
3,781000;-0,0024;0,3073;0,9254;0,975
3,795000;-0,0107;0,3171;0,9274;0,980
3,801000;-0,0176;0,3142;0,9157;0,968
3,811000;-0,0098;0,3137;0,8922;0,946
3,821000;-0,0064;0,3137;0,8932;0,947
3,831000;-0,0044;0,3161;0,9357;0,988
3,843000;0,0161;0,3210;1,0041;1,054
3,851000;0,0283;0,3068;1,0271;1,072
3,861000;0,0459;0,2966;1,0241;1,067
3,871000;0,0533;0,2863;1,0134;1,054
3,884000;0,0547;0,2814;1,0031;1,043
3,902000;0,0586;0,2785;1,0183;1,057
3,903000;0,0645;0,2722;1,0354;1,072
3,912000;0,0635;0,2687;1,0466;1,082
3,921000;0,0220;0,2839;1,0657;1,103
3,931000;0,0391;0,2697;1,0945;1,128
3,943000;0,0542;0,2482;1,1092;1,138
3,951000;0,0459;0,2453;1,1209;1,148
3,961000;0,0274;0,2516;1,1184;1,147
3,972000;0,0288;0,2477;1,1267;1,154
3,985000;0,0327;0,2375;1,1394;1,164
4,001000;0,0332;0,2277;1,1375;1,161
4,002000;0,0274;0,2179;1,1052;1,127
4,011000;0,0078;0,2028;1,0784;1,097
4,021000;-0,0005;0,1984;1,0603;1,079
4,031000;-0,0200;0,1984;1,0442;1,063
4,043000;-0,0249;0,1896;1,0466;1,064
4,052000;-0,0210;0,1695;1,0422;1,056
4,062000;-0,0049;0,1466;1,0422;1,052
4,072000;0,0112;0,1290;1,0349;1,043
4,086000;0,0279;0,1075;1,0227;1,029
4,114000;0,0386;0,0938;1,0246;1,030
4,115000;0,0332;0,0831;1,0466;1,050
4,115000;0,0484;0,0782;1,0740;1,078
4,122000;0,0528;0,0669;1,0798;1,083
4,132000;0,0503;0,0528;1,1023;1,105
4,143000;0,0386;0,0577;1,1096;1,112
4,152000;0,0332;0,0865;1,0945;1,098
4,162000;0,0264;0,1236;1,0749;1,082
4,172000;0,0049;0,1466;1,0393;1,050
4,185000;-0,0034;0,1617;1,0036;1,017
4,209000;-0,0122;0,1700;0,9631;0,978
4,211000;-0,0137;0,1705;0,9137;0,930
4,211000;-0,0313;0,1608;0,8898;0,905
4,221000;-0,0259;0,1603;0,8932;0,908
4,231000;-0,0195;0,1529;0,9078;0,921
4,243000;-0,0122;0,1329;0,9201;0,930
4,251000;-0,0127;0,1222;0,9103;0,919
4,261000;-0,0298;0,1261;0,9005;0,910
4,272000;-0,0542;0,1314;0,8761;0,888
4,281000;-0,0621;0,1427;0,8634;0,877
4,301000;-0,0542;0,1495;0,8424;0,857
4,302000;-0,0327;0,1539;0,7911;0,807
4,335000;-0,0220;0,1490;0,7554;0,770
4,336000;-0,0181;0,1480;0,7461;0,761
4,337000;-0,0225;0,1637;0,7661;0,784
4,343000;-0,0381;0,1901;0,7916;0,815
4,352000;-0,0635;0,2057;0,8218;0,850
4,362000;-0,0845;0,2145;0,8629;0,893
4,372000;-0,0787;0,2165;0,8780;0,908
4,382000;-0,0513;0,2150;0,8668;0,895
4,403000;-0,0166;0,2189;0,8258;0,854
4,405000;-0,0151;0,2223;0,7578;0,790
4,440000;-0,0195;0,2296;0,7104;0,747
4,441000;-0,0117;0,2355;0,7134;0,751
4,443000;-0,0029;0,2482;0,7495;0,790
4,444000;-0,0059;0,2487;0,8160;0,853
4,452000;-0,0205;0,2463;0,8751;0,909
4,462000;-0,0342;0,2648;0,9215;0,959
4,472000;-0,0479;0,2766;0,9342;0,975
4,482000;-0,0708;0,2766;0,9376;0,980
4,503000;-0,0816;0,2853;0,9318;0,978
4,504000;-0,0704;0,2902;0,9220;0,969
4,541000;-0,0606;0,2897;0,9176;0,964
4,542000;-0,0445;0,3000;0,9020;0,952
4,542000;-0,0264;0,2951;0,9030;0,950
4,543000;-0,0107;0,2946;0,9357;0,981
4,552000;-0,0064;0,2927;0,9787;1,022
4,562000;-0,0225;0,2966;1,0236;1,066
4,572000;-0,0322;0,2961;1,0510;1,092
4,581000;-0,0215;0,2883;1,0525;1,091
4,602000;-0,0132;0,2775;1,0486;1,085
4,604000;0,0010;0,2634;1,0222;1,056
4,628000;0,0093;0,2389;0,9933;1,022
4,629000;0,0024;0,2160;0,9806;1,004
4,631000;0,0034;0,2033;1,0139;1,034
4,644000;0,0078;0,1862;1,0588;1,075
4,651000;0,0015;0,1730;1,1179;1,131
4,661000;-0,0161;0,1827;1,1575;1,172
4,671000;-0,0225;0,2101;1,1707;1,190
4,681000;-0,0156;0,2184;1,1331;1,154
4,702000;0,0269;0,2336;1,0793;1,105
4,703000;0,0977;0,2340;1,0266;1,057
4,726000;0,1378;0,1867;1,0134;1,040
4,727000;0,1793;0,1471;1,0129;1,039
4,731000;0,1564;0,1217;1,0466;1,065
4,744000;0,0928;0,1007;1,1101;1,119
4,751000;0,0259;0,0948;1,1942;1,198
4,761000;-0,0254;0,0792;1,2650;1,268
4,771000;-0,0425;0,0562;1,3017;1,304
4,781000;-0,0586;0,0430;1,2963;1,298
4,796000;-0,0596;0,0474;1,2460;1,248
4,801000;-0,0347;0,0684;1,1644;1,167
4,820000;-0,0034;0,0831;1,0627;1,066
4,821000;0,0191;0,0796;0,9596;0,963
4,831000;0,0459;0,0777;0,8819;0,887
4,843000;0,0674;0,0880;0,8477;0,855
4,851000;0,0513;0,0928;0,8521;0,859
4,861000;0,0122;0,0880;0,8878;0,892
4,871000;-0,0034;0,0865;0,9098;0,914
4,881000;-0,0088;0,0860;0,9328;0,937
4,892000;0,0059;0,0865;0,9298;0,934
4,903000;0,0083;0,0772;0,9191;0,922
4,926000;0,0034;0,0684;0,8937;0,896
4,927000;0,0088;0,0513;0,8668;0,868
4,931000;0,0171;0,0430;0,8741;0,875
4,941000;0,0264;0,0454;0,8658;0,867
4,951000;0,0254;0,0562;0,8443;0,847
4,961000;0,0215;0,0601;0,8306;0,833
4,971000;0,0039;0,0704;0,8468;0,850
4,981000;-0,0259;0,0816;0,8917;0,896
4,991000;-0,0327;0,0967;0,9533;0,959
5,001000;-0,0391;0,0923;0,9860;0,991
5,028000;-0,0269;0,0728;0,9811;0,984
5,029000;-0,0103;0,0474;0,9484;0,950
5,033000;-0,0005;0,0406;0,8888;0,890
5,041000;0,0171;0,0660;0,8389;0,842
5,051000;0,0293;0,0870;0,8228;0,828
5,062000;0,0283;0,0948;0,8590;0,865
5,072000;0,0337;0,1051;0,9025;0,909
5,082000;0,0327;0,1099;0,9303;0,937
5,092000;0,0347;0,1090;0,9401;0,947
5,103000;0,0464;0,1021;0,9416;0,948
5,131000;0,0435;0,1075;0,9450;0,952
5,132000;0,0362;0,1261;0,9430;0,952
5,133000;0,0225;0,1353;0,9420;0,952
5,142000;0,0239;0,1529;0,9245;0,937
5,152000;0,0322;0,1730;0,9005;0,918
5,162000;0,0332;0,1862;0,8893;0,909
5,172000;0,0484;0,2052;0,8917;0,916
5,182000;0,0586;0,2101;0,9030;0,929
5,192000;0,0479;0,1979;0,9230;0,945
5,203000;0,0332;0,1749;0,9420;0,959
5,242000;0,0293;0,1661;0,9723;0,987
5,243000;0,0132;0,1637;0,9973;1,011
5,244000;0,0034;0,1671;1,0290;1,043
5,245000;-0,0078;0,1603;1,0574;1,069
5,252000;-0,0068;0,1412;1,0769;1,086
5,262000;-0,0059;0,1251;1,0828;1,090
5,272000;0,0029;0,1275;1,0803;1,088
5,282000;0,0156;0,1339;1,0642;1,073
5,292000;0,0107;0,1593;1,0437;1,056
5,303000;-0,0103;0,1735;1,0329;1,047
5,329000;-0,0147;0,1788;1,0368;1,052
5,331000;-0,0127;0,1862;1,0598;1,076
5,332000;-0,0088;0,1691;1,0754;1,089
5,342000;-0,0186;0,1461;1,0784;1,088
5,352000;-0,0264;0,1334;1,0994;1,108
5,362000;-0,0347;0,1163;1,1287;1,135
5,372000;-0,0308;0,0997;1,1434;1,148
5,382000;-0,0161;0,0806;1,1394;1,142
5,392000;-0,0132;0,0733;1,1165;1,119
5,404000;-0,0191;0,0689;1,0950;1,097
5,438000;-0,0156;0,0674;1,0828;1,085
5,439000;-0,0176;0,0518;1,1048;1,106
5,439000;-0,0122;0,0337;1,1297;1,130
5,442000;-0,0088;0,0259;1,1311;1,131
5,452000;0,0015;0,0303;1,1082;1,109
5,462000;0,0078;0,0293;1,0666;1,067
5,472000;0,0010;0,0381;1,0168;1,018
5,482000;-0,0010;0,0586;0,9860;0,988
5,492000;0,0191;0,0821;0,9723;0,976
5,503000;0,0112;0,0894;0,9543;0,959
5,541000;0,0176;0,1197;0,9445;0,952
5,542000;0,0147;0,1388;0,9484;0,959
5,543000;0,0083;0,1383;0,9215;0,932
5,544000;0,0034;0,1290;0,8805;0,890
5,552000;0,0024;0,1197;0,8517;0,860
5,562000;-0,0044;0,1031;0,8331;0,839
5,572000;-0,0132;0,0977;0,8648;0,870
5,582000;-0,0220;0,1002;0,8971;0,903
5,592000;-0,0342;0,0997;0,9205;0,927
5,603000;-0,0425;0,1070;0,9259;0,933
5,637000;-0,0366;0,1104;0,9284;0,936
5,638000;-0,0298;0,1075;0,9191;0,926
5,638000;-0,0166;0,1046;0,9069;0,913
5,642000;-0,0127;0,0948;0,9015;0,907
