time,ax,ay,az
0,0.01,0.02,0.11
0.036,-0.0,0.02,0.01
0.127,0.01,0.01,-0.08
0.218,0.02,-0.01,0.03
0.314,-0.01,0.01,0.03
0.404,0.02,0.01,0.0
0.502,0.01,0.01,-0.0
0.58,0.0,-0.01,0.02
0.671,-0.01,-0.01,0.01
0.761,-0.0,-0.01,0.03
0.851,0.02,0.01,0.01
0.942,0.0,0.01,-0.04
1.033,-0.01,0.01,0.01
1.124,-0.02,-0.0,-0.0
1.216,-0.0,-0.0,-0.0
1.31,0.01,-0.0,0.03
1.411,0.03,0.02,-0.0
1.486,0.01,0.01,-0.01
1.576,-0.0,0.01,-0.02
1.666,-0.01,-0.0,0.01
1.757,-0.02,-0.02,0.03
1.848,0.0,0.01,0.01
1.938,0.01,0.02,-0.03
2.029,0.0,0.0,0.0
2.122,-0.0,-0.0,0.02
2.211,0.01,0.0,0.01
2.314,0.0,0.01,-0.05
2.391,0.0,0.0,0.03
2.482,0.01,0.0,0.01
2.572,-0.0,0.01,-0.02
2.663,-0.02,-0.0,-0.01
2.753,-0.01,-0.01,-0.0
2.844,-0.0,-0.01,0.0
2.934,-0.0,0.0,0.01
3.031,0.01,0.01,0.02
3.121,0.0,0.01,0.02
3.22,-0.0,0.01,-0.01
3.297,-0.0,0.0,-0.03
3.387,0.01,0.01,0.02
3.478,0.01,0.01,0.02
3.568,-0.0,0.01,-0.0
3.659,-0.0,0.0,0.0
3.749,-0.01,-0.0,-0.01
3.84,-0.0,-0.01,-0.01
3.937,0.01,0.0,-0.01
4.027,0.01,-0.0,0.05
4.126,-0.01,-0.01,0.02
4.202,-0.02,-0.0,0.02
4.293,-0.01,-0.02,0.02
4.383,0.0,0.0,-0.04
4.474,0.01,-0.01,0.01
4.564,-0.0,0.0,0.04
4.655,-0.03,-0.03,0.07
4.745,-0.03,-0.05,0.05
4.842,0.03,-0.09,0.08
4.932,0.11,-0.18,0.21
5.031,0.11,-0.18,0.08
5.108,-0.02,-0.1,0.03
5.198,-0.06,-0.11,0.13
5.289,0.05,-0.21,0.08
5.379,0.01,-0.16,-0.28
5.47,-0.06,-0.08,-0.1
5.56,-0.02,0.17,0.1
5.651,-0.02,0.01,0.1
5.746,-0.09,0.05,0.22
5.839,-0.08,-0.02,0.17
5.938,-0.02,-0.25,-0.23
6.013,0.07,-0.21,-0.39
6.104,0.07,0.09,0.13
6.194,-0.01,0.09,0.1
6.285,-0.05,0.1,0.23
6.375,0.02,0.04,0.23
6.466,0.06,-0.14,-0.03
6.556,0.17,-0.12,-0.33
6.651,0.03,0.21,-0.38
6.748,-0.08,-0.02,0.15
6.839,-0.05,0.15,0.25
6.919,0.0,0.03,0.21
7.009,0.02,-0.15,-0.09
7.1,0.19,-0.25,-0.25
7.19,0.16,0.13,-0.27
7.281,-0.03,0.02,0.19
7.372,-0.11,0.17,0.2
7.462,-0.04,0.07,0.27
7.557,0.1,-0.09,-0.01
7.649,0.14,-0.15,-0.33
7.749,0.0,0.21,-0.44
7.824,-0.1,0.03,0.04
7.915,-0.09,0.21,0.3
8.005,0.01,0.02,0.34
8.096,-0.01,-0.22,0.0
8.187,0.13,-0.27,-0.46
8.277,0.13,0.16,-0.37
8.368,0.05,0.02,0.16
8.463,-0.09,0.22,0.18
8.552,-0.05,0.1,0.22
8.655,0.1,-0.06,0.17
8.73,0.03,-0.16,-0.44
8.82,0.03,0.09,-0.41
8.911,-0.04,-0.03,0.0
9.002,-0.12,0.21,0.25
9.092,-0.03,0.08,0.26
9.183,0.02,-0.17,-0.01
9.273,0.08,-0.17,-0.35
9.371,0.04,0.12,-0.36
9.462,0.05,-0.02,0.04
9.56,-0.09,0.2,0.15
9.635,-0.05,0.21,0.33
9.726,0.13,-0.02,0.26
9.817,0.08,-0.37,-0.36
9.907,-0.0,0.2,-0.61
9.998,-0.03,0.01,0.08
10.088,-0.15,0.2,0.29
10.179,-0.04,0.16,0.41
10.272,0.04,-0.1,0.14
10.368,0.04,-0.28,-0.41
10.467,0.05,0.05,-0.49
10.541,0.02,0.02,0.13
10.632,-0.11,0.22,0.19
10.722,-0.01,0.12,0.35
10.813,0.15,-0.06,0.09
10.903,0.02,-0.15,-0.3
10.994,-0.07,0.09,-0.62
11.084,-0.17,0.0,0.08
11.181,-0.16,0.23,0.32
11.273,0.02,0.05,0.35
11.371,0.05,-0.13,-0.04
11.447,0.19,-0.25,-0.36
11.537,0.14,0.07,-0.34
11.628,-0.01,0.06,0.15
11.718,-0.08,0.22,0.19
11.809,-0.01,0.12,0.22
11.899,0.02,-0.09,0.04
11.99,0.09,-0.14,-0.28
12.087,-0.05,0.14,-0.43
12.177,-0.2,-0.03,0.09
12.277,-0.16,0.23,0.34
12.352,-0.01,0.13,0.34
12.443,0.01,-0.21,-0.08
12.533,0.15,-0.24,-0.4
12.624,-0.04,0.03,-0.31
12.714,0.08,0.07,0.05
12.805,0.01,0.24,0.17
12.896,0.03,0.14,0.22
12.992,0.02,-0.07,0.16
13.081,0.13,-0.18,-0.17
13.185,-0.15,0.08,-0.58
13.258,0.04,0.02,0.07
13.348,-0.07,0.23,0.26
13.439,0.01,0.12,0.34
13.529,0.0,-0.11,0.0
13.62,0.13,-0.22,-0.18
13.711,0.02,-0.08,-0.52
13.801,0.12,0.14,-0.19
13.895,-0.16,0.21,0.21
13.989,-0.08,0.26,0.32
14.09,0.05,0.04,0.17
14.163,0.05,-0.19,-0.12
14.254,-0.22,-0.05,-0.53
14.344,-0.11,0.04,0.01
14.435,-0.16,0.17,0.09
14.526,-0.03,0.19,0.33
14.616,0.04,-0.01,0.16
14.707,0.05,-0.2,-0.12
14.801,0.2,-0.23,-0.3
14.896,0.09,0.0,-0.18
14.993,-0.08,0.21,0.16
15.069,-0.07,0.23,0.36
15.16,0.0,0.08,0.18
15.25,-0.06,-0.12,-0.08
15.34,-0.03,-0.16,-0.26
15.431,0.02,0.12,-0.36
15.522,-0.16,0.11,0.19
15.612,-0.1,0.18,0.35
15.706,0.01,-0.01,0.25
15.798,0.12,-0.14,-0.25
15.903,0.17,-0.29,-0.51
15.974,0.09,0.07,-0.22
16.065,-0.09,0.17,0.11
16.156,-0.16,0.23,0.38
16.246,-0.0,0.08,0.32
16.337,0.11,-0.09,-0.13
16.427,0.2,-0.19,-0.27
16.519,-0.03,-0.0,-0.39
16.611,-0.1,0.14,-0.03
16.704,-0.13,0.26,0.38
16.806,-0.02,0.14,0.36
16.88,0.04,-0.15,-0.02
16.971,0.08,-0.35,-0.38
17.061,0.09,-0.04,-0.39
17.152,-0.01,0.03,0.1
17.242,-0.06,0.27,0.24
17.333,-0.01,0.17,0.34
17.423,0.08,-0.04,0.07
17.519,0.16,-0.2,-0.28
17.611,-0.04,0.09,-0.6
17.711,-0.13,-0.11,0.1
17.786,-0.13,0.26,0.28
17.876,0.05,0.21,0.29
17.967,-0.04,-0.18,0.14
18.057,0.19,-0.35,-0.21
18.148,0.14,-0.03,-0.56
18.238,0.03,0.07,-0.14
18.329,-0.11,0.33,0.25
18.425,-0.07,0.22,0.34
18.516,0.11,-0.04,-0.07
18.618,-0.01,-0.34,-0.13
18.691,-0.14,0.07,-0.59
18.782,-0.03,0.13,0.08
18.872,-0.13,0.26,0.22
18.963,0.02,0.23,0.27
19.053,-0.03,-0.19,0.16
19.144,-0.0,-0.27,-0.41
19.235,0.09,-0.08,-0.43
19.331,0.08,0.01,0.1
19.421,-0.05,0.3,0.1
19.524,-0.06,0.24,0.3
19.597,0.04,0.02,0.24
19.687,-0.02,-0.16,-0.1
19.778,0.0,-0.15,-0.41
19.868,0.01,0.06,-0.22
19.959,-0.12,0.21,0.16
20.05,-0.13,0.19,0.44
20.14,-0.01,0.01,0.18
20.237,0.03,-0.3,-0.21
20.328,0.03,-0.28,-0.49
20.43,0.09,0.04,-0.13
20.502,-0.13,0.2,0.27
20.593,-0.05,0.29,0.34
20.684,0.03,0.09,0.17
20.774,-0.05,-0.16,-0.21
20.865,-0.04,-0.18,-0.31
20.955,-0.08,-0.03,-0.12
21.046,-0.08,0.18,0.1
21.141,-0.01,0.24,0.35
21.234,-0.01,0.03,0.15
21.335,0.08,-0.24,-0.13
21.408,0.12,-0.31,-0.4
21.499,0.11,0.03,-0.2
21.589,-0.05,0.17,0.12
21.68,-0.06,0.29,0.35
21.77,-0.02,0.1,0.28
21.861,0.02,-0.14,-0.07
21.951,-0.03,-0.24,-0.29
22.048,0.01,0.08,-0.35
22.139,-0.1,0.13,0.22
22.241,-0.09,0.25,0.29
22.314,-0.06,0.03,0.14
22.404,0.05,-0.23,-0.02
22.495,0.1,-0.27,-0.34
22.585,0.17,0.08,-0.17
22.676,-0.07,0.08,-0.06
22.766,-0.1,0.28,0.21
22.857,-0.1,0.15,0.29
22.952,0.03,-0.17,0.1
23.046,0.18,-0.36,-0.27
23.144,-0.03,0.17,-0.34
23.219,-0.01,0.1,-0.06
23.31,-0.04,0.29,0.3
23.4,-0.03,0.12,0.31
23.491,-0.02,-0.15,0.04
23.581,0.17,-0.44,-0.19
23.672,0.09,0.11,-0.37
23.763,0.03,0.03,-0.05
23.862,-0.03,0.18,0.28
23.952,-0.04,0.13,0.29
24.052,0.06,-0.01,0.07
24.125,0.03,0.01,-0.38
24.215,-0.1,0.04,-0.29
24.306,-0.09,-0.06,-0.08
24.396,-0.08,0.14,0.06
24.487,0.02,0.15,0.3
24.578,0.0,0.05,0.09
24.668,0.02,-0.04,-0.12
24.765,0.02,-0.06,-0.22
24.858,0.03,0.05,-0.29
24.958,-0.06,0.32,-0.13
25.03,-0.11,0.22,-0.07
25.121,-0.06,0.21,-0.06
25.211,0.02,0.19,0.03
25.302,0.1,0.05,0.05
25.393,0.0,0.07,-0.14
25.483,0.05,0.03,-0.0
25.574,-0.03,0.01,-0.07
25.669,-0.08,0.02,-0.08
25.763,-0.12,-0.03,0.02
25.865,-0.07,-0.01,0.05
25.936,-0.02,0.01,0.01
26.027,-0.01,0.01,-0.03
26.117,0.03,0.02,0.03
26.208,0.03,0.01,-0.02
26.298,0.02,-0.01,-0.03
26.389,0.0,0.02,0.01
26.479,0.0,0.03,0.04
26.577,-0.01,0.0,-0.01
26.668,-0.01,0.01,-0.02
26.767,-0.01,0.0,-0.01
26.842,-0.04,-0.01,0.02
